unit,unit_type,district,class,class_label,sub_class,sub_class_label,order,order_label,book_page,total,earners_males,earners_females,partly_agriculturists_males,partly_agriculturists_females,dependants_and_working_dependants
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,46,13,0,0,0,33
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,50,15,0,0,0,35
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,23,6,0,0,0,17
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,58,2,0,0,0,56
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,505,36,0,0,0,469
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,1935,772,42,3,0,1121
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,6395,1550,88,65,25,4757
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,401,146,2,1,0,253
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,85,25,0,0,0,60
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,36,10,1,0,0,25
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,109,30,0,0,0,79
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,53,14,1,0,0,38
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,117,38,0,0,0,79
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,24,5,2,0,0,17
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,772,264,12,0,0,496
Jaffa town,town,Southern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,8,2,0,0,0,6
Jaffa town,town,Southern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,7,1,0,0,0,6
Jaffa town,town,Southern,C,Public administration and liberal arts,VI,Public force,45,Police,381,677,237,2,0,0,438
Jaffa town,town,Southern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,1543,494,8,6,1,1041
Jaffa town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,342,106,4,0,0,232
Jaffa town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,317,82,1,2,0,234
Jaffa town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,363,73,62,1,0,228
Jaffa town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,415,101,62,0,0,252
Jaffa town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,317,89,27,5,0,201
Jaffa town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,2,0,1,0,0,1
Jaffa town,town,Southern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,1643,289,210,5,3,1144
Jaffa town,town,Southern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,1731,555,512,4,1,664
Jaffa town,town,Southern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,3443,1415,35,3,0,1993
Jaffa town,town,Southern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,1,1,0,0,0,0
Jaffa town,town,Southern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,396,54,19,0,0,323
Jaffa town,town,Southern,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,20,2,0,0,0,18
Tel Aviv town,town,Southern,,,,,0,TOTAL ALL CLASSES,315,46101,14080,4845,15,1,27176
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,1610,597,177,2,0,836
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,871,364,111,2,0,396
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,610,199,49,0,0,362
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,15,2,0,0,0,13
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,44,9,1,0,0,34
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,43,6,16,0,0,21
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,27,17,0,0,0,10
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,19,7,0,0,0,12
Tel Aviv town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Tel Aviv town,town,Southern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,1,0,0,0,0,1
Tel Aviv town,town,Southern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,17,7,1,0,0,9
Tel Aviv town,town,Southern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,40,13,1,0,0,26
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,839,218,260,0,1,361
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,130,52,8,0,0,70
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,1452,525,10,0,0,917
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,673,220,9,1,0,444
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,514,199,39,1,0,276
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,174,51,12,0,0,111
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,1403,384,119,0,0,900
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,3873,845,990,0,0,2038
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,365,129,10,0,0,226
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,3684,1380,16,2,0,2288
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,47,23,0,0,0,24
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,431,186,7,0,0,238
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,1894,673,131,0,0,1090
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,18,6,0,0,0,12
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,48,16,0,0,0,32
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,61,22,6,0,0,33
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,2236,745,12,0,0,1479
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,193,67,0,0,0,126
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,226,89,19,0,0,118
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,828,305,56,0,0,467
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,889,323,9,0,0,557
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,487,128,14,0,0,345
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,55,17,2,0,0,36
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,86,29,0,0,0,57
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,118,38,0,0,0,80
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,28,6,1,0,0,21
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,100,31,4,0,0,65
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,989,280,148,0,0,561
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,2850,770,135,1,0,1945
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,322,106,17,0,0,199
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,193,59,1,0,0,133
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,111,36,0,0,0,75
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,24,8,0,0,0,16
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,75,22,0,0,0,53
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,448,138,21,0,0,289
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,146,36,2,0,0,108
Tel Aviv town,town,Southern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,531,143,37,0,0,351
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,6,3,0,0,0,3
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,1,1,0,0,0,0
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VI,Public force,45,Police,381,297,113,1,0,0,183
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,731,255,24,0,0,452
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,345,107,8,0,0,230
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,335,126,19,0,0,190
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,1150,213,437,0,0,500
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,1468,356,400,1,0,712
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,1254,492,154,0,0,608
Tel Aviv town,town,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,41,6,4,0,0,31
Tel Aviv town,town,Southern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,2957,681,245,4,0,2031
Tel Aviv town,town,Southern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,1119,128,675,0,0,316
Tel Aviv town,town,Southern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,7950,2664,603,3,0,4683
Tel Aviv town,town,Southern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,0,0,0,0,0,0
Tel Aviv town,town,Southern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,215,4,1,0,0,210
