Notebook_Number	Page_Number	canvas_index	canvas_label	width	height	image_service	viewer_url
20	29	28	0029_20_1938_029_d	9769	7193	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDI5XzIwXzE5MzhfMDI5X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzY5IiwiaGVpZ2h0IjoiNzE5MyIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	30	29	0030_20_1938_030_d	9756	7199	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDMwXzIwXzE5MzhfMDMwX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzU2IiwiaGVpZ2h0IjoiNzE5OSIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	31	30	0031_20_1938_031_d	9755	7204	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDMxXzIwXzE5MzhfMDMxX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzU1IiwiaGVpZ2h0IjoiNzIwNCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	32	31	0032_20_1938_032_d	9763	7211	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDMyXzIwXzE5MzhfMDMyX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzYzIiwiaGVpZ2h0IjoiNzIxMSIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	33	32	0033_20_1938_033_d	9742	7207	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDMzXzIwXzE5MzhfMDMzX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzQyIiwiaGVpZ2h0IjoiNzIwNyIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	34	33	0034_20_1938_034_d	9743	7208	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDM0XzIwXzE5MzhfMDM0X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzQzIiwiaGVpZ2h0IjoiNzIwOCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	35	34	0035_20_1938_035_d	9736	7206	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDM1XzIwXzE5MzhfMDM1X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzM2IiwiaGVpZ2h0IjoiNzIwNiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	36	35	0036_20_1938_036_d	9737	7209	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDM2XzIwXzE5MzhfMDM2X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzM3IiwiaGVpZ2h0IjoiNzIwOSIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	37	36	0037_20_1938_037_d	9737	7206	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDM3XzIwXzE5MzhfMDM3X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzM3IiwiaGVpZ2h0IjoiNzIwNiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	38	37	0038_20_1938_038_d	9749	7207	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDM4XzIwXzE5MzhfMDM4X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzQ5IiwiaGVpZ2h0IjoiNzIwNyIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	39	38	0039_20_1938_039_d	9761	7210	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDM5XzIwXzE5MzhfMDM5X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzYxIiwiaGVpZ2h0IjoiNzIxMCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	40	39	0040_20_1938_040_d	9762	7202	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQwXzIwXzE5MzhfMDQwX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzYyIiwiaGVpZ2h0IjoiNzIwMiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	41	40	0041_20_1938_041_d	9748	7196	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQxXzIwXzE5MzhfMDQxX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzQ4IiwiaGVpZ2h0IjoiNzE5NiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	42	41	0042_20_1938_042_d	9750	7206	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQyXzIwXzE5MzhfMDQyX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzUwIiwiaGVpZ2h0IjoiNzIwNiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	43	42	0043_20_1938_043_d	9756	7209	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQzXzIwXzE5MzhfMDQzX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzU2IiwiaGVpZ2h0IjoiNzIwOSIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	44	43	0044_20_1938_044_d	9756	7216	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQ0XzIwXzE5MzhfMDQ0X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzU2IiwiaGVpZ2h0IjoiNzIxNiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	45	44	0045_20_1938_045_d	9749	7213	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQ1XzIwXzE5MzhfMDQ1X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzQ5IiwiaGVpZ2h0IjoiNzIxMyIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	46	45	0046_20_1938_046_d	9736	7210	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQ2XzIwXzE5MzhfMDQ2X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzM2IiwiaGVpZ2h0IjoiNzIxMCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	47	46	0047_20_1938_047_d	9730	7214	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQ3XzIwXzE5MzhfMDQ3X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzMwIiwiaGVpZ2h0IjoiNzIxNCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	48	47	0048_20_1938_048_d	10577	7207	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQ4XzIwXzE5MzhfMDQ4X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiIxMDU3NyIsImhlaWdodCI6IjcyMDciLCJ3bUtleSI6bnVsbCwid21XaWR0aCI6bnVsbCwid21IZWlnaHQiOm51bGwsIndtUG9zaXRpb24iOm51bGwsIndtUmVwZWF0IjpmYWxzZSwibmE5MSI6bnVsbH0%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	49	48	0049_20_1938_049_d	9730	7211	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDQ5XzIwXzE5MzhfMDQ5X2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzMwIiwiaGVpZ2h0IjoiNzIxMSIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	50	49	0050_20_1938_050_d	9735	7208	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDUwXzIwXzE5MzhfMDUwX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzM1IiwiaGVpZ2h0IjoiNzIwOCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
20	51	50	0051_20_1938_051_d	9743	7212	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9ERS80Qy83MC8wQi9EQy80OS9BMC80Qy9CQy80Qy9GOC84Ri9COS8wMy9CQi8yNi8wMDUxXzIwXzE5MzhfMDUxX2QuanBnIiwicmVwX2lkIjoiMTIzMzcxMzA3MzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5NzQzIiwiaGVpZ2h0IjoiNzIxMiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12337130730002791
