n	id	date	publication	title	snippet
1	haretz19381116-01.1.6	16 November 1938	haretz	Page 6	"<div class=""txtsearchsnippet"">... • כל עבודות הטיח בחזיתות של בית החורים הממשלתי <b class=""highlightcolor"">בחיפה</b> נעשו עם טיח;""מרמורוט"" ? ? ? ? י םדרגזת ...</div>"
2	tsohorayimhaifa19460502-01.1.1	2 May 1946	tsohorayimhaifa	Page 1	"<div class=""txtsearchsnippet"">... באפריל נרשמו בארץ 46 מקרי מגיפה חדשים, מהם 1 <b class=""highlightcolor"">בחיפה,</b> שהובא מחוץ לארץ. המגיפות כוללות: דבר, חולירע, אבעבועות, טיפוס.</div>"
3	dav19471017-01.1.17	17 October 1947	dav	Page 17	"<div class=""txtsearchsnippet"">... יום וחבורות אבלים מוכי האסון עמדו קודרים ואומללים ליד <b class=""highlightcolor"">בית־החולים הממשלתי</b> <b class=""highlightcolor"">בחיפה,</b> שעות מעטות לאחר שקול הנפץ העז הרעיש ...</div>"
4	haolam19371111-01.1.7	11 November 1937	haolam	Page 7	"<div class=""txtsearchsnippet"">... בעזרת הקה""ק. כל משתכן קיבל שטח של דונם וחצי. <b class=""highlightcolor"">בחיפה.</b> — העבודה בבנין <b class=""highlightcolor"">בית־החולים הממשלתי</b> מתקדמת בקצב מהיד. העבודה ...</div>"
5	haolam19480108-01.1.13	8 January 1948	haolam	Page 13	"<div class=""txtsearchsnippet"">... מלוך, שנהרג מן היריות בשיך נ'ראח. במו כן נמצאת <b class=""highlightcolor"">בית־החולים הממשלתי</b> גופת ערבי שלא זוהתה וערבי כשם ג'אבר סלימן ...</div>"
6	hegeh19450817-01.1.6	17 August 1945	hegeh	Page 6	"<div class=""txtsearchsnippet"">... ב ע כנת מונטיפיירי הובא Iליל ג׳ בחצות אל <b class=""highlightcolor"">בית־החולים הממשלתי</b> ומת ץם אתמול בצקר. ןנק3ע כי י"" מותו ...</div>"
7	haolam19370617-01.1.9	17 June 1937	haolam	Page 9	"<div class=""txtsearchsnippet"">... הבריאות של הממשלה חתמה על חוזה עם""""סולל־בונה"" בדבד בנין <b class=""highlightcolor"">בית־החולים הממשלתי</b> <b class=""highlightcolor"">בחיפה.</b> הבנין יעלה כתשעים אלף לא""י, עבודת האינסטלציה ...</div>"
8	haolam19360820-01.1.5	20 August 1936	haolam	Page 5	"<div class=""txtsearchsnippet"">... דרך ת""א תחת שמירה מעולה). ימי דמים. — ליד <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו נרצהו ביריות מן המארב, האחיות חרחמניות מרתה ...</div>"
9	haretz19451211-01.1.4	11 December 1945	haretz	Page 4	"<div class=""txtsearchsnippet"">מחיפה מודיעים לנו, כי האגודד. המושל־ מית <b class=""highlightcolor"">בחיפה</b> קבלה תשובה מהמזכיר הראשי של הממשלה על מכתבה בענין ...</div>"
10	ahr19470715-01.1.3	15 July 1947	ahr	Page 3	"<div class=""txtsearchsnippet"">... בערב. ו, נכ נוקכ חור בקיר תור בקיר בית־הסוהר <b class=""highlightcolor"">בחיפה</b> נקב _בחווש מרץ תמיין טרסה, בן 19 מכפר _חאלסה, ...</div>"
11	haretz19451225-01.1.4	25 December 1945	haretz	Page 4	"<div class=""txtsearchsnippet"">השפת אפידה ממזודה בבית־העולים <b class=""highlightcolor"">בחיפה</b> נפלת תמונה, תעודת־מוות ע""ש רחל אופנבך, ומכתבים, , להחזיר ...</div>"
12	ahr19480504-01.1.3	4 May 1948	ahr	Page 3	"<div class=""txtsearchsnippet"">מנהלת העם מארגנת שירותי ממשלה <b class=""highlightcolor"">בחיפה</b></div>"
13	dav19480125-01.1.4	25 January 1948	dav	Page 4	"<div class=""txtsearchsnippet"">בבית החולים _הטפשלתי <b class=""highlightcolor"">בחיפה</b> _מתהלננים פור9ים חמושים כבתוך ש?ר. מ</div>"
14	hashaharerev19401227-01.1.1	27 December 1940	hashaharerev	Page 1	"<div class=""txtsearchsnippet"">... הפלאים ־המתרחשים רק לעתים רחוקות, נלקחו למחלקת היולדות של <b class=""highlightcolor"">בית־החולים הממשלתי</b> <b class=""highlightcolor"">בחיפה.</b> לשניהם גוסית שלמים ושום אבר אינו נעדר ...</div>"
15	ahr19470720-01.1.1	20 July 1947	ahr	Page 1	"<div class=""txtsearchsnippet"">... _^־ ‭% _SKSP_*‬ "" לראוה, לזמן קצר בבית מסחרי <b class=""highlightcolor"">בחיפה.</b> ‭1 _!‬ !_־_•‭\ Bt‬ • י המעוניינים ברכישתה או ...</div>"
16	ahr19440920-01.1.4	20 September 1944	ahr	Page 4	"<div class=""txtsearchsnippet"">מסעדת ש1יה <b class=""highlightcolor"">בחיפה</b> ירושלים, יום ג‭—. '‬ המסעדה הארצישראלית הראשונה ב n ...</div>"
17	hayomjlm19480426-01.1.1	26 April 1948	hayomjlm	Page 1	"<div class=""txtsearchsnippet"">מישטד עברי נכון <b class=""highlightcolor"">בחיפה</b></div>"
18	ahr19470930-01.1.4	30 September 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... כגורל הציד נות חחבית שפוצצה את בניין המשטרה המחוזית <b class=""highlightcolor"">בחיפה</b> טמנה גם מוקש לדגלי נציגיו המוכרים של העם היהודי ...</div>"
19	hayomjlm19480903-01.1.4	3 September 1948	hayomjlm	Page 4	"<div class=""txtsearchsnippet"">... השירות הרפואי לשעבר, ביניהם קצין הרפואה הראשי, ומנהלים את <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו המשמש בעיקר את שבויי המלחמה הערביים. המו״מ ...</div>"
20	hegeh19470212-01.1.1	12 February 1947	hegeh	Page 1	"<div class=""txtsearchsnippet"">... הצבור ?השתתף בהלויה. ב־l o לפני הצהרים נתאספו לפני <b class=""highlightcolor"">בית־החולים הממשלתי</b> בבת־גלים משלחות מטעם הסוכנות היהודית, הקהילה העברית <b class=""highlightcolor"">בחיפה,</b> ...</div>"
21	haretz19470423-01.1.6	23 April 1947	haretz	Page 6	"<div class=""txtsearchsnippet"">... של קדושי תרצ""ו—תרצ""ם. הלוית השלושה יצאה מחדר המתים של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בירושלים תחת משמר חזק ביותר של צבא ומשטרה, ...</div>"
22	haretz19430820-01.1.5	20 August 1943	haretz	Page 5	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בחיפה</b></div>"
23	haretz19460812-01.1.4	12 August 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">סוכלה התנפלות מזויינת על <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו</div>"
24	ahr19470416-01.1.1	16 April 1947	ahr	Page 1	"<div class=""txtsearchsnippet"">... היום אף-הם. בעוד נמשכת פעולת הגירוש ליוו המוני יהודים <b class=""highlightcolor"">בחיפה'</b> נרגשים ונסערים, את שני חללי ההעפלה שנפלו במאבק עם ...</div>"
25	dav19370618-01.1.19	18 June 1937	dav	Page 19	"<div class=""txtsearchsnippet"">סופרנו <b class=""highlightcolor"">בחיפה</b> מודיע: התחילו העבודות בבנין <b class=""highlightcolor"">בית־החולים הממשלתי</b> בבת גלים. העבודה ...</div>"
26	haretz19381223-01.1.1	23 December 1938	haretz	Page 1	"<div class=""txtsearchsnippet"">חנוכת <b class=""highlightcolor"">בית־החולים הממשלתי</b> <b class=""highlightcolor"">בחיפה</b></div>"
27	hmf19471210-01.1.1	10 December 1947	hmf	Page 1	"<div class=""txtsearchsnippet"">... בגיל עמידה, שנהרגו שלשום ביפו והובאו ל""הדםה"" תל־אביב מ־ <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו, זוהו אתמול. ואלה שמותיהם: צכי ליכד, בן ...</div>"
28	hmf19470516-01.1.7	16 May 1947	hmf	Page 7	"<div class=""txtsearchsnippet"">עכ אירין דן, רקס הריסון ולינדה דרנל בפעם הראשונה <b class=""highlightcolor"">בחיפה.</b> תרגום עברי בגוף הטרט. מכירת כרטיסים מוקדמת גם במשרד ...</div>"
29	ahr19480115-01.1.4	15 January 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... מאת: א) בא־כוח המשרד לחיסול מח3נימ בריטיים, במלון *סבוי־י' <b class=""highlightcolor"">בחיפה</b> בין השעות ‭No. 15 B. S. D. M. Salvage ...</div>"
30	ahr19470321-01.1.10	21 March 1947	ahr	Page 10	"<div class=""txtsearchsnippet"">... יום ר‭—. '. ‬ תערב בשעה ‭9. 20‬ נשמע <b class=""highlightcolor"">בחיפה</b> קול נפץ עו. נודע כי ההתפוצצות אירעה בהדר הכרמל ...</div>"
31	ahr19460616-01.1.4	16 June 1946	ahr	Page 4	"<div class=""txtsearchsnippet"">... איש עלו _לוו־ז־יה העזובה, כלל• העליות‭... ‬ מאת סופתו <b class=""highlightcolor"">בחיפה</b> היפה, שבת‭—. ‬ אל השכונה העזובה וורדיה, בין הדר־הכרמל ...</div>"
32	ahr19471106-01.1.3	6 November 1947	ahr	Page 3	"<div class=""txtsearchsnippet"">לרגל סדורים פנימיים במחלקה למכונות חקלאיות <b class=""highlightcolor"">בחיפה</b> תהיה המחלקה פתוחה לחברים החל מיום אי ‭9. 11. ...</div>"
33	ahr19431011-01.1.3	11 October 1943	ahr	Page 3	"<div class=""txtsearchsnippet"">התנגשות והפלה אמבולנס של <b class=""highlightcolor"">_בית־החולים הממשלתי</b> נתחלק והתנגש במכונית טאקסי. בהו־ רה שעמדה לשכור ...</div>"
34	dav19360616-01.1.4	16 June 1936	dav	Page 4	"<div class=""txtsearchsnippet"">... כך למעון התינוקות ברחוב בוגרשוב ‭. 16‬ נגלות הג'כוסלוואקית <b class=""highlightcolor"">בחיפה</b> 0נטונד גלאזאל, מנהל עניני הקונסוליה הצ'כופל, יבקית <b class=""highlightcolor"">בחיפה,</b> נתמנה ...</div>"
35	ahr19470722-01.1.4	22 July 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">חיילים ""ודים בשע!_ת־השצד <b class=""highlightcolor"">בחיפה</b> ערב־ גמעו!קשה חיפה, יום ב' — בליל העוצר נגיצא ...</div>"
36	ahr19470216-01.1.3	16 February 1947	ahr	Page 3	"<div class=""txtsearchsnippet"">... היפה על כית""ר ת "" ""א ‭2:12‬ התחרות התקיימה <b class=""highlightcolor"">בחיפה.</b> קברצח ‭., ‬מכבי"" זכתה _בנצחון מכריע על בית""ר. התחרות ...</div>"
37	ahr19470528-01.1.3	28 May 1947	ahr	Page 3	"<div class=""txtsearchsnippet"">הט_3ני83 _חע_31ר"" <b class=""highlightcolor"">בחיפה</b> הנהלת הטכניון מודיעה בזה על משרוח הוראה לקראת שנח ...</div>"
38	ahr19451102-01.1.8	2 November 1945	ahr	Page 8	"<div class=""txtsearchsnippet"">... ידידיהם ומכריהם לטכס נשיאיהם שיתקיים ביום ‭6, 'j‬ בנובמבר <b class=""highlightcolor"">בחיפה.</b> בקפוז , גינת־א!_רי. רח־ חיים בשעה 4 אוזהיצ _הדנומוז ...</div>"
