date	pub	page_id	verdict	hospital_mentions	towns_in_range	other_haifa_hospitals	found_by
1937-07-29	dav	dav19370729-01.2.76	haifa	1	haifa		maqaf
1937-08-04	haretz	haretz19370804-01.2.105	other	1	jerusalem		spelled
1937-08-08	dav	dav19370808-01.2.47.1	untowned	1			
1937-08-09	dav	dav19370809-01.2.21	haifa	3	haifa		
1937-08-09	dav	dav19370809-01.2.52	haifa	3	haifa		
1937-08-12	haretz	haretz19370812-01.2.32	mixed	2	haifa,tiberias	hadassah	
1937-08-17	haretz	haretz19370817-01.2.66	other	2	telaviv	hadassah	
1937-08-27	dav	dav19370827-01.2.34	untowned	1			
1937-08-30	haretz	haretz19370830-01.2.54	untowned	1			spelled
1937-09-05	dav	dav19370905-01.2.129	haifa	1	haifa		spelled
1937-09-05	dav	dav19370905-01.2.71	mixed	1	haifa,jaffa		spelled
1937-09-10	dav	dav19370910-01.2.77	other	4	jerusalem		spelled
1937-09-13	haretz	haretz19370913-01.2.67	haifa	1	haifa		
1937-09-16	haretz	haretz19370916-01.2.6	other	1	safed		spelled
1937-09-17	dav	dav19370917-01.2.43	mixed	1	haifa,telaviv		
1937-09-28	haretz	haretz19370928-01.2.2	other	1	jerusalem		
1937-09-30	dav	dav19370930-01.2.91	untowned	1			spelled
1937-10-03	dav	dav19371003-01.2.42	other	2	acre		spelled
1937-10-19	dav	dav19371019-01.2.47	no_hospital_term	0			spelled
1937-10-20	dav	dav19371020-01.2.49	untowned	1			
1937-10-22	yarden	yarden19371022-01.2.48	untowned	8			
1937-11-05	yarden	yarden19371105-01.2.3	other	1	jaffa		
1937-11-07	haretz	haretz19371107-01.2.1	haifa	1	haifa		
1937-11-08	haretz	haretz19371108-01.2.37	other	4	jerusalem	hadassah	
1937-11-11	haolam	haolam19371111-01.2.6	mixed	3	haifa,jaffa,jerusalem,telaviv		maqaf
1937-11-12	yarden	yarden19371112-01.2.36	untowned	5			
1937-11-15	ytlv	ytlv19371115-01.2.42	other	32	jaffa,jerusalem,telaviv	hadassah	abbreviated
1937-11-17	dav	dav19371117-01.2.67.2	haifa	1	haifa		abbreviated
1937-11-25	dav	dav19371125-01.2.41	haifa	8	haifa		
1937-11-25	haretz	haretz19371125-01.2.41	untowned	2			
1937-11-30	dav	dav19371130-01.2.8	other	4	jaffa,safed	hadassah	spelled
1937-12-05	itonmeyuhad	itonmeyuhad19371205-01.2.19	untowned	5			
1937-12-06	dav	dav19371206-01.2.33	haifa	3	haifa		
1937-12-09	dav	dav19371209-01.2.51	haifa	1	haifa		
1937-12-17	haretz	haretz19371217-01.2.82.1	untowned	1			
1937-12-20	dav	dav19371220-01.2.42	haifa	6	haifa		
1937-12-23	haolam	haolam19371223-01.2.9	mixed	4	haifa,jaffa,tiberias		
1937-12-23	haretz	haretz19371223-01.2.28	other	2	tiberias		
1937-12-24	dav	dav19371224-01.2.43	mixed	4	haifa,jaffa,telaviv		
1938-01-06	haretz	haretz19380106-01.2.29	other	5	telaviv	hadassah	
1938-01-07	haretz	haretz19380107-01.2.63.1	mixed	1	acre,haifa		
1938-01-10	dav	dav19380110-01.2.53	haifa	4	haifa		
1938-01-10	haretz	haretz19380110-01.2.43	mixed	2	haifa,jaffa		
1938-01-11	haretz	haretz19380111-01.2.74	other	1	jaffa		
1938-01-18	hbkr	hbkr19380118-01.2.1	no_hospital_term	0			
1938-01-20	haretz	haretz19380120-01.2.72.1	haifa	1	haifa		spelled
1938-01-21	dav	dav19380121-01.2.12	untowned	1			
1938-01-24	haretz	haretz19380124-01.2.25	mixed	12	haifa,jerusalem		
1938-01-26	dav	dav19380126-01.2.67	untowned	4			
1938-01-27	hbkr	hbkr19380127-01.2.13	other	1	safed		abbreviated
1938-01-28	hzh	hzh19380128-01.2.13	other	1	jerusalem		spelled
1938-01-28	hzh	hzh19380128-01.2.32	mixed	1	haifa,safed	hadassah	
1938-02-02	dav	dav19380202-01.2.49	other	5	jaffa,telaviv		maqaf
1938-02-03	dav	dav19380203-01.2.55	untowned	1			spelled
1938-02-03	dav	dav19380203-01.2.57	haifa	1	haifa		spelled
1938-02-03	dav	dav19380203-01.2.58	untowned	1			
1938-02-06	dav	dav19380206-01.2.94	haifa	2	haifa		
1938-02-07	hbkr	hbkr19380207-01.2.44	haifa	3	haifa		
1938-02-09	dav	dav19380209-01.2.82	haifa	2	haifa		spelled
1938-02-09	haretz	haretz19380209-01.2.57.5	untowned	4			
1938-02-10	haolam	haolam19380210-01.2.8	other	5	jaffa		spelled
1938-02-13	dav	dav19380213-01.2.58	untowned	1			
1938-02-20	dav	dav19380220-01.2.71	other	3	jerusalem		indefinite
1938-02-20	haretz	haretz19380220-01.2.42	mixed	2	haifa,telaviv		
1938-02-21	dav	dav19380221-01.2.46	haifa	3	haifa		spelled
1938-02-24	haolam	haolam19380224-01.2.1	untowned	1			
1938-02-25	hbkr	hbkr19380225-01.2.40	haifa	1	haifa		spelled
1938-02-27	hbkr	hbkr19380227-01.2.85	untowned	1			spelled
1938-03-03	haolam	haolam19380303-01.2.10	other	2	jerusalem,telaviv	hadassah	
1938-03-14	haretz	haretz19380314-01.2.19	untowned	1			
1938-03-14	hzh	hzh19380314-01.2.40	other	1	jaffa		
1938-03-15	hbkr	hbkr19380315-01.2.22	untowned	1			spelled
1938-03-16	haretz	haretz19380316-01.2.64	haifa	3	haifa		
1938-03-17	dav	dav19380317-01.2.52	haifa	1	haifa	hadassah	
1938-03-21	hzh	hzh19380321-01.2.31	mixed	1	haifa,jaffa	hadassah	
1938-03-23	dav	dav19380323-01.2.117	other	3	jerusalem		spelled
1938-03-27	dav	dav19380327-01.2.110	other	1	jaffa		spelled
1938-03-28	hbkr	hbkr19380328-01.2.3	haifa	1	haifa	hadassah	
1938-03-29	dav	dav19380329-01.2.2	mixed	2	haifa,safed	hadassah	spelled
1938-03-29	dav	dav19380329-01.2.71	other	1	safed		spelled
1938-03-29	haretz	haretz19380329-01.2.55	untowned	1			spelled
1938-03-31	dav	dav19380331-01.2.5	mixed	4	acre,haifa,safed	hadassah	
1938-04-01	dav	dav19380401-01.2.38	untowned	1			
1938-04-01	hbkr	hbkr19380401-01.2.11	untowned	2		hadassah	
1938-04-01	hbkr	hbkr19380401-01.2.8	untowned	1		hadassah	
1938-04-07	hbkr	hbkr19380407-01.2.108	mixed	3	haifa,jerusalem		
1938-04-07	kolisraeljlm	kolisraeljlm19380407-01.2.4	haifa	1	haifa		
1938-04-13	dav	dav19380413-01.2.45	haifa	1	haifa		spelled
1938-04-17	dav	dav19380417-01.2.7	other	3	jaffa		indefinite
1938-04-17	hbkr	hbkr19380417-01.2.8	haifa	5	haifa	hadassah	
1938-04-18	hbkr	hbkr19380418-01.2.2	mixed	1	haifa,telaviv		
1938-04-19	hbkr	hbkr19380419-01.2.69	other	1	acre,jaffa		maqaf
1938-04-25	hbkr	hbkr19380425-01.2.75	untowned	1			spelled
1938-05-03	hzh	hzh19380503-01.2.18	mixed	1	haifa,nazareth		
1938-05-05	hbkr	hbkr19380505-01.2.2	haifa	3	haifa	hadassah	
1938-05-05	hbkr	hbkr19380505-01.2.81	mixed	3	haifa,jaffa		
1938-05-08	haretz	haretz19380508-01.2.25	untowned	1			spelled
1938-05-10	hbkr	hbkr19380510-01.2.75	other	2	jaffa,jerusalem,telaviv	hadassah	
1938-05-11	hbkr	hbkr19380511-01.2.70	no_hospital_term	0			
1938-05-11	hbkr	hbkr19380511-01.2.71	untowned	1			abbreviated
1938-05-11	hzh	hzh19380511-01.2.43	untowned	1			spelled
1938-05-12	haolam	haolam19380512-01.2.5	mixed	3	haifa,safed,telaviv	hadassah	
1938-05-23	hbkr	hbkr19380523-01.2.10	untowned	1			
1938-05-30	hbkr	hbkr19380530-01.2.13	haifa	2	haifa		
1938-05-31	hbkr	hbkr19380531-01.2.70	untowned	2			
1938-05-31	hzh	hzh19380531-01.2.18	mixed	2	haifa,jerusalem		
1938-06-07	dav	dav19380607-01.2.5	other	2	jerusalem		spelled
1938-06-09	hbkr	hbkr19380609-01.2.73	mixed	1	haifa,jerusalem,telaviv		
1938-06-12	haretz	haretz19380612-01.2.38	mixed	2	haifa,tiberias	hadassah	
1938-06-13	dav	dav19380613-01.2.51	untowned	1			
1938-06-14	hzh	hzh19380614-01.2.44	other	3	jaffa,jerusalem		spelled
1938-06-17	haretz	haretz19380617-01.2.8	untowned	2			
1938-06-22	hbkr	hbkr19380622-01.2.11	other	1	jaffa,safed		
1938-06-22	hbkr	hbkr19380622-01.2.79	haifa	1	haifa		
1938-06-24	hbkr	hbkr19380624-01.2.50	haifa	2	haifa	hadassah	
1938-06-27	dav	dav19380627-01.2.7	mixed	1	haifa,jaffa		spelled
1938-06-27	dav	dav19380627-01.2.99	haifa	4	haifa		
1938-06-27	haretz	haretz19380627-01.2.1	mixed	1	haifa,nablus		maqaf
1938-06-28	hzh	hzh19380628-01.2.54	haifa	1	haifa		
1938-06-29	dav	dav19380629-01.2.104	other	3	telaviv	hadassah	
1938-07-01	haretz	haretz19380701-01.2.64	untowned	2			
1938-07-03	dav	dav19380703-01.2.60	untowned	3			
1938-07-03	haretz	haretz19380703-01.2.48	mixed	4	haifa,safed		
1938-07-03	haretz	haretz19380703-01.2.79	haifa	1	haifa	hadassah	
1938-07-04	dav	dav19380704-01.2.13	haifa	1	haifa		spelled
1938-07-05	dav	dav19380705-01.2.33	mixed	23	haifa,jaffa,jerusalem,safed,telaviv	hadassah	
1938-07-07	hbkr	hbkr19380707-01.2.5	mixed	9	haifa,jaffa	hadassah	
1938-07-17	haretz	haretz19380717-01.2.5	other	3	jerusalem		spelled
1938-07-19	haretz	haretz19380719-01.2.18	other	2	safed		spelled
1938-07-21	hbkr	hbkr19380721-01.2.88	mixed	2	acre,haifa		
1938-07-22	hbkr	hbkr19380722-01.2.2	untowned	1			
1938-07-24	haretz	haretz19380724-01.2.36	haifa	13	haifa	hadassah	
1938-07-26	hashaah	hashaah19380726-01.2.38	mixed	25	haifa,jaffa,jerusalem,telaviv	hadassah	
1938-08-02	haretz	haretz19380802-01.2.61	haifa	1	haifa		
1938-08-02	hbkr	hbkr19380802-01.2.12	mixed	3	haifa,jaffa,nazareth	hadassah	
1938-08-03	haretz	haretz19380803-01.2.4	haifa	2	haifa		spelled
1938-08-04	yomaneinharod	yomaneinharod19380804-01.2.3	untowned	1			
1938-08-08	dav	dav19380808-01.2.56	no_hospital_term	0			spelled
1938-08-08	hzh	hzh19380808-01.2.45	mixed	5	acre,haifa,jaffa,safed,tiberias	hadassah	spelled
1938-08-09	haretz	haretz19380809-01.2.38	untowned	2			
1938-08-09	haretz	haretz19380809-01.2.71	other	2	jerusalem	hadassah	
1938-08-09	hzh	hzh19380809-01.2.47	haifa	2	haifa	hadassah	
1938-08-12	dav	dav19380812-01.2.149	other	1	jaffa		spelled
1938-08-12	haretz	haretz19380812-01.2.13	other	1	nazareth		
1938-08-14	dav	dav19380814-01.2.100	other	1	jaffa		spelled
1938-08-14	dav	dav19380814-01.2.102	other	1	jaffa,nablus		spelled
1938-08-15	dav	dav19380815-01.2.88	untowned	1			
1938-08-16	hbkr	hbkr19380816-01.2.92	other	1	jerusalem		abbreviated
1938-08-18	kolisraeljlm	kolisraeljlm19380818-01.2.15	other	3	jaffa,nablus,telaviv		abbreviated
1938-08-19	hzh	hzh19380819-01.2.5	other	1	jaffa		spelled
1938-08-22	haretz	haretz19380822-01.2.71	other	4	jaffa,jerusalem		spelled
1938-08-25	hzh	hzh19380825-01.2.42	mixed	10	haifa,jaffa	hadassah	
1938-08-30	dav	dav19380830-01.2.97	untowned	1			spelled
1938-08-30	haretz	haretz19380830-01.2.2	haifa	1	haifa		
1938-08-30	hzh	hzh19380830-01.2.39	other	2	jerusalem	hadassah	
1938-09-01	kolisraeljlm	kolisraeljlm19380901-01.2.7	mixed	3	haifa,hebron,nazareth,tiberias		
1938-09-04	hbkr	hbkr19380904-01.2.54	mixed	1	haifa,jerusalem		
1938-09-07	turim	turim19380907-01.2.9	untowned	4			
1938-09-08	dav	dav19380908-01.2.10	other	1	jerusalem		spelled
1938-09-15	ytlv	ytlv19380915-01.2.38	untowned	2			
1938-09-15	ytlv	ytlv19380915-01.2.4	other	1	jaffa,tiberias		spelled
1938-09-17	hashaah	hashaah19380917-01.2.2	mixed	5	haifa,jaffa,jerusalem,telaviv	hadassah	
1938-09-21	dav	dav19380921-01.2.7	haifa	2	haifa	hadassah	
1938-09-21	haretz	haretz19380921-01.2.11	untowned	1			
1938-09-21	haretz	haretz19380921-01.2.7	other	3	jaffa,jerusalem	hadassah	
1938-09-22	hbkr	hbkr19380922-01.2.31	mixed	2	haifa,jerusalem	hadassah	
1938-09-25	dav	dav19380925-01.2.116.1	untowned	1			
1938-09-25	dav	dav19380925-01.2.85	mixed	3	haifa,telaviv		spelled
1938-09-25	haretz	haretz19380925-01.2.141	other	2	jaffa		
1938-09-25	hbkr	hbkr19380925-01.2.76	haifa	2	haifa		
1938-09-27	hashaah	hashaah19380927-01.2.9	other	1	jaffa		
1938-09-28	hbkr	hbkr19380928-01.2.57	other	1	jaffa,jerusalem		
1938-10-02	hzh	hzh19381002-01.2.44	other	1	tiberias	hadassah	
1938-10-03	haretz	haretz19381003-01.2.75	untowned	1			abbreviated
1938-10-06	haretz	haretz19381006-01.2.72	mixed	1	haifa,nazareth		
1938-10-07	dav	dav19381007-01.2.39	other	3	tiberias		spelled
1938-10-09	haretz	haretz19381009-01.2.57	other	2	telaviv		spelled
1938-10-12	hzh	hzh19381012-01.2.30	other	3	jaffa		spelled
1938-10-14	dav	dav19381014-01.2.88	untowned	2			
1938-10-14	hzh	hzh19381014-01.2.54	haifa	1	haifa	hadassah	
1938-10-18	dav	dav19381018-01.2.62	other	1	jerusalem		
1938-10-18	hbkr	hbkr19381018-01.2.10	other	1	jaffa,jerusalem,telaviv		spelled
1938-10-18	hbkr	hbkr19381018-01.2.75	other	2	jaffa,jerusalem	hadassah	spelled
1938-10-21	dav	dav19381021-01.2.58	haifa	2	haifa	hadassah	
1938-10-24	hbkr	hbkr19381024-01.2.78	no_hospital_term	0			
1938-10-25	dav	dav19381025-01.2.127	no_hospital_term	0			
1938-10-25	hzh	hzh19381025-01.2.10	untowned	1			maqaf
1938-10-30	hzh	hzh19381030-01.2.17	other	1	jerusalem		spelled
1938-10-31	dav	dav19381031-01.2.89.5	other	1	jerusalem		
1938-11-01	dav	dav19381101-01.2.100	other	1	nablus		spelled
1938-11-04	hbkr	hbkr19381104-01.2.55	haifa	1	haifa		maqaf
1938-11-06	hbkr	hbkr19381106-01.2.83	mixed	2	haifa,jaffa,nazareth		
1938-11-08	haretz	haretz19381108-01.2.1	other	1	gaza,jerusalem		spelled
1938-11-08	haretz	haretz19381108-01.2.63	untowned	2			
1938-11-09	dav	dav19381109-01.2.45	mixed	6	haifa,jaffa	hadassah	
1938-11-09	haretz	haretz19381109-01.2.47	no_hospital_term	0			
1938-11-09	hzh	hzh19381109-01.2.34	untowned	1		hadassah,rothschild	
1938-11-12	hashaah	hashaah19381112-01.2.26	other	2	nablus		spelled
1938-11-13	haretz	haretz19381113-01.2.34	untowned	2		hadassah	
1938-11-13	hzh	hzh19381113-01.2.50	untowned	5			spelled
1938-11-15	dav	dav19381115-01.2.90.1	mixed	1	haifa,telaviv		
1938-11-15	haretz	haretz19381115-01.2.27	untowned	1			
1938-11-15	hbkr	hbkr19381115-01.2.70	untowned	1			
1938-11-16	dav	dav19381116-01.2.14	other	1	jerusalem		spelled
1938-11-16	dav	dav19381116-01.2.35.2	haifa	2	haifa		spelled
1938-11-16	haretz	haretz19381116-01.2.37	other	8	jaffa		maqaf
1938-11-16	haretz	haretz19381116-01.2.38.1	haifa	2	haifa		spelled
1938-11-18	hbkr	hbkr19381118-01.2.28	haifa	2	haifa		spelled
1938-11-20	dav	dav19381120-01.2.83	untowned	1			
1938-11-21	hzh	hzh19381121-01.2.8	untowned	1			
1938-11-27	haretz	haretz19381127-01.2.24	haifa	11	haifa	hadassah	
1938-11-27	haretz	haretz19381127-01.2.46	other	3	jaffa		
1938-11-30	hzh	hzh19381130-01.2.49	no_hospital_term	0			
1938-12-04	dav	dav19381204-01.2.109	other	1	acre,jerusalem,telaviv		
1938-12-07	dav	dav19381207-01.2.108	untowned	3			
1938-12-08	dav	dav19381208-01.2.32	haifa	8	haifa		spelled
1938-12-08	dav	dav19381208-01.2.33	untowned	1			spelled
1938-12-08	ydv	ydv19381208-01.2.10	untowned	1			
1938-12-13	dav	dav19381213-01.2.18	haifa	2	haifa		
1938-12-14	dav	dav19381214-01.2.106	untowned	4		hadassah	
1938-12-16	dav	dav19381216-01.2.26	mixed	4	haifa,jaffa	hadassah	
1938-12-19	hbkr	hbkr19381219-01.2.12	haifa	2	haifa	hadassah	
1938-12-19	hzh	hzh19381219-01.2.10	no_hospital_term	0			maqaf
1938-12-20	dav	dav19381220-01.2.77	mixed	2	acre,haifa		spelled
1938-12-20	hbkr	hbkr19381220-01.2.60	other	2	jerusalem,telaviv	hadassah	
1938-12-22	dav	dav19381222-01.2.83	haifa	1	haifa		spelled
1938-12-22	haretz	haretz19381222-01.2.61	untowned	2			spelled
1938-12-22	hzh	hzh19381222-01.2.41	mixed	3	haifa,jaffa		
1938-12-23	dav	dav19381223-01.2.49	haifa	1	haifa	hadassah	
1938-12-23	dav	dav19381223-01.2.66	haifa	9	haifa		spelled
1938-12-23	haretz	haretz19381223-01.2.19	mixed	7	haifa,jaffa		spelled
1938-12-23	haretz	haretz19381223-01.2.5	mixed	4	acre,haifa		maqaf
1938-12-23	hbkr	hbkr19381223-01.2.57	haifa	3	haifa		spelled
1938-12-23	hzh	hzh19381223-01.2.47	mixed	5	haifa,jaffa		
1938-12-25	dav	dav19381225-01.2.114	other	3	gaza,jaffa,nablus,telaviv		spelled
1938-12-26	dav	dav19381226-01.2.11	mixed	2	haifa,jaffa		spelled
1938-12-26	hbkr	hbkr19381226-01.2.17	haifa	3	haifa	hadassah	
1938-12-27	dav	dav19381227-01.2.16	mixed	1	haifa,jaffa		spelled
1938-12-27	hbkr	hbkr19381227-01.2.16	haifa	1	haifa		
1938-12-27	hbkr	hbkr19381227-01.2.17	haifa	1	haifa		abbreviated
1938-12-27	hzh	hzh19381227-01.2.17	haifa	1	haifa		spelled
1938-12-28	haretz	haretz19381228-01.2.47	haifa	2	haifa		
1938-12-28	hbkr	hbkr19381228-01.2.20	other	1	jaffa,nablus		spelled
1938-12-28	hzh	hzh19381228-01.2.14	other	1	jaffa		spelled
1939-01-01	dav	dav19390101-01.2.7	no_hospital_term	0			
1939-01-02	dav	dav19390102-01.2.77	untowned	4		hadassah	
1939-01-02	hzh	hzh19390102-01.2.51	untowned	1			spelled
1939-01-05	haolam	haolam19390105-01.2.4	untowned	1			spelled
1939-01-06	dav	dav19390106-01.2.65	other	3	jaffa		spelled
1939-01-06	haretz	haretz19390106-01.2.33	other	1	jaffa		spelled
1939-01-10	hbkr	hbkr19390110-01.2.7	untowned	2		hadassah	
1939-01-10	hzh	hzh19390110-01.2.46	other	1	jerusalem		
1939-01-15	haretz	haretz19390115-01.2.32	other	12	jaffa	hadassah	spelled
1939-01-15	hbkr	hbkr19390115-01.2.10	mixed	1	haifa,tiberias		
1939-01-15	ytlv	ytlv19390115-01.2.10	mixed	5	haifa,jaffa		spelled
1939-01-15	ytlv	ytlv19390115-01.2.26	other	5	telaviv	hadassah	
1939-01-22	haretz	haretz19390122-01.2.2	mixed	5	acre,haifa,jaffa,nazareth,safed,tiberias	hadassah	
1939-01-22	hbkr	hbkr19390122-01.2.4	mixed	2	haifa,nazareth	hadassah	
1939-01-24	hzh	hzh19390124-01.2.58	untowned	1			spelled
1939-02-05	haretz	haretz19390205-01.2.31	other	1	jaffa		
1939-02-06	hbkr	hbkr19390206-01.2.84	untowned	1			
1939-02-07	hbkr	hbkr19390207-01.2.12	other	1	jaffa	english,hadassah	
1939-02-09	haretz	haretz19390209-01.2.14	untowned	1			maqaf
1939-02-15	ytlv	ytlv19390215-01.2.2	mixed	4	haifa,jaffa		
1939-02-16	hbkr	hbkr19390216-01.2.85	untowned	2			
1939-02-17	dav	dav19390217-01.2.7	haifa	1	haifa	hadassah	
1939-02-19	hashaah	hashaah19390219-01.2.70	untowned	2		hadassah	
1939-02-19	hzh	hzh19390219-01.2.24	other	1	jerusalem		spelled
1939-02-20	dav	dav19390220-01.2.4	untowned	1			
1939-02-20	hashaah	hashaah19390220-01.2.56	untowned	2		hadassah	
1939-02-21	hashaah	hashaah19390221-01.2.36	other	3	jaffa	hadassah	
1939-02-22	hzh	hzh19390222-01.2.3	haifa	2	haifa	hadassah	
1939-02-23	haretz	haretz19390223-01.2.45	untowned	1			
1939-02-27	hmf	hmf19390227-01.2.2	untowned	1			spelled
1939-03-01	hbkr	hbkr19390301-01.2.58.2	untowned	1			
1939-03-05	dav	dav19390305-01.2.13	other	1	jaffa		
1939-03-07	dav	dav19390307-01.2.3	other	4	safed	hadassah	spelled
1939-03-07	hbkr	hbkr19390307-01.2.8	other	4	safed		spelled
1939-03-10	hmf	hmf19390310-01.2.25	haifa	1	haifa		
1939-03-13	hzh	hzh19390313-01.2.2	haifa	2	haifa	hadassah	spelled
1939-03-14	dav	dav19390314-01.2.32	haifa	3	haifa		
1939-03-15	dav	dav19390315-01.2.55	other	1	jaffa,ramleh		
1939-03-15	hzh	hzh19390315-01.2.9	untowned	1		hadassah	
1939-03-16	haolam	haolam19390316-01.2.9	other	2	safed		abbreviated
1939-03-19	hmf	hmf19390319-01.2.22	mixed	2	haifa,telaviv		
1939-03-21	dav	dav19390321-01.2.45	no_hospital_term	0			
1939-03-23	dav	dav19390323-01.2.58.4	untowned	1		hadassah	
1939-03-23	hmf	hmf19390323-01.2.12	other	3	nablus,ramleh,telaviv		indefinite
1939-03-23	hzh	hzh19390323-01.2.10	other	10	telaviv		indefinite
1939-03-24	hbkr	hbkr19390324-01.2.45	other	1	jaffa		abbreviated
1939-03-29	hmf	hmf19390329-01.2.46	other	1	jerusalem		
1939-03-31	haretz	haretz19390331-01.2.35.1	untowned	1		hadassah	
1939-04-11	dav	dav19390411-01.2.7	no_hospital_term	0			
1939-04-16	hzh	hzh19390416-01.2.31	other	2	jaffa,jerusalem		
1939-04-16	ytlv	ytlv19390416-01.2.16	mixed	12	haifa,jaffa	hadassah	
1939-04-17	haretz	haretz19390417-01.2.20.1	other	1	jerusalem		
1939-04-17	hbkr	hbkr19390417-01.2.5	mixed	3	haifa,jaffa	hadassah	
1939-04-17	hmf	hmf19390417-01.2.22	other	2	jerusalem,safed		spelled
1939-04-19	dav	dav19390419-01.2.17	haifa	2	haifa		
1939-04-23	hbkr	hbkr19390423-01.2.10	haifa	1	haifa		
1939-04-23	hmf	hmf19390423-01.2.36	haifa	1	haifa		maqaf
1939-04-24	hzh	hzh19390424-01.2.1	other	1	jaffa	hadassah	
1939-04-26	hbkr	hbkr19390426-01.2.57	haifa	1	haifa	hadassah	
1939-04-27	hzh	hzh19390427-01.2.15	other	2	jaffa,nazareth		
1939-04-27	hzh	hzh19390427-01.2.47	untowned	9		hadassah	
1939-04-30	dav	dav19390430-01.2.77	haifa	3	haifa	hadassah	
1939-04-30	hbkr	hbkr19390430-01.2.32	haifa	4	haifa	hadassah	
1939-04-30	itonmeyuhad	itonmeyuhad19390430-01.2.13	other	4	jerusalem		spelled
1939-05-04	haolam	haolam19390504-01.2.9	untowned	3			
1939-05-05	hzh	hzh19390505-01.2.69	untowned	1			
1939-05-08	hbkr	hbkr19390508-01.2.57.1	untowned	3			
1939-05-08	hbkr	hbkr19390508-01.2.70	mixed	2	acre,haifa,safed		
1939-05-10	haretz	haretz19390510-01.2.58.1	other	1	telaviv		
1939-05-10	hmf	hmf19390510-01.2.27	haifa	2	haifa	hadassah	
1939-05-11	dav	dav19390511-01.2.43	other	2	jaffa		
1939-05-11	hbkr	hbkr19390511-01.2.98	mixed	1	acre,haifa		abbreviated
1939-05-19	haretz	haretz19390519-01.2.35	untowned	1		hadassah	
1939-05-21	hbkr	hbkr19390521-01.2.79	other	1	jerusalem	hadassah	
1939-05-22	dav	dav19390522-01.2.66	haifa	1	haifa	hadassah	
1939-05-25	dav	dav19390525-01.2.1	untowned	1			
1939-05-26	hbkr	hbkr19390526-01.2.66	other	1	safed		spelled
1939-05-31	dav	dav19390531-01.2.85	mixed	19	haifa,jaffa		
1939-05-31	hzh	hzh19390531-01.2.50	untowned	1			
1939-06-01	haretz	haretz19390601-01.2.20.1	other	1	jerusalem		
1939-06-05	dav	dav19390605-01.2.69	untowned	1			
1939-06-06	haretz	haretz19390606-01.2.26	mixed	1	acre,haifa		
1939-06-07	haretz	haretz19390607-01.2.46	haifa	1	haifa		
1939-06-13	hmf	hmf19390613-01.2.43	mixed	1	haifa,nazareth		
1939-06-14	hmf	hmf19390614-01.2.54	mixed	1	haifa,jerusalem		
1939-06-15	haolam	haolam19390615-01.2.8	other	1	jaffa,telaviv	hadassah	
1939-06-19	hashaah	hashaah19390619-01.2.4	haifa	4	haifa	hadassah	
1939-06-19	hmf	hmf19390619-01.2.2	mixed	2	haifa,safed,telaviv	english,hadassah	
1939-06-20	dav	dav19390620-01.2.4	mixed	3	haifa,safed		spelled
1939-06-20	dav	dav19390620-01.2.44	mixed	2	haifa,jaffa		spelled
1939-06-20	haretz	haretz19390620-01.2.48	untowned	3			spelled
1939-06-20	hbkr	hbkr19390620-01.2.18	untowned	2			spelled
1939-06-20	hbkr	hbkr19390620-01.2.28	mixed	2	haifa,jerusalem		
1939-06-20	hzh	hzh19390620-01.2.12	haifa	4	haifa	hadassah	spelled
1939-06-22	hbkr	hbkr19390622-01.2.85	untowned	2			spelled
1939-06-23	hbkr	hbkr19390623-01.2.53	haifa	2	haifa		
1939-06-25	omer	omer19390625-01.2.9	untowned	1			spelled
1939-06-27	hbkr	hbkr19390627-01.2.61	no_hospital_term	0			
1939-06-28	dav	dav19390628-01.2.16	haifa	5	haifa	rothschild	
1939-06-28	hmf	hmf19390628-01.2.39	haifa	5	haifa	rothschild	
1939-06-29	hbkr	hbkr19390629-01.2.45	haifa	2	haifa	rothschild	
1939-06-30	dav	dav19390630-01.2.46	other	2	nazareth,safed		maqaf
1939-06-30	dav	dav19390630-01.2.7	mixed	4	haifa,jaffa	hadassah	
1939-06-30	hbkr	hbkr19390630-01.2.5	haifa	2	haifa		
1939-07-03	hashaah	hashaah19390703-01.2.32	untowned	2			
1939-07-03	hzh	hzh19390703-01.2.13	mixed	3	haifa,telaviv	hadassah	
1939-07-04	hashaah	hashaah19390704-01.2.3	other	2	jaffa,jerusalem		spelled
1939-07-05	haretz	haretz19390705-01.2.68	untowned	1			spelled
1939-07-05	hbkr	hbkr19390705-01.2.9	untowned	1			
1939-07-10	haretz	haretz19390710-01.2.58	untowned	1			
1939-07-11	dav	dav19390711-01.2.106	mixed	2	haifa,nazareth		
1939-07-11	dav	dav19390711-01.2.80	untowned	1			
1939-07-11	dav	dav19390711-01.2.85	haifa	3	haifa		spelled
1939-07-12	dav	dav19390712-01.2.96	other	1	telaviv		
1939-07-13	hbkr	hbkr19390713-01.2.56	other	1	jaffa,safed		
1939-07-13	hbkr	hbkr19390713-01.2.71	mixed	1	haifa,safed		abbreviated
1939-07-16	haretz	haretz19390716-01.2.42	untowned	1			
1939-07-20	haolam	haolam19390720-01.2.9	mixed	1	haifa,nazareth		
1939-07-20	hbkr	hbkr19390720-01.2.10	haifa	3	haifa	hadassah	
1939-07-25	hashaah	hashaah19390725-01.2.46	haifa	1	haifa		
1939-07-25	hzh	hzh19390725-01.2.45	no_hospital_term	0			
1939-07-26	haretz	haretz19390726-01.2.86	haifa	1	haifa		
