n	id	date	publication	title	snippet
13	haretz19460505-01.2.25	5 May 1946	haretz	דיר ב.ניםנבוים—בן &#8237;60 &#8236;	"<div class=""txtsearchsnippet"">לרופא דייר ברוך נ־כנבוים מלאו ‭60‬ שנה. הישוב העברי <b class=""highlightcolor"">בחיפה</b> ללא הבדל של מעמד או מפלגה שולח לו את ...</div>"
14	hmf19450914-01.2.57	14 September 1945	hmf	"מ""מ הנציב העליון ממשיך ' מ יורו בחיפה"	"<div class=""txtsearchsnippet"">מ""מ הנציב העליון ממשיך ' מ יורו <b class=""highlightcolor"">בחיפה</b></div>"
15	hmf19480622-01.2.43	22 June 1948	hmf	הסידורים בבית החולים הממשלתי בחיפה	"<div class=""txtsearchsnippet"">הסידורים בבית החולים הממשלתי <b class=""highlightcolor"">בחיפה</b></div>"
16	haretz19480722-01.2.52	22 July 1948	haretz	שביתת־שבת בבית חולים	"<div class=""txtsearchsnippet"">כ־‭80‬ עובדים סבועיס של <b class=""highlightcolor"">ביה""ח</b> י רוטשילד <b class=""highlightcolor"">בחיפה,</b> מיסודה של הקהילה, ערכו אתמול שביתת ...</div>"
17	ahr19471106-01.2.61	6 November 1947	ahr	"אשמה בבדה כלפי ב""ת־החולים ה&#8237;»>1&#8236;שלתי מפי ש_1פט בחיפה"	"<div class=""txtsearchsnippet"">אשמה בבדה כלפי ב""ת־החולים ה‭»&gt;1‬שלתי מפי ש_1פט <b class=""highlightcolor"">בחיפה</b></div>"
18	hmf19470518-01.2.54	18 May 1947	hmf	פושה מסתורית של חפיפת תינוקת ערביה	"<div class=""txtsearchsnippet"">התינוקת שנעלמה בשבת שעברה מחדר הילדים של <b class=""highlightcolor"">ביה""ח</b> הממשלתי <b class=""highlightcolor"">בחיפה</b> נמצאה אתמול בריאה והוחזרה להוריה. התינוקת, שנולדה ...</div>"
19	hmf19440215-01.2.54	15 February 1944	hmf	חיפה	"<div class=""txtsearchsnippet"">... על הר הכרמל' - אלפי תלמידים, •מכל בתי הספר <b class=""highlightcolor"">בחיפה</b> והסביבה, בתוכם 30 תלמידים מעולי ""גיא ־ ‭, ""סה‬השתתפו ...</div>"
20	dhy19340522-01.2.31	22 May 1934	dhy	בחיפה	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בחיפה</b></div>"
21	hbkr19460901-01.2.33	1 September 1946	hbkr	"כל בית־אב - להשלמת לו* ם במצור"" """	"<div class=""txtsearchsnippet"">... יריות הצבא ביום העוצר השניפי בהיפה, עזב אתמול את <b class=""highlightcolor"">ביה""ח.</b> פקודת מעצר לשבועיים הוצאה נגד קברנימיהן ומלחיהן של אניות ...</div>"
22	hazmantlv19430811-01.2.44	11 August 1943	hazmantlv	JUD1I13I!	"<div class=""txtsearchsnippet"">... השוטר זאאל מוחמר סולימאן ומת בדרך אי כיד,""ח הממשלתי <b class=""highlightcolor"">בחיפה.</b> השוטר ה/׳¥י נפצע קל. ממכונית הצי, אשר ניזוקה לא ...</div>"
23	ahr19480209-01.2.63	9 February 1948	ahr	"&#8237;I_03Q nnB iT'SIO&#8236; מכותל1 ב""ת־־ווולים"	"<div class=""txtsearchsnippet"">3 פורעים נהרגו <b class=""highlightcolor"">בחיפה</b> בחילופי ידיות עם הח""לימ היפה, יום א‭—. '‬ אל ...</div>"
24	ahr19471103-01.2.51	3 November 1947	ahr	&#8237;ni mil &#8236;	"<div class=""txtsearchsnippet"">... הורג ילדה. — קיר בשבת בית, אחה שהתמוטט ""צ <b class=""highlightcolor"">בחיפה</b> ברחוב , פגע _צלח־א־דין במסעו דאוואר, י לדת בת ...</div>"
25	hbkr19410801-01.2.60	1 August 1941	hbkr	תקציבו החדש של ועד הקהלה בחיפה	"<div class=""txtsearchsnippet"">תקציבו החדש של ועד הקהלה <b class=""highlightcolor"">בחיפה</b></div>"
26	haretz19430414-01.2.32	14 April 1943	haretz	בחיפה	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בחיפה</b></div>"
27	dhy19331128-01.2.35	28 November 1933	dhy	Untitled	"<div class=""txtsearchsnippet"">מפעולות <b class=""highlightcolor"">ביה""ח</b> "" הדפה"" ‭? !‬ <b class=""highlightcolor"">בחיפה</b> דין. וחשבון של ביודהחוליס ...</div>"
28	hbkr19401212-01.2.49	12 December 1940	hbkr	השרות הרפואי לשעת חיררם	"<div class=""txtsearchsnippet"">... ד. א. . מזה ‭15‬ בת""א. !ו בירושלים ו־5 <b class=""highlightcolor"">בחיפה.</b> קרוב ל־(א‭10. 01‬ לא""י הושקעו בביצוע הסדורים הרפואיים האלה ...</div>"
29	hmf19470907-01.2.59	7 September 1947	hmf	חיפה	"<div class=""txtsearchsnippet"">השופט ארי קאול <b class=""highlightcolor"">בחיפה</b> הוציא אתמול פקודה למשטרה לאםור בכל מקום שיימצא את. ...</div>"
30	dhy19350903-01.2.84	3 September 1935	dhy	שביתת דמנימ בחיפה	"<div class=""txtsearchsnippet"">שביתת דמנימ <b class=""highlightcolor"">בחיפה</b></div>"
31	hmf19450719-01.2.33	19 July 1945	hmf	&#8237;_ .. &#8236;	"<div class=""txtsearchsnippet"">אלת המלחמהאריטוזה"" <b class=""highlightcolor"">בחיפה</b> אנית המלחמהאריטלזה ‭""""‬ הגיעה אתמול "" לנמל היפה, נסע ...</div>"
32	haretz19350703-01.2.88	3 July 1935	haretz	שאלת ההוספיטליזציה בישוב	"<div class=""txtsearchsnippet"">... התכנית מסכמת את ההצעות השונות להרחבת ההוס־ פיטליזציה בישוב: <b class=""highlightcolor"">ביה״ח</b> העירוני וביה״ח הממשלתי למחלות מדבקות בתל אביב, <b class=""highlightcolor"">ביה״ח</b> של ...</div>"
33	hmf19460722-01.2.63	22 July 1946	hmf	בית־חולים פרטי . גדול ומשוכלל יוקם בחיפה	"<div class=""txtsearchsnippet"">בית־חולים פרטי . גדול ומשוכלל יוקם <b class=""highlightcolor"">בחיפה</b></div>"
34	hmf19451226-01.2.47	26 December 1945	hmf	הממשלה דחתה תביעת הועה''ל	"<div class=""txtsearchsnippet"">... כלומר תוספת של 11 אלף לא""י. כן ר"" יכד <b class=""highlightcolor"">ביה""ח</b> בעמק, ו_^קבל 8000 לא""י . בית החולים ""הדסה"" _בירושלים, ...</div>"
35	hrt19481212-01.2.76	12 December 1948	hrt	&#8237;1^810811 &#8236;	"<div class=""txtsearchsnippet"">V תורנות בית מרקחת <b class=""highlightcolor"">בחיפה</b> המזרח — הרצי' ‭. 87‬ טל. ‭. 3511 ‬ ...</div>"
36	khm19481119-01.2.57	19 November 1948	khm	העלאת השכד תובע 0 עובדי ביהת' ר _miunnn בחיפה	"<div class=""txtsearchsnippet"">העלאת השכד תובע 0 עובדי ביהת' ר _miunnn <b class=""highlightcolor"">בחיפה</b></div>"
37	dhy19350905-01.2.100	5 September 1935	dhy	חיפה	"<div class=""txtsearchsnippet"">... באופן ק‭. ?‬המשטרה אסרה כ־20 איש והחחי?ה בחקירה. ע""י <b class=""highlightcolor"">ביה""ח</b> ובסביבה עומדת הכן כ?הזמן פלוגה ש?שוטרים ארציישרא־ יים _ובו־יטיים. ...</div>"
38	hmf19411030-01.2.22	30 October 1941	hmf	"ד""ש מאודיםה לפני כיבושה"	"<div class=""txtsearchsnippet"">יהודי הגר <b class=""highlightcolor"">בחיפה</b> קיבל בהתחלת השבוע מכתב מאחותו באודיםח. המכתב נכתב ב־18 ...</div>"
39	itonamami19480129-01.2.32	29 January 1948	itonamami	בחיפה	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בחיפה</b></div>"
40	hmf19450502-01.2.53	2 May 1945	hmf	zs פצועים בהתנגשות מכוניות ליד חיפה	"<div class=""txtsearchsnippet"">, בםעו מיגור לחגיגת א במאי <b class=""highlightcolor"">בחיפה</b></div>"
41	ahr19471207-01.2.46	7 December 1947	ahr	"'רות !הצתות בונוצ""ש בחיפה"	"<div class=""txtsearchsnippet"">'רות !הצתות בונוצ""ש <b class=""highlightcolor"">בחיפה</b></div>"
42	hmf19480101-01.2.22.1	1 January 1948	hmf	Page 1 Advertisements Column 1	"<div class=""txtsearchsnippet"">... ‭, 28‬נדצחה בנ־ סעד. יחד עם עובדים רפואיים מ־ <b class=""highlightcolor"">ביה""ח</b> ""הדסה"" בירושלים. _יופףז בבלי, בן ‭, 22‬מת מפצעיו שנפצע ...</div>"
43	haretz19440220-01.2.24	20 February 1944	haretz	לבטי אישפוז החולים היהודים י	"<div class=""txtsearchsnippet"">(מאת סופרנו <b class=""highlightcolor"">בחיפה)</b> !</div>"
44	hmf19470512-01.2.64	12 May 1947	hmf	"תינוקת נעלמה מביג""ח הממשלתי בחיפה"	"<div class=""txtsearchsnippet"">תינוקת נעלמה מביג""ח הממשלתי <b class=""highlightcolor"">בחיפה</b></div>"
45	hbkr19400509-01.2.66	9 May 1940	hbkr	Untitled	"<div class=""txtsearchsnippet"">גב' נ'יקובם מעיינת בפרטי כנץ <b class=""highlightcolor"">ביה""ח</b> רוטשילד בשהותה <b class=""highlightcolor"">בחיפה</b> קבלה הגב' רוזה ג'יקובס, סגן נשיאת ...</div>"
46	hegeh19461209-01.2.12	9 December 1946	hegeh	הוטב מצבו	"<div class=""txtsearchsnippet"">המעפיל עזריאל פרנקל שהועבר מאנית ""כנסת ישראל"" לבית-החולים הממשלתי <b class=""highlightcolor"">בחיפה</b> עומד לעזוב את <b class=""highlightcolor"">ביה״ח</b> ויועבר כנראה לעתלית.</div>"
47	hmf19461227-01.2.75	27 December 1946	hmf	"הלוואה לביה""ח רוטשילד בחיפה לאיזון התקציב"	"<div class=""txtsearchsnippet"">הלוואה לביה""ח רוטשילד <b class=""highlightcolor"">בחיפה</b> לאיזון התקציב</div>"
48	hmf19451225-01.2.49	25 December 1945	hmf	נהגים ערביים מתנכלים לשוות תחבווה עבר	"<div class=""txtsearchsnippet"">כידוע נתאחדו <b class=""highlightcolor"">בחיפה</b> שרויות האוטובו־ םים ""בת גלים"" עם ""חבר"" — כתוצאה ...</div>"
49	dav19371117-01.2.67.2	17 November 1937	dav	Page 5 Advertisements Column 2	"<div class=""txtsearchsnippet"">מנהלת סולל _בוגה חברי!בבנין <b class=""highlightcolor"">ביה""ח</b> הממשלתי <b class=""highlightcolor"">בחיפה</b></div>"
50	dav19480917-01.2.67	17 September 1948	dav	שר־הפנים לא אישר הצעת המופלגות והארגון להרחבת יועדה העירונית בחיפה	"<div class=""txtsearchsnippet"">שר־הפנים לא אישר הצעת המופלגות והארגון להרחבת יועדה העירונית <b class=""highlightcolor"">בחיפה</b></div>"
51	haretz19480209-01.2.44	9 February 1948	haretz	משלחת הצלב האדום מסיירת בחיפה	"<div class=""txtsearchsnippet"">משלחת הצלב האדום מסיירת <b class=""highlightcolor"">בחיפה</b></div>"
52	hmf19401031-01.2.42	31 October 1940	hmf	חיפה	"<div class=""txtsearchsnippet"">... רחוב נצרת. שניהם נפצעו קשה ומתו בביתי החולים' הממשלתי. <b class=""highlightcolor"">בחיפה.</b> עזבו את <b class=""highlightcolor"">ביה""ח</b> הדסה"" "" כל הפצועים, מלבד שנים, ...</div>"
53	hmf19430419-01.2.36	19 April 1943	hmf	גם בחיפה היהודית יגעים עניני הבריאות	"<div class=""txtsearchsnippet"">גם <b class=""highlightcolor"">בחיפה</b> היהודית יגעים עניני הבריאות</div>"
54	hzh19480620-01.2.35	20 June 1948	hzh	המצב בבית החרלים הממשלתי בחיפה	"<div class=""txtsearchsnippet"">המצב בבית החרלים הממשלתי <b class=""highlightcolor"">בחיפה</b></div>"
55	hmf19470810-01.2.74	10 August 1947	hmf	&#8237;_an11'fvn==&#8236;_־_113־&#8237;_^_s &#8236;	"<div class=""txtsearchsnippet"">— הםרג'נט ה. זקס, ממחלקת החקירות <b class=""highlightcolor"">בחיפה,</b> הועלה לדרגת ק_$ין החל מ־1 באוגוטט. — ד""ד אברמוביץ, ...</div>"
56	hzh19461206-01.2.71	6 December 1946	hzh	"ביה""ח במושבה הגרמנית"	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">ביה""ח</b> במושבה הגרמנית</div>"
57	hmf19460918-01.2.59	18 September 1946	hmf	חיפה	"<div class=""txtsearchsnippet"">... לאחיות מחר ב־‭5. 30‬ אחה""צ יתקיים בבנינו הישן של <b class=""highlightcolor"">ביה""ח</b> ""הדסה"" , ברח' שמריהו לדן, טפס פתיחת מחזור א' ...</div>"
58	hmf19480722-01.2.68	22 July 1948	hmf	"_שביתת־אזהרה בביה""מ רוטשילד בחיפה"	"<div class=""txtsearchsnippet"">_שביתת־אזהרה בביה""מ רוטשילד <b class=""highlightcolor"">בחיפה</b></div>"
59	mar19480311-01.2.13	11 March 1948	mar	מכונית ערבית ניסתה לפרוץ מחסום בחיפה	"<div class=""txtsearchsnippet"">מכונית ערבית ניסתה לפרוץ מחסום <b class=""highlightcolor"">בחיפה</b></div>"
60	hmf19480101-01.2.90	1 January 1948	hmf	יהודי נרצח ליד + כנסיה בחיפה	"<div class=""txtsearchsnippet"">יהודי נרצח ליד + כנסיה <b class=""highlightcolor"">בחיפה</b></div>"
61	hbkr19390629-01.2.45	29 June 1939	hbkr	"להקמת בית החולים ע""ש רוטשילד בחיפה"	"<div class=""txtsearchsnippet"">להקמת בית החולים ע""ש רוטשילד <b class=""highlightcolor"">בחיפה</b></div>"
62	hazmantlv19430812-01.2.52	12 August 1943	hazmantlv	wras	"<div class=""txtsearchsnippet"">... בגב לוסיה מראד מחיפה, שנפצעה קשה והר עברה אל <b class=""highlightcolor"">ביה״ח</b> הממשלתי <b class=""highlightcolor"">בחיפה.</b> בו ביום פגעה מכונית צבאית באשה אחרת ...</div>"
63	hmf19480115-01.2.48	15 January 1948	hmf	2 ההרוגים האלמונים בחיפה - זוהו כיהודים	"<div class=""txtsearchsnippet"">2 ההרוגים האלמונים <b class=""highlightcolor"">בחיפה</b> - זוהו כיהודים</div>"
64	hmf19470801-01.2.53	1 August 1947	hmf	ערבי נורה ליד רמת-יוחנן	"<div class=""txtsearchsnippet"">' בהודעה שנתפרסמה אתמול ע""י. <b class=""highlightcolor"">ביה""ח</b> הממשלתי <b class=""highlightcolor"">בחיפה</b> נמסר כי מחמוד מוחמד ?שחאדי בן 21 ...</div>"
65	dhy19300420-01.2.33	20 April 1930	dhy	Untitled	"<div class=""txtsearchsnippet"">... נ‭_''‬נרי־ . ־‭;"":‬אבה אטנה נהיית שי: נ גיעי הפרעות <b class=""highlightcolor"">בחיפה•</b> / כב!ו ו ן! !ג י""ד־ , הד;נקר _אתכיוצ ...</div>"
66	hmf19470507-01.2.52	7 May 1947	hmf	מכוניות שנשדדו	"<div class=""txtsearchsnippet"">... שלוש מכוניות צבאיות, בהן ג'יפ אחד, נמצאו אתמול עזובות <b class=""highlightcolor"">בחיפה</b> כשהן נושאות מספרים מזויפים. הנהג מאכס פרסט מתל־אביב מסר ...</div>"
67	haretz19450914-01.2.73	14 September 1945	haretz	"מביקורי מ""מ הנציב העליון"	"<div class=""txtsearchsnippet"">... מ. הנציב העליון ד. ' שאו בבית החולים רוטשילד <b class=""highlightcolor"">בחיפה,</b> בלוית מושל המחוז ה' לאו ופקיד המחוז ה' א. ...</div>"
68	ahr19471221-01.2.55	21 December 1947	ahr	נורה יהודיבחיפה כשהלך לגבות חוב בוערבי	"<div class=""txtsearchsnippet"">... בעברה ביום ו' ב־‭1. 40‬ אחה""צ כפינת הוהוברת הבורג'־םטאנטון <b class=""highlightcolor"">בחיפה.</b> שמירת ה""הגבה"" הרגברד, שם. הצתות בכיבוי חמש דליקות עסקו ...</div>"
69	dav19370506-01.2.56.4	6 May 1937	dav	Page 5 Advertisements Column 4	"<div class=""txtsearchsnippet"">הועד המנהל של <b class=""highlightcolor"">ביה""ח</b> העירוני הדסה"" בת""א "" מכריז על 3 משלות של ...</div>"
70	hmf19460614-01.2.68	14 June 1946	hmf	1_זי_5י>	"<div class=""txtsearchsnippet"">... משבץ לב ברחוב אהרן אלטשולר, בן ‭, 75‬מקרית אליהו <b class=""highlightcolor"">בחיפה,</b> מת אתמול משבץ לב בשעת לכתו ברחוב הרצל. גופתו ...</div>"
71	haretz19400129-01.2.18	29 January 1940	haretz	הכנות לבנץ בית־-החולים של קהלת חיפה	"<div class=""txtsearchsnippet"">... אגודת המהנדסים והאדריכאים אועד הבנין שא ביה""ה שא הקחאח <b class=""highlightcolor"">בחיפה</b> הסכים הועד אהכריז עא התחרות פומבית שא אדריכאים אתכנית ...</div>"
72	dav19331130-01.2.7	30 November 1933	dav	_*םתעל_*חוםר ענווה' בץ ערני א'	"<div class=""txtsearchsnippet"">... הערבים, נודע לנו- מספרים בטוחים על מצב ה&amp;_ועל הערבי <b class=""highlightcolor"">בחיפה.</b> עובדה־ היא ־שבימי השביתה הערבית, כשהו-כדחו הפועלים החורגים הלנים ...</div>"
73	mar19480309-01.2.30	9 March 1948	mar	ערביי חיפה מטכסים עצות נגד הנדחות ההמוניות	"<div class=""txtsearchsnippet"">להיום נועדה פגישה בין הועדה הלאומית <b class=""highlightcolor"">בחיפה</b> עם מפקד , הכנופיות : במקום, מחמד חמד' שבה ...</div>"
74	haretz19430628-01.2.38	28 June 1943	haretz	עוד מעט ^־ והעת היא לבנות! ו	"<div class=""txtsearchsnippet"">בתערובתהבנץ <b class=""highlightcolor"">בחיפה</b></div>"
75	ahr19480115-01.2.11	15 January 1948	ahr	שמונה הרוגים בחיפה מהתפוצצות במכונית	"<div class=""txtsearchsnippet"">שמונה הרוגים <b class=""highlightcolor"">בחיפה</b> מהתפוצצות במכונית</div>"
76	hmf19470812-01.2.64	12 August 1947	hmf	הורע מצב הצעיו שנפצע בהתפוצצות בחיפה	"<div class=""txtsearchsnippet"">הורע מצב הצעיו שנפצע בהתפוצצות <b class=""highlightcolor"">בחיפה</b></div>"
77	hmf19460203-01.2.51	3 February 1946	hmf	אם התאבדה לאחר שתינוקה נפל מזרועה וןהרג	"<div class=""txtsearchsnippet"">טרגדיה מחרידה <b class=""highlightcolor"">בחיפה</b></div>"
78	hmf19480212-01.2.70	12 February 1948	hmf	הודי הרוג בחיפה	"<div class=""txtsearchsnippet"">הודי הרוג <b class=""highlightcolor"">בחיפה</b></div>"
79	dav19320414-01.2.38	14 April 1932	dav	&#8237;/ 1 | 111. &#8236;	"<div class=""txtsearchsnippet"">... טיל פחות םזה של חו""ל ואפ כי ! ן <b class=""highlightcolor"">ביה""ח</b> אחראי לו למשך תקופח מסוימת. התכניו! 1 ? ־! ...</div>"
80	hmf19450731-01.2.54	31 July 1945	hmf	דויפה	"<div class=""txtsearchsnippet"">... המ'משלותוי. , ‭תרומות'.. ‬ חברה קדישא ועד חברה קדישא: <b class=""highlightcolor"">בחיפה</b> תרם 500 לוא""י לטובת <b class=""highlightcolor"">ביה""ח</b> . רוטושילד ו־250 לא""י ...</div>"
81	haretz19330703-01.2.26	3 July 1933	haretz	בחיפה	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בחיפה</b></div>"
82	itonamami19471126-01.2.26	26 November 1947	itonamami	□nי□ה	"<div class=""txtsearchsnippet"">... משרות הר-הכרמל ב-1 4 לח. ז., החלים ועזב את <b class=""highlightcolor"">ביה״ח</b> ״רוטשילד״ <b class=""highlightcolor"">בחיפה.</b> חוזרים ממפה שײרה שלישית של עולײרגל ממכה ...</div>"
83	dav19320620-01.2.11	20 June 1932	dav	אצל קו?הירח עלבהזחמטק	"<div class=""txtsearchsnippet"">... לצעדים שנעשו ע""י ג""ב חטשקים בעמק אצל שלטונות המחוז <b class=""highlightcolor"">בחיפה,</b> בקרו הד""ר א. _קצנל־ םון, חבר הנחלת הועד הלאומי‭-, ...</div>"
84	haretz19471231-01.2.68.3	31 December 1947	haretz	Page 5 Advertisements Column 3	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בחיפה</b> רבטחון העם"""" * דבמחונך! נפצעו ערכיפ שני פצועים ערבים ...</div>"
85	mar19480315-01.2.6	15 March 1948	mar	' הוד ' בכב י ש נ י ו - ח י פ ה גופת נמצאה ג	"<div class=""txtsearchsnippet"">לחדר המתים של <b class=""highlightcolor"">ביה''ח</b> רוטשילד הובאו הבוקר שתי גוויות של יהודים. אחד גבי ...</div>"
86	dhy19360326-01.2.40	26 March 1936	dhy	"העברת מפעלי ""הדסה* מעןן""ל"	"<div class=""txtsearchsnippet"">מצוקת בית החולים <b class=""highlightcolor"">בחיפה</b> (מישיבת ועד הבריאות לכנסת ישראל)</div>"
87	hmf19460626-01.2.53	26 June 1946	hmf	_ידושליס	"<div class=""txtsearchsnippet"">... 20‬מת""א, מפצועות ההתקפה על בתי המלאכה של מסילות הברזל <b class=""highlightcolor"">בחיפה,</b> עזבה אתמול את <b class=""highlightcolor"">ביה""ח</b> הממשלתי והועברה לבית הסוהר הארעי</div>"
88	hmf19471214-01.2.21	14 December 1947	hmf	"נורה ע""י&#8237;...&#8236;השומר שלו"	"<div class=""txtsearchsnippet"">... שדד ממנו 70 לא""י וברח. הנהג הובא אח""ב ל־ <b class=""highlightcolor"">ביה""ח</b> הצבאי <b class=""highlightcolor"">בחיפה</b> במצב קשה.</div>"
89	haretz19470810-01.2.44	10 August 1947	haretz	הכלל והפרט	"<div class=""txtsearchsnippet"">... לאחר קבלת רשיון כניסה פיוחד למחנות. בשבוע שעבר ביקר <b class=""highlightcolor"">בחיפה</b> סר י. פ. ברין, הנציג הפטחת של אוטסראליה בפזרח ...</div>"
90	haretz19390726-01.2.86	26 July 1939	haretz	לישוב העברי בחיפה!	"<div class=""txtsearchsnippet"">לישוב העברי <b class=""highlightcolor"">בחיפה!</b></div>"
91	hbkr19380802-01.2.12	2 August 1938	hbkr	שתי פצצות בהיפה	"<div class=""txtsearchsnippet"">... הועבר ע""י מכי- ' ניח הדואר שעברה במקום אל <b class=""highlightcolor"">ביה""ח</b> חממשלחי — ושני הפצועים האחרים נלקחו אל אותו בי""ח ...</div>"
92	hashaah19390725-01.2.46	25 July 1939	hashaah	לישוב העברי בחיפה!	"<div class=""txtsearchsnippet"">לישוב העברי <b class=""highlightcolor"">בחיפה!</b></div>"
93	haretz19421028-01.2.29.1	28 October 1942	haretz	Page 1 Advertisements Column 1	"<div class=""txtsearchsnippet"">... מ י טב ברכות י הם לועד הקהלה העברית <b class=""highlightcolor"">בחיפה</b> לחנוכת <b class=""highlightcolor"">ביה־ח</b> רוטשילד ע""י ה. מ. הנציב העליון !מב ...</div>"
94	haretz19450924-01.2.69	24 September 1945	haretz	הכלל והפרט	"<div class=""txtsearchsnippet"">... ללונדון בעניני החברה ונכנס לעבודתו במשרד הנהלת . פיק""א <b class=""highlightcolor"">בחיפה.</b> ר""ר באלה גאלו, תלמידו של פרופ' פראנקו מ""הדסה* נתמנה ...</div>"
95	haretz19450222-01.2.25	22 February 1945	haretz	"פולי&מ ו^יד הקהילה נחיפה ז3ל מ1וכת ביה""ח רוטשילד"	"<div class=""txtsearchsnippet"">פולי&amp;מ ו^יד הקהילה נחיפה ז3ל מ1וכת <b class=""highlightcolor"">ביה""ח</b> רוטשילד</div>"
96	hbkr19381227-01.2.16	27 December 1938	hbkr	שני עונים בחיפה זוהו כרוצחים	"<div class=""txtsearchsnippet"">שני עונים <b class=""highlightcolor"">בחיפה</b> זוהו כרוצחים</div>"
97	hmf19471020-01.2.67	20 October 1947	hmf	אסירים ערביים שוחררו בכוח מידי המשטרה	"<div class=""txtsearchsnippet"">... מחמוד עלי אסאווה, בן ‭, 66‬שהועבר במצב קל ל־ <b class=""highlightcolor"">ביה""ח</b> הממשלתי <b class=""highlightcolor"">בחיפה.</b></div>"
98	dav19370616-01.2.65	16 June 1937	dav	UNKNOWN	"<div class=""txtsearchsnippet"">... _"" תח""מ-רו* שטרנהל- מצהיי-בזה ששכרתי ביחד עם מר אמסטרדם <b class=""highlightcolor"">ביה""ח</b> 1 לאטריות וצנימים של האחים ביינל־ הנמצא _בחליםה, <b class=""highlightcolor"">בחיפה,</b> ...</div>"
99	haretz19310809-01.2.15	9 August 1931	haretz	אסון נורא בשפיר־;	"<div class=""txtsearchsnippet"">... דבקת פרנס ותהניכה הביבה יצתקי תובאו מיד באוטו ?הדסה"" <b class=""highlightcolor"">בחיפה</b> והשלישית הועברה <b class=""highlightcolor"">?ביה""ח</b> "" בזכרו! יעקב. הגב' פרנס מתה ...</div>"
