n	id	date	publication	title	snippet
1	dawar19300709-01.1.3	9 July 1930	dawar	Page 3	"<div class=""txtsearchsnippet"">... die Ausgaben für Gesundheit, Erziehung und Verwaltung produktiv. Ohne <b class=""highlightcolor"">Krankenhaus</b> und ohne Schule wird der jüdische Jischuw nicht erstehen ...</div>"
2	dawar19310401-01.1.8	1 April 1931	dawar	Page 8	"<div class=""txtsearchsnippet"">... In Tel-Awiw und Jerusalem nahm die Baubewegung zu. In <b class=""highlightcolor"">Haifa</b> und im Emek sind bei neuen Arbeiten, die mi ...</div>"
3	dawar19310121-01.1.4	21 January 1931	dawar	Page 4	"<div class=""txtsearchsnippet"">Das Tel-Awiwer <b class=""highlightcolor"">Krankenhaus.</b> — Die ägyptischen Zölle. — Forderung eines Moratoriums. — ...</div>"
4	dawar19300422-01.1.4	22 April 1930	dawar	Page 4	"<div class=""txtsearchsnippet"">STREIK IM <b class=""highlightcolor"">KRANKENHAUS</b> Im <b class=""highlightcolor"">Krankenhaus</b> ״Schaare-Zedek“ in Jerusalem haben die Krankenschwestern am ...</div>"
5	dawar19300424-01.1.3	24 April 1930	dawar	Page 3	"<div class=""txtsearchsnippet"">... an denjenigen Sabbaten, an denen sie nicht arbeiten, das <b class=""highlightcolor"">Krankenhaus</b> verlassen, sie fordern drittens das Recht, in ihrer Freizeit ...</div>"
6	dawar19310825-01.1.3	25 August 1931	dawar	Page 3	"<div class=""txtsearchsnippet"">... und Bau: 494 410 LP. (außer dem Hafenbau in <b class=""highlightcolor"">Haifa).</b> Mindestens 30 Proz. dieser Summe, etwa 150000LP. wurden als ...</div>"
7	dawar19310225-01.1.1	25 February 1931	dawar	Page 1	"<div class=""txtsearchsnippet"">... hat, verlangt die Regierung, entgegen den Abmachungen, daß das <b class=""highlightcolor"">Krankenhaus</b> nicht der Stadt, sondern der Hadassah unterstehen solle. Und ...</div>"
8	dawar19310225-01.1.4	25 February 1931	dawar	Page 4	"<div class=""txtsearchsnippet"">... keinen Anteil, von den Städten geben nur Tel-Awiw und <b class=""highlightcolor"">Haifa</b> kleinere Beiträge. Das Verhalten der Regierung kennzeichnen folgende Ziffern: ...</div>"
9	dawar19300709-01.1.4	9 July 1930	dawar	Page 4	"<div class=""txtsearchsnippet"">... verkauft, 61.239 qm. zum Preise von 14.056 L. in <b class=""highlightcolor"">Haifa.</b> Die Gesellschaft hat auch auf den städtischen Böden umfassende ...</div>"
10	dawar19310204-01.1.3	4 February 1931	dawar	Page 3	"<div class=""txtsearchsnippet"">... 100 Mil, in Tel Awiw 48°/ 0 und in <b class=""highlightcolor"">Haifa</b> ' nur 34%; unter den Hausbediensteten gibt es in ...</div>"
11	dawar19301203-01.1.3	3 December 1930	dawar	Page 3	"<div class=""txtsearchsnippet"">... zwischen der jüdischen und nichtjüdisehen Einwohnerschaft entspricht; auch in <b class=""highlightcolor"">Haifa</b> sind ein Drittel aller Ärzte Nichtjuden, obwohl man doch ...</div>"
12	dawar19300507-01.1.4	7 May 1930	dawar	Page 4	"<div class=""txtsearchsnippet"">Am 29. April wurde das Zentrale <b class=""highlightcolor"">Krankenhaus</b> der Kupat Cholim für das Emek Jisreel eröffnet Seine ...</div>"
13	dawar19300910-01.1.3	10 September 1930	dawar	Page 3	"<div class=""txtsearchsnippet"">Die amerikanische Delegation besuchte während ihres Aufenthaltes in <b class=""highlightcolor"">Haifa</b> den Klub der arabischen Arbeiter, den der Haifaer jüdische ...</div>"
14	dawar19310318-01.1.4	18 March 1931	dawar	Page 4	"<div class=""txtsearchsnippet"">... örtliche Verteilung der Streiks war folgende: Tel-Awiw 5300 Streiktage, <b class=""highlightcolor"">Haifa</b> 520, Jerusalem 469, Schardn 320, Ness Zionah 59. Rischon-le-Zion ...</div>"
15	dawar19300409-01.1.4	9 April 1930	dawar	Page 4	"<div class=""txtsearchsnippet"">... Arbeitgeber mehr und mehr freiwillig an den Krankenkassenbeiträgen. In <b class=""highlightcolor"">Haifa</b> fand eine Konferenz der KrankenkassenAerzte statt, an der sich ...</div>"
16	dawar19301231-01.1.4	31 December 1930	dawar	Page 4	"<div class=""txtsearchsnippet"">... in Jerusalem und Tel-Awiw, zum Teil auch noch in <b class=""highlightcolor"">Haifa</b> und Petach-Tikwah zu verteilen seien. Die Schwierigkeit bestehe darin, ...</div>"
17	dawar19310304-01.1.4	4 March 1931	dawar	Page 4	"<div class=""txtsearchsnippet"">... in diesem jahre fuhr man aus Jerusalem. Tel-Awiw. und <b class=""highlightcolor"">Haifa</b> nach Tiberi""s, und besuchte zunächst die Siedlungen der Umgegend. ...</div>"
