n	id	date	publication	title	snippet
1	difaa19380726-01.1.8	26 July 1938	difaa	Page 8	"<div class=""txtsearchsnippet"">اعتداء وحشى فى <b class=""highlightcolor"">حيفا</b> واستشهاد عشرات العرب</div>"
2	difaa19370912-01.1.3	12 September 1937	difaa	Page 3	"<div class=""txtsearchsnippet"">... ايلول - لمراسل الدفاع الخاص - سافر اليوم الى <b class=""highlightcolor"">حيفا</b> الاستاذ حسن افندي الكرمي والآنسة فائدة كريمة الشيخ حسام ...</div>"
3	difaa19401226-01.1.2	26 December 1940	difaa	Page 2	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> في ٢٥ ك ١ - لمراسل الدفاع الخاص - ...</div>"
4	difaa19360902-01.1.3	2 September 1936	difaa	Page 3	"<div class=""txtsearchsnippet"">... بعد ظهر البارحة عصابة مسلحة النار فى منطقة قرى <b class=""highlightcolor"">حيفا</b> على دورية من البوليس والجند وقد أجابت الدورية على ...</div>"
5	difaa19380810-01.1.4	10 August 1938	difaa	Page 4	"<div class=""txtsearchsnippet"">... وسط طريق السكة الحديدية القديمة على خط اللسد - <b class=""highlightcolor"">حيفا</b> من محطة اللد شمالا الى اقصى نقطة من حدود ...</div>"
6	difaa19370915-01.1.3	15 September 1937	difaa	Page 3	"<div class=""txtsearchsnippet"">... عموم مساهمي ركة الاتحاد العربي للسجاير والدخان حدودة في <b class=""highlightcolor"">حيفا</b> ان مجلس ادارة الشركة د قرر المطالبة بالقسط الثاني ...</div>"
7	difaa19380627-01.1.5	27 June 1938	difaa	Page 5	"<div class=""txtsearchsnippet"">... جريحاً من العائلتين بينهم اثنان جراحيها خطرة فنقلا الى <b class=""highlightcolor"">مستشفى الحكومة</b> بيافا . وذهبت الى القرية المذكورة قوة من ...</div>"
8	difaa19471225-01.1.4	25 December 1947	difaa	Page 4	"<div class=""txtsearchsnippet"">... قد عينت السيد محمد علي حسن قنصلا لها في <b class=""highlightcolor"">حيفا</b> تعيينات وترقيات و وقع قاضي القضاة على امر بانتداب ...</div>"
9	difaa19380729-01.1.4	29 July 1938	difaa	Page 4	"<div class=""txtsearchsnippet"">هل تسمح الحكومة لسكان <b class=""highlightcolor"">حيفا</b> بذلك</div>"
10	difaa19380805-01.1.5	5 August 1938	difaa	Page 5	"<div class=""txtsearchsnippet"">... عليها النار واصيب جندي بريطاني بجراح بليغه وجرح في <b class=""highlightcolor"">حيفا</b> بعد ظهر امس يهودي بنتيجة قذفه بالحجارة من قبل ...</div>"
11	difaa19380803-01.1.5	3 August 1938	difaa	Page 5	"<div class=""txtsearchsnippet"">لمنكوبي <b class=""highlightcolor"">حيفا</b> جاءنا مايلي : ورد الى صندوق الجنة الاسعاف التبرعات ...</div>"
12	difaa19370923-01.1.3	23 September 1937	difaa	Page 3	"<div class=""txtsearchsnippet"">... بروزوفسكي سنديك طابق افلاس محل سليم نصر الله خوري <b class=""highlightcolor"">حيفا</b></div>"
13	difaa19361018-01.1.4	18 October 1936	difaa	Page 4	"<div class=""txtsearchsnippet"">... الاسابيع المقبلة نقل طبيب عربي جاءنا من مراسلنا في <b class=""highlightcolor"">حيفا</b> : نقل الدكتور سعيد الدجاني احد اطباء <b class=""highlightcolor"">مستشفى الحكومة</b> ...</div>"
14	difaa19380331-01.1.5	31 March 1938	difaa	Page 5	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> في ٣٠ اذار - لمراسل الدفاع الخاص - تبادلت ...</div>"
15	difaa19371023-01.1.1	23 October 1937	difaa	Page 1	"<div class=""txtsearchsnippet"">... القدس ( وكالة ) * : تلفون ١٤١٣ في <b class=""highlightcolor"">حيفا</b></div>"
16	difaa19371216-01.1.5	16 December 1937	difaa	Page 5	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b></div>"
17	difaa19380708-01.1.4	8 July 1938	difaa	Page 4	"<div class=""txtsearchsnippet"">... للمحافظة على الامن وقد عقد اجتماع من حاكم لواء <b class=""highlightcolor"">حيفا</b> والعامرة ومدير البوليس وبعض كبار الموظفين لبحث حالة المدينة ...</div>"
18	difaa19471230-01.1.4	30 December 1947	difaa	Page 4	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> - ابحرت في الساعة الرابعة والنصف من صباح أمس ...</div>"
19	difaa19471209-01.1.4	9 December 1947	difaa	Page 4	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> - اصدرت المحكمة المركزية امس قرارا بمصادرة الباخرة الاميركية ...</div>"
20	difaa19380626-01.1.5	26 June 1938	difaa	Page 5	"<div class=""txtsearchsnippet"">... فراشه وقد امضى الاستاذ ربحي اكثر مدة اعتقاله في <b class=""highlightcolor"">مستشفى الحكومة</b> في <b class=""highlightcolor"">حيفا</b> . جلسة سريه تعقدها اللجنة الفنية ...</div>"
21	difaa19480130-01.1.4	30 January 1948	difaa	Page 4	"<div class=""txtsearchsnippet"">... بجراح مختلفة جراح احدهم خطرة نقلوا على أثرها الى <b class=""highlightcolor"">مستشفى الحكومة</b> بالرملة. مطاردة المعتدين وقامت على الاثر قوة من ...</div>"
22	difaa19480127-01.1.1	27 January 1948	difaa	Page 1	"<div class=""txtsearchsnippet"">... الجبالية وفرار متلصصين بالمنشية أمام المناضلين حوادث متفرقة في <b class=""highlightcolor"">حيفا</b> مهاجمة قطارات</div>"
23	difaa19370415-01.1.3	15 April 1937	difaa	Page 3	"<div class=""txtsearchsnippet"">... في صرف اجور العمال بين العرب واليهود في طريق <b class=""highlightcolor"">حيفا</b> - يافا . ا والآن نرى الذين يشتغلون في ...</div>"
24	difaa19471203-01.1.3	3 December 1947	difaa	Page 3	"<div class=""txtsearchsnippet"">... اخرى. - اعلان یافت نظر دافعي الضرائب البلدية في <b class=""highlightcolor"">حيفا</b> بادية <b class=""highlightcolor"">حيفا</b> الذين لم يسددوا الى الان ما يطلب ...</div>"
25	difaa19460813-01.1.2	13 August 1946	difaa	Page 2	"<div class=""txtsearchsnippet"">قوات عسكرية كبيرة في منطقة ميناء <b class=""highlightcolor"">حيفا</b></div>"
26	difaa19380713-01.1.1	13 July 1938	difaa	Page 1	"<div class=""txtsearchsnippet"">... ، وأنا أراد بيوت العرب طبعاً . فهذه حوادث <b class=""highlightcolor"">حيفا</b> ويافا والقدس الاخيرة، تلك المآسي والاعتداءات ، هل سمع ...</div>"
27	difaa19370815-01.1.7	15 August 1937	difaa	Page 7	"<div class=""txtsearchsnippet"">ـ <b class=""highlightcolor"">حيفا</b> في ١٤ آب - لمراسل الدفاع الخاص - قابل ...</div>"
