n	id	date	publication	title	snippet
16	hmf19420802-01.1.4	2 August 1942	hmf	Page 4	"<div class=""txtsearchsnippet"">המסיבה לחיילים הלאומיים <b class=""highlightcolor"">בחיפה</b> ביום רביעי ב־‭8. 30‬ בערב חתקימח המסיבה חראשונח לחיילים ...</div>"
17	hzh19480809-01.1.4	9 August 1948	hzh	Page 4	"<div class=""txtsearchsnippet"">... מדריכים המשתתפים בימי העיון במוסד ""אונים"" פטורים מהופיע !ו <b class=""highlightcolor"">בחיפה</b> והם מתבקשים להביא אתם את החומר הדרוש ל""אונים‭!!. ""‬ ...</div>"
18	tsohorayimhaifa19460221-01.1.1	21 February 1946	tsohorayimhaifa	Page 1	"<div class=""txtsearchsnippet"">... וחצי בערב פרצה דליקה במספנת ""עוגן"" שבאיזור הנמל ליד <b class=""highlightcolor"">בית החולים הממשלתי</b> אשר בקרבת בת גלים. תוך שעה וחצי ...</div>"
19	dav19480621-01.1.3	21 June 1948	dav	Page 3	"<div class=""txtsearchsnippet"">בית הספר עממי א' <b class=""highlightcolor"">בחיפה</b> _ההנהלה, חבר הפורים והעובדים למשפחת שבט תנחומים באבלבם הכבד ...</div>"
20	tsohorayimhaifa19460212-01.1.1	12 February 1946	tsohorayimhaifa	Page 1	"<div class=""txtsearchsnippet"">... צמיגים לדין אולם בית הדין של שופט השלום הראשי <b class=""highlightcolor"">בחיפה</b> דמה אתמול למחסן גדול של צמיגים. אלה היו הרכוש ...</div>"
21	yomyom19481124-01.1.1	24 November 1948	yomyom	Page 1	"<div class=""txtsearchsnippet"">... אתמול 4000 עולים מבולגאריה, ביקר שד העלייה בשדה התעופה <b class=""highlightcolor"">בחיפה</b> ונוכח כבואם של שני אווירונים ממינכן, שהביאו למעלה ממאה ...</div>"
22	haretz19480428-01.1.4	28 April 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">הופסקה הזרמת נפט גלמי מעיראק לבתי הדלוק <b class=""highlightcolor"">בחיפה</b></div>"
23	hzh19470119-01.1.4	19 January 1947	hzh	Page 4	"<div class=""txtsearchsnippet"">... הניידת ‭, :‬ערביות. הבניין _יסופח למחלקה הבריטית י של <b class=""highlightcolor"">בית החולים הממשלתי</b> ?הסמוך למגרש הרוסים‭.. ‬• אגף זה שיחובר ...</div>"
24	ytlv19440416-01.1.10	16 April 1944	ytlv	Page 10	"<div class=""txtsearchsnippet"">... בלבד, אף־על־פי שהיא מוציאה סכומים גדולים לחחזקת בתי־חולים משלה <b class=""highlightcolor"">בחיפה,</b> יפו, ירושלים ובערים אחרות. ראש העידיה מד י. רוקח ...</div>"
25	mivrak19480425-01.1.1	25 April 1948	mivrak	Page 1	"<div class=""txtsearchsnippet"">... בירושלים, הדגל של הצלב הבינלאומי יונף על בנינים אלה: <b class=""highlightcolor"">בית החולים הממשלתי,</b> בית החולים לתולדות, (בנין הקונסוליה הרוסית לשעבר) ...</div>"
26	ahr19471224-01.1.4	24 December 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... שנמשך שלוש שעות. נודע על שני פצועים מבין הכנופייה. <b class=""highlightcolor"">בחיפה</b> נורו במשך היום יריות במקומות שונים בעיר. על מכונית ...</div>"
27	hbkr19400807-01.1.1	7 August 1940	hbkr	Page 1	"<div class=""txtsearchsnippet"">. <b class=""highlightcolor"">בחיפה</b> בנוחכות בני המשפחה השכולה</div>"
28	khm19480504-01.1.4	4 May 1948	khm	Page 4	"<div class=""txtsearchsnippet"">... ""‬בהי־ !פה ההלו הקלגסיס בפיצוץ מהסוסים 'יהו - דים, <b class=""highlightcolor"">בחיפה</b> החלו יורים לכל עבר</div>"
29	ahr19470725-01.1.9	25 July 1947	ahr	Page 9	"<div class=""txtsearchsnippet"">... ובכוורמיים בין ""מכבי"" היפה לבין ""מכבי"" ת""א שנועדו לאתמול <b class=""highlightcolor"">בחיפה</b> _נידחו בגלל העוצר. התחרויות יצאו לפועל ב־10 לאוגוסט בבריכה ...</div>"
30	dav19340509-01.1.4	9 May 1934	dav	Page 4	"<div class=""txtsearchsnippet"">... בשם הנוער העובד. מזכירות הנוער ‭?1‬_ןןובו בית משפט -השלום <b class=""highlightcolor"">בחיפה</b> הודעה לנתבע מס' התיק 34־1624 למר יעקב דויטש _טנס־ציונח, ...</div>"
31	dav19381220-01.1.7	20 December 1938	dav	Page 7	"<div class=""txtsearchsnippet"">הנציב העליון <b class=""highlightcolor"">בחיפה</b> ביום ח י תיערך הפתיחה הרשמית של <b class=""highlightcolor"">בית החולים ...</b></div>"
32	kolisraeljlm19421105-01.1.2	5 November 1942	kolisraeljlm	Page 2	"<div class=""txtsearchsnippet"">השבוע גמלא שנה להוסד הארגון צעירי אגודת ישראל <b class=""highlightcolor"">בחיפה•</b> ראויה תנוע!"" זו שנקדיש לה כמה שורות ושניתן עליה ...</div>"
33	hegeh19440427-01.1.3	27 April 1944	hegeh	Page 3	"<div class=""txtsearchsnippet"">... יוג׳ין גוסנס. 5.55 חדשית. 8.00 תכנית ""כבקשתך"" מיוחדת לאחיות <b class=""highlightcolor"">בית החולים הממשלתי</b> <b class=""highlightcolor"">בחיפה.</b> 8.15 חדשות. 8.25 שיחה 'על מאירעות ...</div>"
34	haolam19380210-01.1.12	10 February 1938	haolam	Page 12	"<div class=""txtsearchsnippet"">... בשדה כיבוש עבודה עברית ביחוד בםיקטור הבנין הלא יהודי <b class=""highlightcolor"">בחיפה</b> ובסביבה נעשתה הודות לאיחוד שני המוסדות הקבלניים: ""המשרד הקבלני"" ...</div>"
35	dav19380203-01.1.5	3 February 1938	dav	Page 5	"<div class=""txtsearchsnippet"">... ארגון ה י בקל־ ית־חיים שנמסרו כו?_ן ?טחוסרי עבודה, <b class=""highlightcolor"">בית החולים הממשלתי</b> _ב־‭_75_%‬ וכעת _בבנין "" תנובה"" ב- ‭. ...</div>"
36	haretz19361023-01.1.7	23 October 1936	haretz	Page 7	"<div class=""txtsearchsnippet"">... העלית של הסוכנות. פתח מנהל לשכת ־השליה של הס-כ--נות <b class=""highlightcolor"">בחיפה</b> ה׳ א. דוסטרובסקי במלים קצרות על ערך המוסד .ופעולותיו ...</div>"
37	mar19480309-01.1.4	9 March 1948	mar	Page 4	"<div class=""txtsearchsnippet"">להיום נועדה פגישה בין הועדה הלאומית <b class=""highlightcolor"">בחיפה</b> עם מפקד , הכנופיות : במקום, מחמד חמד' שבה ...</div>"
38	hzh19380819-01.1.1	19 August 1938	hzh	Page 1	"<div class=""txtsearchsnippet"">נציגי היישוב <b class=""highlightcolor"">בחיפה</b> דורשים שיתו‭?!‬הנוער היהודי בהי _פושים‭-. ‬ ־ , פגישת ...</div>"
39	hbkr19381118-01.1.4	18 November 1938	hbkr	Page 4	"<div class=""txtsearchsnippet"">אקרה הכית בירושלים אשח ביחיימה <b class=""highlightcolor"">בחיפה</b> יעקב. סצאתי /1נ ^""ר^ £ "" / הנך עוד ...</div>"
40	mivrak19471229-01.1.1	29 December 1947	mivrak	Page 1	"<div class=""txtsearchsnippet"">... — המתוארים ביהודים בלבוש ערבי — ירו בו ליד <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים. הותקפו עובדי הכנה ""כדקליס"" ופקידי העיריה ...</div>"
41	hbkr19460619-01.1.1	19 June 1946	hbkr	Page 1	"<div class=""txtsearchsnippet"">11 ממחבלי הרכבת <b class=""highlightcolor"">בחיפה</b> נהרגו</div>"
42	hmf19480425-01.1.4	25 April 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">כל אזור ואדי ניםנס <b class=""highlightcolor"">בחיפה</b> נכבש ע''י אצ""ל המבצר שחלש על הדר הכרמל נכבש ...</div>"
43	hbkr19470518-01.1.4	18 May 1947	hbkr	Page 4	"<div class=""txtsearchsnippet"">... באופן מסתורי שעות אחדות אהר לידתה מבית החולים הממשלתי <b class=""highlightcolor"">בחיפה.</b> האם נמצאת עדיין בטיפול בבית החולים. התברר כי התינוקת ...</div>"
44	haretz19471022-01.1.5	22 October 1947	haretz	Page 5	"<div class=""txtsearchsnippet"">... הצעות אפשר לקבל לפי בקשה מאת מנהל המשק של <b class=""highlightcolor"">בית החולים הממשלתי</b> "" בתל־אביב י בין השעות ‭14. 00—8. ...</div>"
45	dhy19350308-01.1.4	8 March 1935	dhy	Page 4	"<div class=""txtsearchsnippet"">... כ _1 י םי : בתל אביב: בימ""םיבנה"" "" <b class=""highlightcolor"">בחיפה</b> ;בימ""מ ""עין הקורא‭"". ‬</div>"
46	haretz19380822-01.1.4	22 August 1938	haretz	Page 4	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בחיפה</b></div>"
47	hmf19420616-01.1.2	16 June 1942	hmf	Page 2	"<div class=""txtsearchsnippet"">במשך יותר מעשר שנים התנהלו פעולות ועד הקחלד, <b class=""highlightcolor"">בחיפה</b> בלי השתתפות באי־כוח התנועה הלאומית. ולא זו בלבד, המוסד ...</div>"
48	hzh19461115-01.1.8	15 November 1946	hzh	Page 8	"<div class=""txtsearchsnippet"">מועצת העדה הספרדית <b class=""highlightcolor"">בחיפה</b></div>"
49	haretz19380508-01.1.3	8 May 1938	haretz	Page 3	"<div class=""txtsearchsnippet"">המסחר והתעשיה <b class=""highlightcolor"">בחיפה</b> בשי 1937</div>"
50	hazmantlv19440131-01.1.4	31 January 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... מכתב ב״פאלסטיין פוסט"" הירושלמי מאת אשה אנגלית היד שבת <b class=""highlightcolor"">בחיפה,</b> והסוהה נמרצות נגד הפרסום הרב שניתן בעתונים כאילו מתוך ...</div>"
51	dav19370905-01.1.20	5 September 1937	dav	Page 20	"<div class=""txtsearchsnippet"">... במשך השנה. עוברי הים _כ־‭1600—1500‬ פועלים _עםוקיט היום בנמלים, <b class=""highlightcolor"">בחיפה</b> ובתל אביב. בענפי עבודה שונים, חוץ טבנין. פעולה זו ...</div>"
52	hzh19381113-01.1.5	13 November 1938	hzh	Page 5	"<div class=""txtsearchsnippet"">... מפורט ומתאים למצב ולתנאים של כל מקום ומקום לחוד. <b class=""highlightcolor"">בחיפה</b> שאינה עשירה ביותר בכחות ציבוריים לא נעשה בשטח ?תרבותי ...</div>"
53	dav19331020-01.1.5	20 October 1933	dav	Page 5	"<div class=""txtsearchsnippet"">... תעיר חוטים מארב. ב־1 אהה""צ סודר זבח על יד <b class=""highlightcolor"">בית־ החולים הממשלתי.</b> אחרי הסעודה החלו הנאומים. המופתי הצפתי הבטית ...</div>"
54	hashaah19381112-01.1.2	12 November 1938	hashaah	Page 2	"<div class=""txtsearchsnippet"">... שדליקה זו היתה הגדולה ביותר מכל עשרות הדליקות שפרצו <b class=""highlightcolor"">בחיפה</b> במשך השבועות האחרונים במקומות שונים בעיר. נזקיה של דליקה ...</div>"
55	haretz19331101-01.1.1	1 November 1933	haretz	Page 1	"<div class=""txtsearchsnippet"">... !1 6 לשלגרמות—הארץ' ת״« יי הסניף בירושלים - הסניף <b class=""highlightcolor"">בחיפה</b> - רהוב ימי, בית אמינוב. רזוו3 הנמל ביה מלוכד ...</div>"
56	hzh19460823-01.1.8	23 August 1946	hzh	Page 8	"<div class=""txtsearchsnippet"">אמקמ שוא בב_8נק נאמליע. <b class=""highlightcolor"">בחיפה</b></div>"
57	hmf19460409-01.1.4	9 April 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... בעיר ההרשמה: טוכנות א""י לתיירות ""‭, ""לבנון‬תל־אביב, הרצל 56 <b class=""highlightcolor"">בחיפה:</b> ""מקור הספר?הרצל 38 _בפתח־הקוה : מלון ""עדן"" ברמת־גן: בית ...</div>"
58	hmf19440220-01.1.4	20 February 1944	hmf	Page 4	"<div class=""txtsearchsnippet"">‭10600‬ לאיי - תקציב ועד החנון היהודי <b class=""highlightcolor"">בחיפה</b> בישיבת ועד החנוד היהודי <b class=""highlightcolor"">בחיפה</b> מסר היו""ר מר בינה ...</div>"
59	hmf19460716-01.1.4	16 July 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... קל כאשר התייצב במשטרת הר־הכרמל, הוא הועבר לביח""ח הממשלתי <b class=""highlightcolor"">בחיפה.</b> הודעת המשטרה אומרת: שלשום בשעה 11 בבוקר גילתה קבוצת</div>"
60	hzh19460904-01.1.4	4 September 1946	hzh	Page 4	"<div class=""txtsearchsnippet"">... שהשתתפו בהוצאת הגוויות מתחת להריסות וכן גם ?הרופא •של <b class=""highlightcolor"">בית החולים _הממשלתי</b> בירושלימ. ?• • מאת קרן 'היסוד עם ...</div>"
61	hzh19460815-01.1.1	15 August 1946	hzh	Page 1	"<div class=""txtsearchsnippet"">רננות בהלות 3 הסרבנות <b class=""highlightcolor"">בחיפה</b></div>"
62	hzh19480106-01.1.1	6 January 1948	hzh	Page 1	"<div class=""txtsearchsnippet"">הערבים עזבו את <b class=""highlightcolor"">בית החולים ‭'. :?. ‬הממשלתי</b> ‭.. ‬ הפקידים הערביים של ...</div>"
63	hazmantlv19440125-01.1.4	25 January 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">היום ייפתח <b class=""highlightcolor"">בית החולים הממשלתי</b> ״הירקון״ ע״י קבלת 40 חולים. כעבור זמן ...</div>"
64	dav19340618-01.1.5	18 June 1934	dav	Page 5	"<div class=""txtsearchsnippet"">... ביום ו' הו_^_ווטטו שני פועלים ערבים של חברת _קדמאן <b class=""highlightcolor"">בחיפה.</b> אחד רקד את השני והרגו במקום, ‭. -‬ השני ...</div>"
65	hmf19460213-01.1.4	13 February 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... בשעה' 7 בערך הרגישו שני שוטרים בריטיים שסיידו ליד <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון‭""""‬ במכונית קטנה נוסעת בכביש ואחריה מכונית ...</div>"
66	hzh19480829-01.1.4	29 August 1948	hzh	Page 4	"<div class=""txtsearchsnippet"">... נפש בעד היתר־ יציאה. נקבעו 5 מקומות־יציאה מהמדינה: הנמלים <b class=""highlightcolor"">בחיפה</b> ותל־אביב ושדות התעו־ פה <b class=""highlightcolor"">בחיפה,</b> עין־שמר ותל־אביב‭.. ‬ העובר ...</div>"
67	hzh19471116-01.1.4	16 November 1947	hzh	Page 4	"<div class=""txtsearchsnippet"">... בשכבו מתבוסס בדמו. השוטר השלישי הובא למחלקה הבריטית של <b class=""highlightcolor"">בית החולים הממשלתי</b> . מצבו אנוש. סבורים שהיריות נורו מפתה ...</div>"
68	hmf19480810-01.1.3	10 August 1948	hmf	Page 3	"<div class=""txtsearchsnippet"">... הלאה לעזרה לרבנות הראשית בסידור עניני הכשרות ועניני הדת. <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות מידבקות בפרדם כץ הוכשר כדין, ועכשיו ...</div>"
69	haretz19330802-01.1.4	2 August 1933	haretz	Page 4	"<div class=""txtsearchsnippet"">סופר ה״פלשתין״ <b class=""highlightcolor"">בחיפה</b> מודיע, כי 14 פועלים העובדים בתחנה הרביעית של הברת ...</div>"
70	hmf19411007-01.1.4	7 October 1941	hmf	Page 4	"<div class=""txtsearchsnippet"">... של עבודתו בא־ רץ שירת מ""מ זקן •השופטים החדש <b class=""highlightcolor"">בחיפה,</b> יפו, שכם וירושלים. בהזדפר גויות שונות היה תובע כללי ...</div>"
71	haretz19381009-01.1.7	9 October 1938	haretz	Page 7	"<div class=""txtsearchsnippet"">אהל'' <b class=""highlightcolor"">בחיפה</b> - בחול המועד סוכות "" ביום רביעי ‭12. 10‬ ...</div>"
72	haretz19380803-01.1.1	3 August 1938	haretz	Page 1	"<div class=""txtsearchsnippet"">פצצה למכובית־משא יהודית <b class=""highlightcolor"">בחיפה</b></div>"
73	dav19390620-01.1.1	20 June 1939	dav	Page 1	"<div class=""txtsearchsnippet"">... _נחיב־ה — לגורות הזעזועים איגוד תוצרת תאריו מודיע: חטיפקד <b class=""highlightcolor"">בחיפה</b> . נמשך. מחמת העוצר היתה העבודה אמש רק חלקית, ...</div>"
74	haretz19480224-01.1.4	24 February 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... נמשכת כלי הרף, נמסר לסופרנו אתמול ממקור יודע־דבר. בתי־הזיקוק <b class=""highlightcolor"">בחיפה</b> מסכימים לתת את כמות הדלק, שנתנו אשתקד והעיקר כיום ...</div>"
75	hmf19480428-01.1.4	28 April 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">נסגוה לפתע הקונסוליה הלבנונית <b class=""highlightcolor"">בחיפה</b></div>"
76	hzh19390901-01.1.4	1 September 1939	hzh	Page 4	"<div class=""txtsearchsnippet"">... הכתובת. של . מקום: ;המצאם ;לוועד . הקהילה־ העברית <b class=""highlightcolor"">בחיפה,</b> מרכז־ מסחרי' החדש, בית קניגשטיין, חדר ?מם' ‭, 12‬ה""ה: ...</div>"
77	hazmantlv19431229-01.1.4	29 December 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">המגביה ?יער רמת הכו-ט עד היום :ענו כי המיסדות <b class=""highlightcolor"">בחיפה</b> בעין יפה למגבית ימען נסיעת יער רמת הכובש ונתקבלו ...</div>"
78	hegeh19460813-01.1.1	13 August 1946	hegeh	Page 1	"<div class=""txtsearchsnippet"">... לירו#ללם: ,א־דיפעא"" מוסר, כי לאחך במיון ההתנפלות אתמול על <b class=""highlightcolor"">בית החולים הממשלתי</b> ב;פו, העברו שלשת הפצועים דרהודים לבית החולים ...</div>"
79	hegeh19460819-01.1.1	19 August 1946	hegeh	Page 1	"<div class=""txtsearchsnippet"">... הצעירים שנתפסו בשעת ההתקפה על בתי־ המלאכה של הרכבת <b class=""highlightcolor"">בחיפה.</b> מזכיר העיר, י. בדיבי, מסר לצעירים שכבר בבוקר‘נשלחו טלגרמות־מחאה ...</div>"
80	hmf19480509-01.1.4	9 May 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... קשר"" בארץ. "" הודעה לבעלי חנויות מכולת ובעלי מלאכה <b class=""highlightcolor"">בחיפה</b> הימים א‭, '‬ב‭, '‬ וג' ‭11—10—9)‬ במאי‭'(‬ נקבעו ע""י ...</div>"
81	hzh19471126-01.1.4	26 November 1947	hzh	Page 4	"<div class=""txtsearchsnippet"">לביקור הרב:הראשי י. א. אונטרמן <b class=""highlightcolor"">בחיפה</b> בידיעה שפורסמה בגליון אתמול חלו כמה שיבושים. מסיבת הכבוד ...</div>"
82	haolam19471016-01.1.16	16 October 1947	haolam	Page 16	"<div class=""txtsearchsnippet"">... מטפלות, כל החנויות — בתורות מוכרות. . עבודה !"" <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו מחנך אחיות לחולים. לשוא. שלש שגים ...</div>"
83	hbkr19410926-01.1.6	26 September 1941	hbkr	Page 6	"<div class=""txtsearchsnippet"">התכנ""ון העברי <b class=""highlightcolor"">בחיפה</b> מכין לא־נג'נרים בחינות המעבר. מועד ‭'3 ‬ יתחילו ביום ...</div>"
84	hmf19460812-01.1.4	12 August 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">משווי הסוכנות <b class=""highlightcolor"">בחיפה</b> נצטוו ושמית לצאת</div>"
85	haretz19470814-01.1.3	14 August 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... מחדר המתים של בית החולים העירוני לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, לאחר שותיק מוהלי תל־ אביב קבע ...</div>"
86	dav19480101-01.1.1	1 January 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... זועזעה לא רק נפשנו. אלא זועזע ;כ נוסח היינו <b class=""highlightcolor"">בחיפה.</b></div>"
87	hzh19480114-01.1.1	14 January 1948	hzh	Page 1	"<div class=""txtsearchsnippet"">... ופנתה לדרך עקיפין חזרה _אחר־כך למסלולה. ‭*;‬נמצאה גווייית אלמוני <b class=""highlightcolor"">בחיפה</b> גווייתו על ארס שטרם זוהה נמצאה אתמול</div>"
88	haretz19460919-01.1.4	19 September 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">... מרדכי הרשסק מבודאפשט, אשתו ו־7 ילדיו. החזן יתפלל כחגים <b class=""highlightcolor"">בחיפה.</b></div>"
89	hzh19390102-01.1.4	2 January 1939	hzh	Page 4	"<div class=""txtsearchsnippet"">... הבריטי ווילסון בשעה י שהוביל מכונית בכביש מרחצאות חייאט <b class=""highlightcolor"">בחיפה‭...</b> ‬ שני'בני. כנופיה נהרגו :אתמול, בשעה מוקדמת ' בבוקר, ...</div>"
90	hzh19390620-01.1.1	20 June 1939	hzh	Page 1	"<div class=""txtsearchsnippet"">... העומד להיוו ס ד ‭.. ‬על . הר. הכרמל <b class=""highlightcolor"">בחיפה‭..</b> ‬ המוסד הזה , אשר־ייפתח _־ כבר. בשנת. הלימודים:הקרובה‭. ...</div>"
91	hazmantlv19431118-01.1.4	18 November 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... מאסר. אקדח ו־6 כדורים כבוד השופט זאבי ביי תסימי <b class=""highlightcolor"">בחיפה</b> הוציא אחמול פקודת מעצר למשך 10 ימים נגד עבד ...</div>"
92	dav19361112-01.1.4	12 November 1936	dav	Page 4	"<div class=""txtsearchsnippet"">... ‬ _בירו־‭-::‬ם (קולנוע "" אריסו‭("";‬ ט""ז טבת‭50, ‬ בדצמבר. <b class=""highlightcolor"">בחיפה</b> (קולנוע "" אדמו‭("";‬ י""ז טבת, 31 בדצמבר. הגיעו לחיפה ...</div>"
93	dav19340903-01.1.4	3 September 1934	dav	Page 4	"<div class=""txtsearchsnippet"">הבתים נבנים בקרבת בית המשפט החדש <b class=""highlightcolor"">בחיפה</b> בסביבה יפה עם מראה נוף נהדר</div>"
94	dav19470819-01.1.4	19 August 1947	dav	Page 4	"<div class=""txtsearchsnippet"">... מוקפ בכוחות משית. ־ פיס של ביי העדה הספרדית <b class=""highlightcolor"">בחיפה-</b> ההוצאה לפועל — בידי ‭.. ‬סולל בו1ה‭. "" ‬</div>"
95	hbkr19390620-01.1.1	20 June 1939	hbkr	Page 1	"<div class=""txtsearchsnippet"">בוטל העוצר <b class=""highlightcolor"">בחיפה</b> והחיים שבו למסלולם</div>"
96	hzh19440507-01.1.3	7 May 1944	hzh	Page 3	"<div class=""txtsearchsnippet"">... כי בארץ יש רק שני בתי תולים פרטיים _: <b class=""highlightcolor"">בחיפה</b> ובת־ימ. השאר הם ‭', ‬גהה"" של קובה חולים של ...</div>"
97	ahr19460619-01.1.1	19 June 1946	ahr	Page 1	"<div class=""txtsearchsnippet"">... ''‬הס באו והוסיפו את ההכלה בכתי? המלאכה של הרכבת <b class=""highlightcolor"">בחיפה</b> ואת החטיפה בתל־אכיכ פעולה ?זו לא בועדה להפגין את ...</div>"
98	dav19380329-01.1.1	29 March 1938	dav	Page 1	"<div class=""txtsearchsnippet"">... ןאת ‭. 1‬הלר. את ההרוגים הובילו במכונית שנתקפה אל <b class=""highlightcolor"">בית החולים הממשלתי</b> -יעבו. הנה־ ? דוד טידז?י שנסע במכונית ...</div>"
99	hmf19471008-01.1.4	8 October 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... מודיע בזה למעונינים כי מנהל הבנק יענה למרשיו : <b class=""highlightcolor"">בחיפה</b> — ביום חמישי, 9 באוקטובר 1947 בשעות ‭12. 30—10‬ ...</div>"
100	hazmantlv19440427-01.1.3	27 April 1944	hazmantlv	Page 3	"<div class=""txtsearchsnippet"">שרות זה <b class=""highlightcolor"">בחיפה</b> כולל גרעין יסודי של 402 איש, המאורגנים ב־3 o ...</div>"
101	haretz19370318-01.1.9	18 March 1937	haretz	Page 9	"<div class=""txtsearchsnippet"">... בית אטינוב. תיבה דואר: 273. טלפון; 463. הטני ף <b class=""highlightcolor"">בחיפה:</b> מרכז מסחרי חדש, בית פלאפריק, ה. ד. .398, טלפון: ...</div>"
