n	id	date	publication	title	snippet
1	hegeh19410309-01.1.3	9 March 1941	hegeh	Page 3	"<div class=""txtsearchsnippet"">... מדי הם גם -מהחו gefordert w, ם ם לה. <b class=""highlightcolor"">בית החולים</b> העירוני נשאר בהקפו Umfang זה שנים אחדות ללא ...</div>"
2	hashaah19380726-01.1.2	26 July 1938	hashaah	Page 2	"<div class=""txtsearchsnippet"">... קרבנות שוא של אי־זהירות ת דעת! c במאורעות הדמים <b class=""highlightcolor"">בחיפה,</b> בהם מן הישוב היהודי 9 הרוגים וב־ וצועים, לא ...</div>"
3	hmf19400128-01.1.3	28 January 1940	hmf	Page 3	"<div class=""txtsearchsnippet"">... 1673‬נוסף על זד, גמצאו בבתי הולים ממשלתיים, כולל את <b class=""highlightcolor"">בית החולים</b> העירוני הדסה בתל־ אביב 909 מטות' יחד עם ...</div>"
4	ytlv19390416-01.1.20	16 April 1939	ytlv	Page 20	"<div class=""txtsearchsnippet"">... בערים הגדולות של ארצות הברית ובכמה מכרבי אירופה. ברשות <b class=""highlightcolor"">בית החולים</b> ימצאו כ־400 מילגרם דאדיום, מספר מספיק בשביל כל ...</div>"
5	dhy19360101-01.1.7	1 January 1936	dhy	Page 7	"<div class=""txtsearchsnippet"">... חבר• ושותף במצור. הגדולה הזאת של קיום נפשות מישחאל. <b class=""highlightcolor"">בית החולים</b> הצבות מגדול ""בקור חולים הוםפיטל"" בירושלים פונה בזד, ...</div>"
6	ytlv19440416-01.1.10	16 April 1944	ytlv	Page 10	"<div class=""txtsearchsnippet"">... בעבר נתקלה עירית תל־אביב בדרישותיה ממחלקת הבריאות הממשלתית בעניני <b class=""highlightcolor"">בית החולים</b> העירוני — כבקיר אטום. תקותנו, כי עם מנויו ...</div>"
7	dav19360401-01.1.11	1 April 1936	dav	Page 11	"<div class=""txtsearchsnippet"">... דת ‭,, ‬שט‭""!‬ הנמכרת בארץ, נמכרה ע""י הטשביו‭. ""‬הי־וונניה <b class=""highlightcolor"">בחיפה</b> — לפי "" דברי החי ענבי — מכרה בשנת ...</div>"
8	kolisraeljlm19420108-01.1.2	8 January 1942	kolisraeljlm	Page 2	"<div class=""txtsearchsnippet"">... הזאת. הוא רכש תיכף את המגרש, שעליו עומד כיום <b class=""highlightcolor"">בית החולים</b> הגדול ""שערי צדק"". אז ה •ה המקום הזה ...</div>"
9	hazmantlv19430913-01.1.4	13 September 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">לקראת פתיחת <b class=""highlightcolor"">בית החולים</b> למושבות</div>"
10	dav19461206-01.1.6	6 December 1946	dav	Page 6	"<div class=""txtsearchsnippet"">... ומן -עיר, פן השדה ומן הסדנה לחוג את חניכת <b class=""highlightcolor"">בית החולים</b> למושבות יהודה יחשדו?ליד פתח־תקוה. רבים מאלה של!יו באותו ...</div>"
