n	id	date	publication	title	snippet
1	falastin19380803-01.1.3	3 August 1938	falastin	Page 3	"<div class=""txtsearchsnippet"">رسالة <b class=""highlightcolor"">حيفا</b> التلفونية</div>"
2	falastin19310408-01.1.5	8 April 1931	falastin	Page 5	"<div class=""txtsearchsnippet"">... امس بالتلفون ما يأتي: مدير الامن العام يسافر الى <b class=""highlightcolor"">حيفا</b> سافر امس الى <b class=""highlightcolor"">حيفا</b> ، المستر مافر وكرداتو قومندان ...</div>"
3	falastin19380707-01.1.1	7 July 1938	falastin	Page 1	"<div class=""txtsearchsnippet"">... القدس وكالة جريدة «فلسطين» باب الجديد تلفون ۳۹۹۰ في <b class=""highlightcolor"">حيفا</b> وكالة جريدة «فلسطين» شارع النبي تلفون ۱۰۸۰</div>"
4	falastin19320204-01.1.7	4 February 1932	falastin	Page 7	"<div class=""txtsearchsnippet"">... فمؤلف من السيدين جميل نور وعبد الله وهيب ورفد <b class=""highlightcolor"">حيفا</b></div>"
5	falastin19320805-01.1.5	5 August 1932	falastin	Page 5	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> في ٤ آب لمراسل فلسطين الخاص سيعقد حزب الاستقلال ...</div>"
6	falastin19380708-01.1.3	8 July 1938	falastin	Page 3	"<div class=""txtsearchsnippet"">بقية حوادث <b class=""highlightcolor"">حيفا</b></div>"
7	falastin19341117-01.1.7	17 November 1934	falastin	Page 7	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> في ١٥ - ٢ -- لمراسلي فلسطين الخاص -- ...</div>"
8	falastin19310402-01.1.6	2 April 1931	falastin	Page 6	"<div class=""txtsearchsnippet"">رسالة <b class=""highlightcolor"">حيفا</b></div>"
9	falastin19331106-01.1.5	6 November 1933	falastin	Page 5	"<div class=""txtsearchsnippet"">... وكان في مقدمة المستقبلين وفد عن الجمعية الاسلامية في <b class=""highlightcolor"">حيفا</b> وما ان خرجوا من السجن حتى اخذ الجمهور يهتف ...</div>"
10	falastin19321109-01.1.7	9 November 1932	falastin	Page 7	"<div class=""txtsearchsnippet"">... وقد اصيبت شقيقته فاطمة مجراح بالغة أوجبت نقلها إلى <b class=""highlightcolor"">مستشفى الحكومة</b> واصيب ايضاً اربعة اشخاص آخرين بجروح مختلفة فاسرع ...</div>"
11	falastin19331030-01.1.2	30 October 1933	falastin	Page 2	"<div class=""txtsearchsnippet"">الحالة الحاضره فى <b class=""highlightcolor"">حيفا</b></div>"
12	falastin19310627-01.1.4	27 June 1931	falastin	Page 4	"<div class=""txtsearchsnippet"">رسالة <b class=""highlightcolor"">حيفا</b> رس</div>"
13	falastin19360829-01.1.5	29 August 1936	falastin	Page 5	"<div class=""txtsearchsnippet"">... رقم ٨ في وقته المعين من محطة الله قاصدا <b class=""highlightcolor"">حيفا</b> وسارت امامه ترولي دورية المحافظة عليه وما كادت الترولي ...</div>"
14	falastin19430829-01.1.2	29 August 1943	falastin	Page 2	"<div class=""txtsearchsnippet"">... يغادر المستشفى معافى يغادر السيد رشدي الشوارئيس بلدية غزة <b class=""highlightcolor"">مستشفى الحكومة</b> غداً (الاحد) بعد ان شفي تماما مما ألم ...</div>"
15	falastin19331105-01.1.7	5 November 1933	falastin	Page 7	"<div class=""txtsearchsnippet"">... قادرية من اهالي قرية ( البرج ) فنقل من <b class=""highlightcolor"">مستشفى الحكومة</b> الى لحرم الشريف حيث جرى غسله ثم صلى ...</div>"
16	falastin19321020-01.1.7	20 October 1932	falastin	Page 7	"<div class=""txtsearchsnippet"">... والمكانس وقد اصيب احدهم بجراح بالغة وجي به الى <b class=""highlightcolor"">مستشفى الحكومة</b></div>"
17	falastin19350921-01.1.7	21 September 1935	falastin	Page 7	"<div class=""txtsearchsnippet"">رسالة <b class=""highlightcolor"">حيفا</b></div>"
18	falastin19350510-01.1.7	10 May 1935	falastin	Page 7	"<div class=""txtsearchsnippet"">عمال المحاجر فى <b class=""highlightcolor"">حيفا</b></div>"
19	falastin19380709-01.1.2	9 July 1938	falastin	Page 2	"<div class=""txtsearchsnippet"">... ضخمه اخبار تقوية الجيش و ارسال سفن حربية إلى <b class=""highlightcolor"">حيفا</b> وقالت الديلي تلغراف ( لا يمكن القول ان الحاله ...</div>"
20	falastin19351017-01.1.7	17 October 1935	falastin	Page 7	"<div class=""txtsearchsnippet"">... الظلمت وتقلبها نهاراً وقد اعتاد الاسطول الراسي في ميناء <b class=""highlightcolor"">حيفا</b> على ارسال هذه الانوار اثناء التمرينات والمناورات التي يقوم ...</div>"
21	falastin19320819-01.1.8	19 August 1932	falastin	Page 8	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> في ۱۸ آب - لمراسل فلسطين الخاص زار بعد ...</div>"
22	falastin19340808-01.1.4	8 August 1934	falastin	Page 4	"<div class=""txtsearchsnippet"">حوادث تنتهى بموت او جرح خطر <b class=""highlightcolor"">حيفا</b> ٧ آب لمراسل فلسطين الخاص - وجد عبد الله ...</div>"
23	falastin19340617-01.1.7	17 June 1934	falastin	Page 7	"<div class=""txtsearchsnippet"">... البوليس اسحق سبو سفنه رقم ٢١٩ فنقل حالا الى <b class=""highlightcolor"">مستشفى الحكومة</b> حيث اجريت له عمليه جراحية لكنه توفي في ...</div>"
24	falastin19380720-01.1.3	20 July 1938	falastin	Page 3	"<div class=""txtsearchsnippet"">... ١٩ تموز - لمراسل فلسطين الخاص - فحص في <b class=""highlightcolor"">مستشفى الحكومة</b> ثلاثة من اليهود الذين سيحاكمون امام المحكمة العسكرية ...</div>"
25	falastin19330203-01.1.5	3 February 1933	falastin	Page 5	"<div class=""txtsearchsnippet"">... جمح به فقضى نحبه في الحال قضية مهندس بلدية <b class=""highlightcolor"">حيفا</b> في الاستئناف القدس في ٢ شباط لمراسل فلسطين الخاص ...</div>"
26	falastin19330210-01.1.5	10 February 1933	falastin	Page 5	"<div class=""txtsearchsnippet"">... فلسطين الخاص- يسافر فخامة المندوب السامى غداً صباحا الى <b class=""highlightcolor"">حيفا</b> بالطيارة ومنها يستأنف السفر الى عكا فزور المحطة الزراعية ...</div>"
27	falastin19430916-01.1.3	16 September 1943	falastin	Page 3	"<div class=""txtsearchsnippet"">... ٣٦ الف جنيه للواء غزة و ٢٣ الفا للواء <b class=""highlightcolor"">حيفا</b> و ١٣ الف جنيه لاصحاب البيارات في القدس</div>"
28	falastin19441202-01.1.3	2 December 1944	falastin	Page 3	"<div class=""txtsearchsnippet"">... مفتشا المركز وشرعت في التحقيق وقلت جثة القتيل إلى <b class=""highlightcolor"">مستشفى الحكومة</b> حيث صدر الاسم بالتشريح والدفن</div>"
