n	id	date	publication	title	snippet
1	pls19391008-01.2.18	8 October 1939	pls	ACCIDENTS AT HAIFA AND ACRE ONE MAN INJUREDRY ; CAR ANOTHER BURNT	"<div class=""txtsearchsnippet"">ACCIDENTS AT <b class=""highlightcolor"">HAIFA</b> AND ACRE ONE MAN INJUREDRY ; CAR ANOTHER BURNT</div>"
2	pls19381111-01.2.11.1	11 November 1938	pls	Page 2 Advertisements Column 1	"<div class=""txtsearchsnippet"">... WERE CARRIED OUT BY A . WOLFMANN FACTORY : <b class=""highlightcolor"">HAIFA</b> BAY TEL . 7118 <b class=""highlightcolor"">Haifa</b> Office : PALAFRIC BUILDING ...</div>"
3	pls19380410-01.2.20	10 April 1938	pls	FUNERAL OF BRITISH CONSTABLE IN HAIFA DEATH FROM TTJRERCULOSFS	"<div class=""txtsearchsnippet"">FUNERAL OF BRITISH CONSTABLE IN <b class=""highlightcolor"">HAIFA</b> DEATH FROM TTJRERCULOSFS</div>"
4	pls19380419-01.2.14	19 April 1938	pls	' ¦ OLTCE INVESTIGATING HAIFA BOMB CASE SECOND CHRISTIAN VICTIM Sl ' iXTMRS TO _WOFNDS	"<div class=""txtsearchsnippet"">¦ OLTCE INVESTIGATING <b class=""highlightcolor"">HAIFA</b> BOMB CASE SECOND CHRISTIAN VICTIM Sl iXTMRS TO _WOFNDS</div>"
5	pls19341219-01.2.36	19 December 1934	pls	UNKNOWN	"<div class=""txtsearchsnippet"">... was found unconscious near the Shell Company bridge at <b class=""highlightcolor"">Haifa</b> a few days ago , died yesterday in <b class=""highlightcolor"">Government ...</b></div>"
6	pls19330205-01.2.35	5 February 1933	pls	STOP PRESS Biscuit Strike Settled	"<div class=""txtsearchsnippet"">... arrests and sentences for oicketing . NEW ARTERY IN <b class=""highlightcolor"">HAIFA</b></div>"
7	pls19381111-01.2.9	11 November 1938	pls	THE WOOIIWORK	"<div class=""txtsearchsnippet"">Factory : <b class=""highlightcolor"">HAIFA</b> BAY 7157</div>"
8	pls19340125-01.2.78	25 January 1934	pls	The Department Of Health In Haifa	"<div class=""txtsearchsnippet"">The Department Of Health In <b class=""highlightcolor"">Haifa</b></div>"
9	pls19340123-01.2.70	23 January 1934	pls	The Department Of Health In Haifa	"<div class=""txtsearchsnippet"">The Department Of Health In <b class=""highlightcolor"">Haifa</b></div>"
10	pls19340121-01.2.76	21 January 1934	pls	The Department Of Health In Haifa reby s _* ives notice that a Four-Wheeled Cart	"<div class=""txtsearchsnippet"">The Department Of Health In <b class=""highlightcolor"">Haifa</b> reby s _* ives notice that a Four-Wheeled Cart</div>"
