n	id	date	publication	title	snippet
1	dav19381116-01.2.35.2	16 November 1938	dav	Page 3 Advertisements Column 2	"<div class=""txtsearchsnippet"">גומי לרצפות בבית <b class=""highlightcolor"">החולים</b> <b class=""highlightcolor"">הממשלתי</b> <b class=""highlightcolor"">בחיפה</b></div>"
2	haretz19420619-01.2.60	19 June 1942	haretz	המלחמה במהלת הטיפוס בהיפה	"<div class=""txtsearchsnippet"">בימים האחרונים אירעו <b class=""highlightcolor"">בחיפה</b> כמה מקרים של טיפוס הבטן, ביחוד בגבולות הדר הכרמל ...</div>"
3	dav19381222-01.2.83	22 December 1938	dav	הנציב העליון בחיפה	"<div class=""txtsearchsnippet"">הנציב העליון <b class=""highlightcolor"">בחיפה</b></div>"
4	dav19420622-01.2.22	22 June 1942	dav	מה לעשות בשוה _הנראות בחיפה	"<div class=""txtsearchsnippet"">מה לעשות בשוה _הנראות <b class=""highlightcolor"">בחיפה</b></div>"
5	dav19390109-01.2.60	9 January 1939	dav	? פתיחת נ י ת החולם הממשלתי החדש	"<div class=""txtsearchsnippet"">? פתיחת נ י ת החולם <b class=""highlightcolor"">הממשלתי</b> <b class=""highlightcolor"">החדש</b></div>"
6	dav19381223-01.2.66	23 December 1938	dav	נפתח נית־החולים הממשלתי החוש בחיפה	"<div class=""txtsearchsnippet"">נפתח נית־החולים <b class=""highlightcolor"">הממשלתי</b> החוש <b class=""highlightcolor"">בחיפה</b></div>"
7	hbkr19390814-01.2.45	14 August 1939	hbkr	הנסיעות להתגוננות אויוית בחיפה	"<div class=""txtsearchsnippet"">הנסיעות להתגוננות אויוית <b class=""highlightcolor"">בחיפה</b></div>"
8	hbkr19390926-01.2.7	26 September 1939	hbkr	2 שוטרים בריטים ד2 ערבים נהרגו	"<div class=""txtsearchsnippet"">מידיות שניתנו עליהם ליד <b class=""highlightcolor"">בית</b> שאן־עוד שוטר ערבי נפצע קשה</div>"
9	hbkr19400307-01.2.7	7 March 1940	hbkr	הלוית ליפא ליפשיץ 1	"<div class=""txtsearchsnippet"">... האחרונה את הצעיר ליפמן ליפשיץ ז""ל. שמת מפצעיו בבית <b class=""highlightcolor"">החולים</b> <b class=""highlightcolor"">הממשלתי</b> <b class=""highlightcolor"">בחיפה</b> אור ליום די. מאז הבוקר הודבקו מטעם ...</div>"
10	hzh19401216-01.2.50	16 December 1940	hzh	Untitled	"<div class=""txtsearchsnippet"">... הבוקר. ‭- -‬ אתמול בשעות הבוקר הובאו לקבו ר"" <b class=""highlightcolor"">בחיפה</b> המעפילה מריטה היגאמאן. בת ‭'20‬ מברין בצ'יכוםלובאקיה, שמ - ...</div>"
11	dav19380707-01.2.107	7 July 1938	dav	מ?אה נ7 הארז למים $ יהודים נפגעו היום מלנה אברהם גורדו&#8237;-?&#8236; קרבן ששי בחיפה 1	"<div class=""txtsearchsnippet"">... $ יהודים נפגעו היום מלנה אברהם גורדו‭-?‬ קרבן ששי <b class=""highlightcolor"">בחיפה</b> 1</div>"
12	dav19381007-01.2.39	7 October 1938	dav	Untitled	"<div class=""txtsearchsnippet"">... "" הה‭;?‬ץ _""י ב־תהחולע!_הה־ע נ_!תה בלי טקפ רשמי כפתח <b class=""highlightcolor"">בית</b> <b class=""highlightcolor"">החולים</b> <b class=""highlightcolor"">הממשלתי</b> תחדש בבת גלים- לפני ימה ימים נפתחה ...</div>"
13	haretz19420715-01.2.63	15 July 1942	haretz	רצח אשה בבת-גלים, חיפה	"<div class=""txtsearchsnippet"">... 26‬ נמצאה הרוגה שלשום לפנות בוקר בתוך שכונת בת־גלים <b class=""highlightcolor"">בחיפה.</b> המיה נמצאה בין חמש וחמש וחצי בבוקר במגרש פנוי ...</div>"
14	hmf19390227-01.2.2	27 February 1939	hmf	_למזרח י . ראובן _^פלן ופנחסביר_^ . ח	"<div class=""txtsearchsnippet"">שלשה קרבבות ביום דמים אחד <b class=""highlightcolor"">בחיפה</b></div>"
15	dav19381221-01.2.59	21 December 1938	dav	מחירי ההדרים באנגליה	"<div class=""txtsearchsnippet"">... נ־ חרג בתאונת־דרכים בין צפת _לטנדל־ ברוס, הובאה לבית <b class=""highlightcolor"">החולים</b> <b class=""highlightcolor"">הממשלתי</b> <b class=""highlightcolor"">בחיפה.</b> משם יצאה לויתו אתמול י־3 אהה""צ. באי ...</div>"
16	kolisraeljlm19421105-01.2.8	5 November 1942	kolisraeljlm	הרב י. עוזר, היפה כמתוקניט שבהט	"<div class=""txtsearchsnippet"">לא מזמן חגגה חיפה את חג חנוכת בנין <b class=""highlightcolor"">בית</b> <b class=""highlightcolor"">החולים</b> ""הדסה""• אין לנו לזלזל בערכו הצבורי ■של המפעל ...</div>"
17	dav19371022-01.2.94	22 October 1937	dav	טשפטו־של יורה בשוטרים	"<div class=""txtsearchsnippet"">... נשיא בית־הדין המחוזי מר שאו, בדן יחיד, נמשך בשבת <b class=""highlightcolor"">בחיפה</b> מש-פטו של סלים יאני, הנאשם ביריות על. משמר שוטרים ...</div>"
18	hzh19410815-01.2.46	15 August 1941	hzh	"&#8237;""*?"" ""?""?_"""""""" ™""~~""""~&#8236;•&#8237;*™""???""™ ™'""?*?""'&#8236;י &#8237;_(_gpBB_*B_«_MlBMBO??????????""??""?????""?_""™??""™_""™""??™?""""""*""""*""""&#8236; י ff"	"<div class=""txtsearchsnippet"">... של מר מ. או־ לי ני קוב בתת הקברות <b class=""highlightcolor"">החדש</b> ביזם השנה השלישי למותו. ד""ר מ. סולובייטשיק העלה קווים ...</div>"
19	haretz19340528-01.2.47	28 May 1934	haretz	Untitled	"<div class=""txtsearchsnippet"">למשפט מפרץ חיפה בסילי ג'אבור, בעל נכסים <b class=""highlightcolor"">בחיפה,</b> שהפסיד את משפטו בענק מפריז הי - פה בבתי ...</div>"
20	haolam19380113-01.2.9	13 January 1938	haolam	"באד""דיסזדאל"	"<div class=""txtsearchsnippet"">... הימים בארץ בקורי הנציב העליון. — הנציב עשה השבוע <b class=""highlightcolor"">בחיפה</b> וביקר בבית־ <b class=""highlightcolor"">החולים</b> <b class=""highlightcolor"">הממשלתי</b> <b class=""highlightcolor"">החדש</b> (שנבנה ע""יסולל־בונה """"). מכאן ...</div>"
21	haretz19420820-01.2.33	20 August 1942	haretz	בחיפוז י	"<div class=""txtsearchsnippet"">... א) לתנת קאמפינסקי בת ‭, 19‬ אתות בבית חהולים <b class=""highlightcolor"">הממשלתי</b> <b class=""highlightcolor"">בחיפה,</b> שנפגעה על ידי עגלת משא בפינת חרתובות גלעד ...</div>"
