n	id	date	publication	title	snippet
1	itonmeyuhad19480213-01.1.2	13 February 1948	itonmeyuhad	Page 2	"<div class=""txtsearchsnippet"">... גונבה שמועה שהבהלת בית החולים ""הדסה"" בירושלים בענתה לבקשת <b class=""highlightcolor"">בית החולים הממשלתי</b> בנידון תרומת דם. השאלה היא: האם ■הנהלת ...</div>"
2	ytlv19360615-01.1.24	15 June 1936	ytlv	Page 24	"<div class=""txtsearchsnippet"">... אחיות יהודיות. לאחד רצח שתי האחיות הרחמניות יהודיות של <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו ביום ‭. 17. 8. 36‬ בבוא? ...</div>"
3	yomyom19480805-01.1.5	5 August 1948	yomyom	Page 5	"<div class=""txtsearchsnippet"">... א. קצנלסון וד״ר שטרנברג, ביקרו בלווית המושל הצבאי את <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו שבו נמצאים חולים ופצועים מהצבא המצרי ...</div>"
4	ytlv19430516-01.1.5	16 May 1943	ytlv	Page 5	"<div class=""txtsearchsnippet"">... הרחבת בית המ?אכה הקיים, ?שם טפו? בפחי־האשפה ותקונם. לפתיחת <b class=""highlightcolor"">בית החולים הממשלתי</b> לחולי המושבות ‭. 7. 7. 43‬ ראש ...</div>"
5	hhr19300411-01.1.3	11 April 1930	hhr	Page 3	"<div class=""txtsearchsnippet"">... אבסורד נטור. אילו היו שוכחים, למשל, הרופא והאחות של <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים מתי הביאו את ההרוג הראשון, לא ...</div>"
6	haretz19381116-01.1.6	16 November 1938	haretz	Page 6	"<div class=""txtsearchsnippet"">... של העובדים העבדים באדץ •שדאל # הקבלן של בנין <b class=""highlightcolor"">בית החולים הממשלתי</b> החדש בחיבה * המשדד הראשי: חיפה רחוב ...</div>"
7	ytlv19380915-01.1.5	15 September 1938	ytlv	Page 5	"<div class=""txtsearchsnippet"">... 163, 76‬ היפה — ס. חש. ‭: 172‬ פתיחת <b class=""highlightcolor"">בית החולים הממשלתי</b> החדש בהיפה — ‭:110 , 5‬ טבריה ...</div>"
8	ytlv19390115-01.1.13	15 January 1939	ytlv	Page 13	"<div class=""txtsearchsnippet"">... 12. 38‬ נפתח רשמית. על־ידי ה. מ. הנציב העליון, <b class=""highlightcolor"">בית החולים הממשלתי</b> החדש בחיפה. לפתיחת בית ההולים באו מוזמנים ...</div>"
9	itonmeyuhad19390430-01.1.6	30 April 1939	itonmeyuhad	Page 6	"<div class=""txtsearchsnippet"">... המקרה, עדיין לא הובאו הכלבים לבדיקה. ימו הרופא של <b class=""highlightcolor"">בית החולים הממשלתי</b> קבלתי תעודת רפוי על פצעי, ואם יהיה ...</div>"
10	itonmeyuhad19470627-01.1.6	27 June 1947	itonmeyuhad	Page 6	"<div class=""txtsearchsnippet"">... כץ׳/ בדרך בואכה י1תח־ תקוה, קיים מאז שנת 1937 <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות מידבקות. על תנאי עבודתם של פקידי ...</div>"
11	itonamami19471226-01.1.1	26 December 1947	itonamami	Page 1	"<div class=""txtsearchsnippet"">... אנשי ה״הגנה״ וגרמו להם אבידות קשות. חדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> היה מלא חלליש ערבים. עד הצהרים הגיע ...</div>"
12	itonmeyuhad19340922-01.1.1	22 September 1934	itonmeyuhad	Page 1	"<div class=""txtsearchsnippet"">... 14 לאב גוסס ש.ז• פרסמנו רשימה תחת הכותרת ""מוראות <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו"". ברשימה זו מסרנו מה שסח לנו ...</div>"
13	hegeh19450516-01.1.3	16 May 1945	hegeh	Page 3	"<div class=""txtsearchsnippet"">... הסהר בארץ מכון לאסיר הערלי. המדור Abteiiung הארךשרא^י של <b class=""highlightcolor"">בית החולים הממשלתי</b> מכון גם הוא כלו לחולה הערבי. מחלקת ...</div>"
14	dav19350417-01.1.4	17 April 1935	dav	Page 4	"<div class=""txtsearchsnippet"">... נוסע אוטובוס _עוןר דרך יפו, יבית החולים הצרפתי, נמל, <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, בית ההסגר י(חקרנטין) ? התחנה הראשית. ...</div>"
15	hed19460215-01.1.11	15 February 1946	hed	Page 11	"<div class=""txtsearchsnippet"">יוגדל בית התולים למושבות הממשלה החליטה להרחיב את <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות ""הירקון"" בתל-אביב על ידי הוספת מספר ...</div>"
16	ytlv19430315-01.1.11	15 March 1943	ytlv	Page 11	"<div class=""txtsearchsnippet"">על סדודם — <b class=""highlightcolor"">בית החולים הממשלתי</b> למהלות מדבקות' בית החולים לחולי דוח, וכן ...</div>"
17	itonmeyuhad19440630-01.1.7	30 June 1944	itonmeyuhad	Page 7	"<div class=""txtsearchsnippet"">תל־אפר-ים המכונה פרדס כ״ץ ידועה בקרב הצבור הרחב בגלל <b class=""highlightcolor"">בית החולים הממשלתי</b> הנמצא במקום. אבל מעטים יודעים, כי תל־אפרים ...</div>"
18	itonmeyuhad19471010-01.1.3	10 October 1947	itonmeyuhad	Page 3	"<div class=""txtsearchsnippet"">... של ""הדסה"": — מצטער, אבל אין לנו מיטות פנויות. <b class=""highlightcolor"">בית החולים הממשלתי</b> נתן אותה תשובה. — מה נעשה, לעזעזל? ...</div>"
19	mivrak19480425-01.1.2	25 April 1948	mivrak	Page 2	"<div class=""txtsearchsnippet"">... בירושלים, הדגל של הצלב הבינלאומי יונף על בנינים אלה: <b class=""highlightcolor"">בית החולים הממשלתי,</b> בית החו־</div>"
20	hmf19420802-01.1.4	2 August 1942	hmf	Page 4	"<div class=""txtsearchsnippet"">... הזריקות תעשינה תיבם אין כסף. במקומות דלהלן : בירושלים: <b class=""highlightcolor"">בית החולים הממשלתי</b> , הקליניקה לגברים בכל שעות יום ד. ...</div>"
21	hzh19480809-01.1.4	9 August 1948	hzh	Page 4	"<div class=""txtsearchsnippet"">... לרבנות‭/, ‬ ־ראשית בסידור ענייני הכשרות . וענייני הדת <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות מדבקות בפר־ דס כץ, הוכשר כדין, ...</div>"
22	dav19460210-01.1.3	10 February 1946	dav	Page 3	"<div class=""txtsearchsnippet"">... זכרון אחים, נחלת ציון' רה' יפו(משער יפו עד. הדאר‭, <b class=""highlightcolor"">(‬בית החולים _הממשלתי,</b> ־ דה' הנסיכה מרי (נעיין פצפה עד ...</div>"
23	hzh19480428-01.1.2	28 April 1948	hzh	Page 2	"<div class=""txtsearchsnippet"">היישוב מעוניין בהמשכת קיומו של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה מנהל מחלקת הבריאות של הוועד הלאומי, ...</div>"
24	hegeh19440906-01.1.4	6 September 1944	hegeh	Page 4	"<div class=""txtsearchsnippet"">... ערבי הנר ברח׳ אלנבי בחיעה חלה במחלת הדבר והעכר <b class=""highlightcolor"">?בית החולים הממשלתי</b> 3מןחד. זה המקרה ה־2 2 רחיפה (8 ...</div>"
25	haolam19390105-01.1.5	5 January 1939	haolam	Page 5	"<div class=""txtsearchsnippet"">... שלטון אנגלי־ערבי בלא שיתוף־יהודים כל שהוא. בהיפר, תונך עתה <b class=""highlightcolor"">בית החולים הממשלתי</b> תחדש. עלונים עם פרשת־ההנוכה חולקו למשתתפים בחגיגה, ...</div>"
26	mar19480504-01.1.1	4 May 1948	mar	Page 1	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה עבר לרשות עידית חיפה — בחסות ...</div>"
27	amudimaliya19450824-01.1.12	24 August 1945	amudimaliya	Page 12	"<div class=""txtsearchsnippet"">... עין ורד קבלו 53 ילדים פליטים מיון באפוטרופסות. — <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות בתל־אביב יורחב בקרוב. —מספר העדות בירושלים ...</div>"
28	itonmeyuhad19370627-01.1.5	27 June 1937	itonmeyuhad	Page 5	"<div class=""txtsearchsnippet"">... אך הכל היה לשוא. והן אחיות הערביות, הפלחים ועובדי <b class=""highlightcolor"">בית החולים הממשלתי,</b> אך היו רואים אותי מהרו לקראתי והיו ...</div>"
29	mivrak19480425-01.1.1	25 April 1948	mivrak	Page 1	"<div class=""txtsearchsnippet"">... בירושלים, הדגל של הצלב הבינלאומי יונף על בנינים אלה: <b class=""highlightcolor"">בית החולים הממשלתי,</b> בית החולים לתולדות, (בנין הקונסוליה הרוסית לשעבר) ...</div>"
30	hmf19480810-01.1.3	10 August 1948	hmf	Page 3	"<div class=""txtsearchsnippet"">... הלאה לעזרה לרבנות הראשית בסידור עניני הכשרות ועניני הדת. <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות מידבקות בפרדם כץ הוכשר כדין, ועכשיו ...</div>"
31	hegeh19440427-01.1.3	27 April 1944	hegeh	Page 3	"<div class=""txtsearchsnippet"">... יוג׳ין גוסנס. 5.55 חדשית. 8.00 תכנית ""כבקשתך"" מיוחדת לאחיות <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. 8.15 חדשות. 8.25 שיחה 'על מאירעות ...</div>"
32	dav19300117-01.1.4	17 January 1930	dav	Page 4	"<div class=""txtsearchsnippet"">... את עתתו איברחים חדדיז. אחריו העיר הד""ד _קששואן. רופא <b class=""highlightcolor"">בית החולים הממשלתי,</b> אשר בדק את הערבי שנהרג על יד ...</div>"
33	haolam19380210-01.1.12	10 February 1938	haolam	Page 12	"<div class=""txtsearchsnippet"">... נתנו ‭140. 000‬ ימי עבודה, ובהן בנין בנק באדקלייס, <b class=""highlightcolor"">בית החולים הממשלתי,</b> עבודות הצבא ואחרות. ‭100. 000‬ ימי עבודה ...</div>"
34	haretz19350419-01.1.9	19 April 1935	haretz	Page 9	"<div class=""txtsearchsnippet"">... אוטובוס ; ? עובר דרך יפו, בית החולים הצרפתי, <b class=""highlightcolor"">בית החולים \ ־"" הממשלתי</b> ביפו, בית ההסנר (הקרנט-ן). )? ...</div>"
35	amudimaliya19441229-01.1.8	29 December 1944	amudimaliya	Page 8	"<div class=""txtsearchsnippet"">... ביניהם שתי נשים, הודיעו על רצונם להתגייס לחי״ל. — <b class=""highlightcolor"">בית החולים הממשלתי</b> לחולי רוח בכת־ים נפתח בימים אלה. למוסד ...</div>"
36	dav19340618-01.1.5	18 June 1934	dav	Page 5	"<div class=""txtsearchsnippet"">... בשעת עבודתו) לא הובא שום רופא למקום. במכונית של <b class=""highlightcolor"">בית החולים הממשלתי</b> בא רק הנהג בעצמו והוא הודיע כי ...</div>"
37	hmf19480210-01.1.2	10 February 1948	hmf	Page 2	"<div class=""txtsearchsnippet"">... שהנהלת בית החולים ""ה דסה"" בירושלים נענתה לבקשה הנהלת <b class=""highlightcolor"">בית החולים הממשלתי</b> בנידון תרומת דב. השאלה היא: האם * ...</div>"
38	haolam19480122-01.1.12	22 January 1948	haolam	Page 12	"<div class=""txtsearchsnippet"">בית חולים ממשלתי — לערבים <b class=""highlightcolor"">בית החולים הממשלתי</b> כביתיצפםה נפטר לערבים. הממשלה מטרה אוחו ל""חברה ...</div>"
39	ytlv19440416-01.1.10	16 April 1944	ytlv	Page 10	"<div class=""txtsearchsnippet"">ברכה למוסדות רפואיים. -י? עלינו לברד בהזדמנות זו את <b class=""highlightcolor"">בית־ החולים הממשלתי</b> לחולים מהמושבות, הנקרא ""הירקון"", כי בסידוריו גילתה ...</div>"
40	dav19340214-01.1.4	14 February 1934	dav	Page 4	"<div class=""txtsearchsnippet"">... ד""ר חסן שוקרי חלידי, שחיה כאותו יום ממונה על <b class=""highlightcolor"">בית החולים הממשלתי.</b> הדו""ח כולל או;כל המקרים של <b class=""highlightcolor"">בית החולים ...</b></div>"
41	dav19381220-01.1.7	20 December 1938	dav	Page 7	"<div class=""txtsearchsnippet"">... העליון בחיפה ביום ח י תיערך הפתיחה הרשמית של <b class=""highlightcolor"">בית החולים הממשלתי</b> החדש _בבת־ גלים, חיפה. בפתיחה יחיה נוכח ...</div>"
42	dav19480621-01.1.3	21 June 1948	dav	Page 3	"<div class=""txtsearchsnippet"">... את כל עניני האישפוז בחיפה רבתי , להעביר אל <b class=""highlightcolor"">בית החולים הממשלתי</b> את רוב המחלקות של שאר בתי החולים, ...</div>"
43	haretz19380822-01.1.4	22 August 1938	haretz	Page 4	"<div class=""txtsearchsnippet"">... העירוני. ערפיפ פצועי כנופיות שהבריאו ביום הששי עזבו את <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים פאוזי איםמעין אל כאטיב ומחמד ג ...</div>"
44	yomyom19481124-01.1.1	24 November 1948	yomyom	Page 1	"<div class=""txtsearchsnippet"">... ד־ ידי קפיצה מקומה ב׳. במצב קשה הועברה ל־' <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. ברק הרגו יוסף דניאל מנשה, בן ...</div>"
45	dav19381116-01.1.3	16 November 1938	dav	Page 3	"<div class=""txtsearchsnippet"">הוציאה לפועל כל עבודות הנגרות בבנין <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה</div>"
46	ytlv19440416-01.1.17	16 April 1944	ytlv	Page 17	"<div class=""txtsearchsnippet"">... בית ההולים הזה לקבל לרפוי הולי־טיפוס, משום שלמעשה אין <b class=""highlightcolor"">בית־ החולים הממשלתי</b> בפרדם כץ (שכונה בסביבת תל־אביב) מקבל חולים, ...</div>"
47	ahr19470725-01.1.9	25 July 1947	ahr	Page 9	"<div class=""txtsearchsnippet"">... לםאויקה סלים בא־ וואן, בת ‭. 18‬הפצועות נאספו אל <b class=""highlightcolor"">בית־ החולים הממשלתי</b> בחיפה. מכונית פוגעת מכונית אזרחית פגעה ביום ...</div>"
48	ahr19471224-01.1.4	24 December 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... את השרות ת אבת ים. המכוניות נסעו רק עד <b class=""highlightcolor"">בית־ החולים הממשלתי</b> שליד חולון. ומכאן הלכו הנוסעים ברג ‭1, ...</div>"
49	dav19380814-01.1.6	14 August 1938	dav	Page 6	"<div class=""txtsearchsnippet"">... המתקיפים נאסרו‭.. ‬מ — בלילה. נורו ‭. 3‬יריות אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, ואחר החוליפ הערבים נפצע באופן רציני.</div>"
50	haretz19360729-01.1.5	29 July 1936	haretz	Page 5	"<div class=""txtsearchsnippet"">... יומים שבכה במצב רציני בהדםת"" והלילה מתה. "" נפתח <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות מדבקות הבוקר נפתה בדרך תל־אביב — ...</div>"
51	haretz19460211-01.1.4	11 February 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">... אחיפ, גחלת־ ציון, רה' יפו (משער יפו עד הואר), <b class=""highlightcolor"">בית החולים הממשלתי,</b> רה' הנסיכה מרי (מבני! מצפה עד ליד ...</div>"
52	haretz19480428-01.1.4	28 April 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... מקלין מנהל משרד הבריאות הממשלתי וד""ר חמזי , מגהל <b class=""highlightcolor"">בית החולים הממשלתי,</b> הודיע ד''ר קצנלסון על החלסת המוסדות להבטיח ...</div>"
53	hzh19470119-01.1.4	19 January 1947	hzh	Page 4	"<div class=""txtsearchsnippet"">... הניידת ‭, :‬ערביות. הבניין _יסופח למחלקה הבריטית י של <b class=""highlightcolor"">בית החולים הממשלתי</b> ?הסמוך למגרש הרוסים‭.. ‬• אגף זה שיחובר ...</div>"
54	hazmantlv19440515-01.1.1	15 May 1944	hazmantlv	Page 1	"<div class=""txtsearchsnippet"">... מטות השנה לבית החולים העירוני, לפתוח לחולי ת״א את <b class=""highlightcolor"">בית החולים הממשלתי</b> ""ירקון"" שיוחזק על חשבון הממשלה, להקים בית ...</div>"
