date	pub	page_id	disease	term	haifa	dateline	hospital	epidemic_words	soft_term	window	reg_before	reg_after	reg_deaths_before	reg_coverage	surge	days_after_surge	lead_lag
1947-11-11	falastin	falastin19471111-01.1.2	cholera	الكوليرا	paragraph			y		…مه فيها وستجري تسفير هم باشراف منظمه اللاجيين الدوليه و يرجح ان يسافروا من طريق ميناء جيها وليس عن طريق مصر كما كان في السابق وقد طعموا جميعا ضد وباء الكوليرا. ونلفهوم في ساير اللاجيين البولونيين في فلسطين سيرحلون عنها في خلال الاشهر القليله . القادمه…	0	0	0	absent			no-register-coverage
1947-11-12	falastin	falastin19471112-01.1.2	cholera	الكوليرا	paragraph			y		…عبر فلسطين لاي شخص مهما كانت جنسيته الا اذا كان حايزا علي شهاده تطعيم ضد الكو ايرا لا يكون تاريخها اقل من ٠٦ ايام ولا اكثر من شهر واحد التبرع لمنكوني الكوليرا بمصر غزه في ١١ت ۲ - لمراسل فلسطين الخاص - باشرت اللجنه التي تا افت بناء علي نداب رييس مءسسه الهلال الخيريه بغزه السيد محمد ابو رمضان جمع التبرعات لمنكوبي الكوليرا في القطر المصري الشقيق واقبل اهل السير علي التبرع لها بسخاء حول « نخاله ، منكوبي الجفاف 1? غزه في ٢٠١١ - لمراسل فلسطين الخاص - جاء نا من احد اعضاء ال…	0	0	0	absent			no-register-coverage
1947-11-14	falastin	falastin19471114-01.1.4	cholera	الكوليرا	page			y		…وباء الكوليرا وتصرف دايره الصحه كتاب الاتحاد النسايي الي السكرتير العام…							
1947-11-14	falastin	falastin19471114-01.1.4	cholera	الكوليرا	page			y		…دكتور استر مدير الخدمات الصحيه ونايبه وممثل عن الفا دلتومي ومركز شتر اوس قد عقد في ٣-١١-٤٧ وانه قد . يحث في هذا الاجتماع التدابير الملايمه لتسرب وياء الكوليرا الي هذه البلاد وان الدكتور استر قصد اوضح ما اتخذ من اجراءات في اكر الدخول لتم دخول هذا الوباء وتسربه قالا تحاد النسايي العربي الفلسطيني بدوره ي الحكم…							
1947-11-15	falastin	falastin19471115-01.1.2	cholera	الكوليرا	page			y		…له ملتقي لحركه النقل الجوي بين وروبا و افريقيا والشرق الاوسط ، وقد سيل عما ذا كان مطار اللد قد سد الفرغ الدي احدثه تحول الطرق الجويه عن مصر بسبب وباء الكوليرا ، فقال ان الخدمه في مطار اللد ليست كما . ان تكون فقد فشل )…							
1947-11-15	falastin	falastin19471115-01.1.2	cholera	الكوليرا	page					… ول كورنياك من نوعه كونياك دوق دي فرنس : لا عهد لاخواننا العرب به مستخرج DUC UIT•DE•PRAKTIJ FRANCE من النبيذ العتق الصافي الخالي من فلو والمضره. هدو (الكوليرا) و خصم عليكروبات للعيد GENEVRE جنيفر و اول مشروب صحي ممتاز يعطي الجسم .. مناعه ضد ساير الامراض و تكسب شار به الصحه والنشوه والنشاط اطلبوا هذه الاصناف…							
1947-11-16	falastin	falastin19471116-01.1.2	cholera	الكوليرا	dateline	Haifa				…هودي لمحكمه مركزيه حيفا ايضا وعدد من الموظفين اليهود في دايره اجراء حيف او ستعرض نتيجه هذه القابله علي النقابه في اجتماعه الملقبل احتياطات اليونان ضد الكوليرا جاء في بيان صحفي امس ان وزاره الصحه في اثينا قد صرحت بان جميع القادمين من تركيا وايران والعراق وسوريا وفلسطين وشرق الاردن والمملكه العربيه السعوديه و…	0	0	0	absent			no-register-coverage
1947-11-16	falastin	falastin19471116-01.1.2	cholera	الكوليرا	dateline	Haifa		y		…نصلي واختياطات ... في موزامبيق جاء في بيان صحفي امس ان السلطات المحليه في لورانس ماركس في موزامبيق قد اصدرت او امر بانه يجب ان تكون شهادات التطعيم ضد الكوليرا بحيازه بحاره وركاب جميع السفن الواصله الي لورانس ماركس من مواني مصر وناملكه العربيه السعوديه والخليج الفارسي علي ان يكون قد مضي علي تاريخ هذه الشهادا…	0	0	0	absent			no-register-coverage
1947-11-16	falastin	falastin19471116-01.1.2	cholera	الكوليرا	other:Jerusalem	Jerusalem				… اسماء التجار الذير يتعاملون في تجاره الخطيه الزجاج وكتابا اخر من دايره البرق والبريد ذكرت فيه ان الخدمات البريديه قد توقفت بين فلسطين و بلغاريا بسبب الكوليرا في مصر وكتابا من مءسسه اقتصاديه يسيلان طلبت فيه معرفه اسماء مستوردي الشاي والعطاره وللطاط لتعيين وكلاء لها…							
1947-11-16	falastin	falastin19471116-01.1.2	typhoid	تيفوييد	paragraph		y	y		… الحاديه عشره - من ليله امس النار علي فءاد محمديه وعمره ١٥ سنه فاصيب بجرح في كتفه ونقل الي مستشفي الحكوماءوقعت اصابه دفتريا الطفل في بلد الشيخ واصابه تيفوييد في قريه قطاره فنقل المصابان الي مستشفي الحكومه…	11	1	2	absent			no-register-coverage
1947-11-16	falastin	falastin19471116-01.1.2	diphtheria	دفتريا	paragraph		y	y		…ل خيريه عديده. اطلقي مجهول الساعه الحاديه عشره - من ليله امس النار علي فءاد محمديه وعمره ١٥ سنه فاصيب بجرح في كتفه ونقل الي مستشفي الحكوماءوقعت اصابه دفتريا الطفل في بلد الشيخ واصابه تيفوييد في قريه قطاره فنقل المصابان الي مستشفي الحكومه…	23	1	6	absent	1947-09-15(peak 22/30d)	62	no-register-coverage
1947-11-16	falastin	falastin19471116-01.1.2	cholera	الكوليرا	page					…يتجول طبيب الصحه والمفتشان بومياعلي قري القضاء جانين الاهالي علي اتباع انظمه الصحه ويطعمونهم ضد الكوليرا ا تعددت جو ادث السرقات في هذا الاسبوع فقد سطا اللصوص مساء امس علي منزل مقبل السكر از واستولوا علي قمشه…							
1947-11-20	falastin	falastin19471120-01.1.2	cholera	الكوليرا	window			y		…المراصل فلسطين الخاص - اذاع سعاده لواء احمد ناشه باشارييس نادي العلميه ندء يستحث في الشباب علي نصره فلسطين والدفاع عن عروبتها بشتي الوسايل التطعيم ضد الكوليرا بحيفا حيفا في ٢٠١٩ - لمراسل فلسطين الخاص جاها من دايره الصحه البيان التالي : تبدا عمليه التطعيم الاجماعي مجانا ضد الكوليرا اعتبارا من يوم الاثنين ٢٤ تشرين الثاني الجاري يوميا من الساعه التاسعه صباحا حتي الراحه بعد الظهر في لمراكز الثلاثه الاتيه: 1 - العياده الخارجيه المست…	0	0	0	absent			no-register-coverage
1947-11-20	falastin	falastin19471120-01.1.2	plague	بالطاعون	window			y		…تعهدو بتقديم كشف باسماء الاشخاص الذين قامو في تعليمهم من تاريخ التنظيم .. والطبيب انا يته في مبلغا لا يزيد عن ٢٥٠ ملا الابره الواحده. حيفا غير موبوءه بالطاعون القاهره في ١٩ - ٢ - لمر اصل فلسطين الخاص - اكتشف للكتب الصحي العريق مصلحه الحجر الصحي بالاسكندريه في اثناء ق محسن التقارير الوارده من فلسطين عن الحرف ان في حيفا علي السلطات الصحيه هناك وجدت ٢٤ فارا مصابا بالطاعون. منذ شهر فاذاع المكتب في جميع انحاء العالم برقيات قال فيها ان حيفا موبوءه بالطاعون وقد تلقي المكتب مءخر احتجاجا من حكومه فلسطين علي هذا الام لان الطاعون لم يظهر بين الادميين طلب الالكتر تفصيلات وافيه حول الوضوع من حكومه فلسطين وفي الوقت نفسه اتخذت السلطات الصمجيه المصريه الاحتياطات الصحيه نحو للمصريه …	0	0	0	absent			no-register-coverage
1947-11-21	falastin	falastin19471121-01.1.2	smallpox	الجدري	page			y		…التلقيح ضد الجدري بالعراق…							
1947-11-21	falastin	falastin19471121-01.1.2	smallpox	الجدري	page			y		…حاء من بند دانه نظر الظهور بعض الاصابات عرض الخدري في بلده الكاظميه العراقي تقدر وجوب عليهم افراد الشرطه و الجيش وطلبه الدرس ضد مرض الجدري و نتوقم دو ثر الصحه العراقيه القضاء علي هذا…							
1947-11-21	falastin	falastin19471121-01.1.2	cholera	للكوليرا	window		y	y		…حيه في ٣٠ ٣- لمر اصل فلسطين الخاص | خذت دايره الصحه في القدس ترسل في كل سبوع الي مستشفي الحكومه حيفا ٥٠ الف جزءا من المصل الضاد للكوليرا تمهيد لتطعيم المجمور وهذه الكميه تكفي لتطعيم ٣٣ الف شخص و ينتظر ان يجري تطعيم سكان الدينه حلال ٤٥ يوما وهناك مشروع قرض تقدمت به البلديه المحكومه وقيم…	0	0	0	absent			no-register-coverage
1947-11-21	falastin	falastin19471121-01.1.2	plague	طاعون	page					…لفقر ، و عدت دايره الصحه كميه من ال د. (دت) لاجل تطهير الاحياء بها حين الحاجه وقدما انا دره الصحه عما ذا كانت هناك صابات او اشتباه ناصافات كو ايرا او طاعون دفت انبا او قوع شيء من ذلك…							
1947-11-22	falastin	falastin19471122-01.1.2	cholera	الكوليرا	paragraph					…عالي جنيه كما اعرب عطوه علمي باشا عن استعداده المتبرع قررت دايره الخدمات الاجتماعيه المباشره باطعام الطلبه الفقراء مجانا بدات البلديه اعمالها لمكافحه الكوليرا - برش الاسواق محلول ال «د.د.ت)…	0	0	0	absent			no-register-coverage
1947-11-23	falastin	falastin19471123-01.1.2	cholera	الكوليرا	other:Jerusalem	Jerusalem		y		…التطعيم عند وباء الكوليرا غزه في ٢٢-٢- لمراسل فلسطين الخص تجاوز عدد لا تخص لدي المصل…							
1947-11-23	falastin	falastin19471123-01.1.2	cholera	الكوليرا	other:Jerusalem	Jerusalem				…لو اقي من وفاء الكوليرا من سكان هذا الثواء الخمسين الف شخص هذا الخواء…							
1947-11-25	falastin	falastin19471125-01.1.2	cholera	الكوليرا	other:Jerusalem	Jerusalem		y		…يين ٤٠٠ هو الي البولونيين يبلغ عدد افراده . شخص الي انكلترا وقد جري تسفير هم باشراف منظمه اللاجيين الدوليه عن طريق ميناء حيفا وقد طعموا جميعا ضد وباء الكوليرا واتصل بنا ان ساير اللاجيين البولو نيين في فلسطين سيغادرونها قبل منتصف الشهر المقبل…							
1947-11-26	falastin	falastin19471126-01.1.2	cholera	الكوليرا	window					…ع اشراف الهييه العليا او من يمثنها علي اصدار هذه الشهادات و تعمل الهييه الان الارسال تعميم بذلك الي من يهمه الامر بفلسطين والخارج بعثه فلسطين لمكافحه الكوليرا حيفا في ٢٥ ت ۲ - لمراسل فلسطين وصل اليوم من القاهره الدكتور- الخاص. يوسف عبد الله حداد احد ر حال البعثه الطبيه التي اوقدتها الجمعيه الطبيه العربيه بعينها المكافحه الكوليرا في مصر بعد ان قضي في عمله هناك حوالي الشهر ونصف الشهر . كما عادت الانسه الي داري التي رافقت البعثه وعملت معها…	0	0	0	absent			no-register-coverage
1947-11-26	falastin	falastin19471126-01.1.2	cholera	الكوليرا	window		y	y		…التطعيم ضد الكوليرا بحيفا حيفا في ٢٥ ٢٥ - لمراسل فلسطين الخاص باشر مستشفي الحكومه تطعيم الاهالي بالمصل الواقي . من الكوليرا ، كما باشر الاطباء العرب تطعيم الجمهور في عياداتهم الخاصه حيث وزعت دايره الصحه كميه من هذا المصل عليهم…	0	0	0	absent			no-register-coverage
1947-11-27	falastin	falastin19471127-01.1.4	cholera	الكوليرا	other:Beirut	Beirut	y	y		…يكون الطقس اليوم - الخميس - نايما جزييا بصفه عامه ، مع اشتداد ارباح الجنوبيه الغربيه. ويطرا علي درجه الحراره تغير بسيط تطعيم الجمهور ضد الكوليرا جاء امس في بيان صحفي از د اثر دالصحه العامه تعلن باقي التطعيم ضد الكوليرا ميسور الان للجمهور مجانا بين الساعه التاسعه صباحا و الرابعه بعد الظهر من كل يوم في المراكثر التاليه بحيفا ( ١ ) مستشفي الحكومه ( ٢ ) مركز الشقون الاج…							
1947-11-28	falastin	falastin19471128-01.1.2	plague	بالطاعون	window			y		…ل بان يلتزموا جانب الحذر طریق خانيونس - رفع جاء في نشره للبوليس ان قسما من طريق د يونس سرفح لا يزال غير صالح الالمرور لسيارات ذات الاربع عجلات اشتباه بالطاعون فقط حيفا في ٢٧ ٠ ٢- لمراسل فلسطين الخاص شر امس ال اصابه بالطاعون قد ظهرت علي احد الموظفين اليهود في المحكمه وقد تبين ان التحقيق الصحي لم يءكدانها بالطاعون بعد العثور علي مخدرات جاء في نصره البوليس ان البوليس قام في الثالثه من صباح امس الاول بتفتيش منزل في قريه ميسان قضاء غه المطرب حشيش وزنها كيلوغر: ماد…	0	0	0	absent			no-register-coverage
1947-11-28	falastin	falastin19471128-01.1.2	cholera	الكوليرا	window		y	y		…ضروره التطعيم ضد الكوليرا حيفا في ٢٧ : ٢- لمراسل فلسطين الخاصر يبلغ عدد الذين يقبلون علي التطعيم ضد الكوليرا كل يوم حوالي خمسمايه شخص وقد يحدثنا الي الدكتور تيم مدير مستشفي الحكومه فقال انه ينصح الجميع بضروره الاقبال علي التطعيم في هذه الفرصه لمواتيه لان مرض الكوليرا وان خفت وطاته في مصر لسطين لان هذا الممرمر ر انه عرضه المظهور في فلسطين لان هذا الممر عده اشهر قبل ان يتلاشي.…	0	0	0	absent			no-register-coverage
1947-11-30	falastin	falastin19471130-01.1.4	cholera	الكوليرا	page					…مصر تلغي الاجراءات المتخذه لانتشار الكوليرا…							
1947-12-11	falastin	falastin19471211-01.1.3	typhoid	بالتيفوييد	page			y		… شخاص. اما مواليد قضاء بانا فكانت ١٤٦ مولودا وعدد الوفيات في القضاء ٣٢ وفاه الامراض الساريه في شهر وقعت في يافا خلال شهر تشرين الثاني الماضي ٦ اصابات بالتيفوييد و ۳ اصابات بالتيفوس واصابه واحده بالطاعول وقد تولي الذي اصيب بها…							
1947-12-11	falastin	falastin19471211-01.1.3	typhus	بالتيفوس	page			y		… بانا فكانت ١٤٦ مولودا وعدد الوفيات في القضاء ٣٢ وفاه الامراض الساريه في شهر وقعت في يافا خلال شهر تشرين الثاني الماضي ٦ اصابات بالتيفوييد و ۳ اصابات بالتيفوس واصابه واحده بالطاعول وقد تولي الذي اصيب بها…							
1947-12-11	falastin	falastin19471211-01.1.4	typhus	بالتيفوس	page					…اسبوع المنتهي في اليوم السادس من هذا الشهر ان الامراض الساريه والمعديه في فلسطين المقدم وفقا للمعاهده الصحيه الدوليه انه قد وقعت فيها اصابتان احداهما بالتيفوس والاخري بالتهاب السحايا الدمافيه…							
1947-12-13	falastin	falastin19471213-01.1.4	cholera	الكوليرا	page					…بعد انتهاء مرض الكوليرا في مصر وكيل مدير الصحه العام منشور علي المستعفيات والمراكز الصحيه يخبرهم فيه الي مده الخمسه الايام التي يقضيها المسافر في المحاجر الصحيه قد خفضت الي …							
1947-12-14	falastin	falastin19471214-01.1.4	cholera	الكوليرا	page			y		…كميه من لقاح الكوليرا للمملكه السعوديه…							
1947-12-14	falastin	falastin19471214-01.1.4	cholera	الكوليرا	page			y		…وصفت الي جده في ١٣- و ... ع. جده مقادير كبيره من لقاح الكوليرا تبلم مليونا و نصف مليون كهديه من حكومه الصين |…							
1947-12-20	falastin	falastin19471220-01.1.3	smallpox	وجديري	page					…ا لا نعرف سوي هذين الاثنين فقد قبض علينا الاول اثناء تهريب بعض الويسكي وحكم الثاني بتغريمنا ولم تعد حيلنا في الافلات منهما فمعرفنا انهما موظفين اكفاء وجديرين بمنصبيهما ! ولكن الله علم ... من القضايا الطريفه التي عرضت اخيرا علي المحاكم الاميركيه ان طفلا في الثالثه من عمره اطلق الرصاص علي امه وابيه ولولا ست…							
1947-12-21	falastin	falastin19471221-01.1.1	cholera	الكوليرا	page					…الكوليرا في سوريا…							
1947-12-21	falastin	falastin19471221-01.1.1	cholera	الكوليرا	other:Damascus	Damascus		y		…جمهوريه والوزراء والسكان جميعا منع الدخول والخروج في محافظه دمشق دمشق في ٢٠ ك ١ - لمراسل فلسطين الخاص - بالتلفون - ظهرت في بعض قري حوران اصابات بوباء الكوليرا ، وامتدت الي قري اخري ، وظهرت بعض الاصابات داشته بهالي قري مجاوره لدمشق، وقد اهتمت الحكومه اهتماما با النا بهذا الامر وعقد اجتماع في القصر الجمهوري ل…							
1947-12-21	falastin	falastin19471221-01.1.1	cholera	الكوليرا	other:Damascus	Damascus		y		…صحي الاعلي مساء اليوم السبت وقرر ضرب النطاق الصحي علي قربتي المحجه والفنيه في حوران و قربتي کر سوسه والقدم و اجراء تلقيح عام للسكان بالمتاح الواقي من الكوليرا علي ان يبدا من دمشق الي الجنوب حتي حدود فلسطين ومنع الدخول الي محافظه دمشق من حوران والخروج من محافظه دمشق الي ساير الانحاء الا ان يحمل شهاده تلقيح م…							
1947-12-23	falastin	falastin19471223-01.1.1	cholera	الكوليرا	other:Damascus	Damascus		y		…۱۰ اصابات ار اسل فلسطين - دمشق في ٢٢ ك ١ الخاص - لا تز الي الحكومه السوريه ماضيه في بذل اقصي جهدها لمكافحه الكوليرا والعمل علي حصر هذا الداء في المناطق التي ظهر فيها و اذاعت مديريه الصحه بعد ظهر امس بلانا…							
1947-12-23	falastin	falastin19471223-01.1.1	cholera	الكوليرا	other:Damascus	Damascus		y		…جاء فيه انه لم تحدث اصابات جديده في الكوليرا في الاربع والعشرين ساعه المنتهيه بصباح الحادي والعشرين من هذا الشهر و وقعت ثلاث وفيات من الاصابات السبعه السابقه التي حدثت الي قريتي المحجه والقنيه ا…							
1947-12-23	falastin	falastin19471223-01.1.1	cholera	الكوليرا	other:Damascus	Damascus		y		…عشرين ساعه المنتهيه في صباح يوم الاثنين ( اليوم 1 و نفي البلاغ وقوع اصابات في دمشق من العراق واصدرت مديريه الصحه العامه في العراق بيانا حول ظهور وباء الكوليرا بقري حوران في سوريا جاء فيه انه تقرر : اولا - قطع الواصلات الجويه مع سوريا و لبنان وشرق الاردن وفلسطين و منم مرور الطايرات من هذه البلدان او لماره به…							
1947-12-23	falastin	falastin19471223-01.1.2	cholera	الكوليرا	dateline	Haifa		y		…ويا كبيرا قد محم الانفجارهما عصابه الارغون تعترف اعترفت عصابه الارجون مس با ما هي التي طبقت النار علي الضابطين البريطانيين في القدس ! التطعيم ضد وباء الكوليرا گر اصل فلسطين - حيفا في ٢٢ ك ١ الخاص عن سبه ظهور الكوليرا في سوريا توجه كثيرون اليوم الي دايره الصحه طالبين تطعيمهم بالمصل الواقي حمضياتنا في انكلترا…	0	1	0	absent			no-register-coverage
1947-12-24	falastin	falastin19471224-01.1.1	cholera	الكوليرا	page			y		…لا اصابات الكوليرا في سورنا…							
1947-12-24	falastin	falastin19471224-01.1.1	cholera	بالكوليرا	other:Jerusalem	Jerusalem				"…تفيد انه لم تقم ايسه ""صابه جديده بالكوليرا وان جميع التدابير اللازمه قد تحدث اعدم…"							
1947-12-24	falastin	falastin19471224-01.1.2	cholera	الكوليرا	other:Ramallah	Ramallah				…الكوليرا لا تعرقل…							
1947-12-24	falastin	falastin19471224-01.1.2	cholera	الكوليرا	page			y		…دمشق في ١٢٣ لمراسل فلسطين الخاص - لان انا درد دور السيد جميل مردم بك رييس الوزراء بالنفي علي سءال وجه اليه عما اذا كان وباء الكوليرا يعرقل المجهود العربي في سبيل الدفاع عن فلسطين والوكاله مبسو « مبسوطه » ! ويقول ناطق بلسان الوكاله اليهوديه ان تعزيز التدابير المضاده للكوليرا في فلسطين من شانها ان. تعرقل حركات قوات العرب غير النظاميه التي تتسرب الي فلسطين من البلاد المجاوره !…							
1947-12-24	falastin	falastin19471224-01.1.4	cholera	الكوليرا	page			y		…بسبب انباء وباء الكوليرا في سوريا ! 9…							
1947-12-24	falastin	falastin19471224-01.1.4	cholera	الكوليرا	page			y		…اعتبرت الصحف اليهوديه ما قيل عن ظهور وباء الكوليرا في سوريا انه جاء الصاليح اليهود ونشرت تلك الصحف انباء الضخمه عن املها في ( ان تحول الكوليرافقي سوريا دون دخول للمقاتلين العرب الي فلسطين وصرح الناطق بلسان الوكاله اليهوديه معربا عن امله بقوله :…							
1947-12-24	falastin	falastin19471224-01.1.4	cholera	الكوليرا	page					…ولعل الحكومه في مكافحتها دخول | الكوليرا الي فلسطين تستطيم الام الي عليه دخول العرب الذين يريدون اثاره الاضطرابات فلسطين - اقرا تصريح دوله السيد جميل مردم بك رييس الوزاره السوريه في .. مكان …							
1947-12-25	falastin	falastin19471225-01.1.1	cholera	الكوليرا	page					…الي سوريا ولبنان وتسهيل ايواء اللاجيين منهم واعتقال اليهود الذين قديندسون بينهم قصد دخول البلدين خلسه القرارات السريه ولم تحل مكافحه الكوليرا في سوريا دون اهتمام الحكومه السوريه بانقاذ فلسطين ، فلقد عقد امس في وزاره الخارجيه اجتماع راسه دوله جميل مردم بك رييس الوزراء، حضره بعض القاده العرب …							
1947-12-25	falastin	falastin19471225-01.1.2	cholera	الكوليرا	page			y		…تقول البرقيات اليهوديه ان احد كبار موظفي وزاره الصحه المصريه صرح مجيدا علي سءال وجه اليه حول ظهور وباء الكوليرا في سوريا فقال : لا شك في ان هذه حرب میکروبات يشنها الصهيونيون لوضع سد بينهم وبين الحركه الوطنيه العربيه 11 )…							
1947-12-25	falastin	falastin19471225-01.1.2	cholera	الكوليرا	page			y		…مت السيد عبد ممثلا محميه اصلاح القريه العربيه في لو هنا بس اعلنت دايره الصحه انه لا علي السفر ما الي لبنان الا اذا كانت لدي طالب السفر شهاده تطعيم ضد الكوليرا و الدايره علي استعداد لتطعيم الاهالي لتسهيل سفرهم قدمت لجنه الاسعاف الحاليه طولكرم التابعه اللجنه القوميه طلبا الي البلديه لمنم وجود المصطات والباعه …							
1947-12-25	falastin	falastin19471225-01.1.4	cholera	الكوليرا	page					…- حراسه الطرق- الكوليرا بسوريا- واجبات الصحفيين…							
1947-12-25	falastin	falastin19471225-01.1.4	cholera	الكوليرا	page			y		…يسود البلاد سلام نسبي. وشرح | واجبات الصحافه تجاد سرد الحوادث من جهه تعليقاتها عليها و تناول مساله ظهور اصابات الكوليرا…							
1947-12-27	falastin	falastin19471227-01.1.4	cholera	الكوليرا	page					…الكوليرا في سوريا…							
1947-12-27	falastin	falastin19471227-01.1.4	cholera	بالكوليرا	page		y	y		…ت في سوريا خلال الاربع والعشرين ساعه التهيه عماء اليو. اصابتان اکسیدتان الكو اير! واصابه ثالثه مشتبه بها وجميعها الي الجنوب من دمشق ولم نقم ايه اصابه بالكوليرا حتي الان في دمشق نفسها تشييع مناضل في بيسان لمراسل فلسطين - بيسان في ٢٦ ك ١ . الخاص- توفي في المستشفي : الفرنسي في الناصره صباح امس ناضل فلرخوم يوسف …							
1947-12-28	falastin	falastin19471228-01.1.1	cholera	الكوليرا	page					…جباتهم وقد خرجوا في موكب من المدينه ملاء القلوب امنا واطمينانا 1 و تقول «حداشوت) معرض الصفحه ان ميات المتطوعين العرب من سوريا ولبنان يتسللون رغم قيود الكوليرا الي فلسطين…							
1947-12-28	falastin	falastin19471228-01.1.2	smallpox	الجدري	page			y		…و امع - قررت السلطات البنانيه تطعيم جيم سكان لبنان في خلال عشر من المينا التعليم وجيم الدول من يوما بالمصل الواقي من الكولير وكدلك نالملقاح الواقي من الجدري والطاعون لادمي بعثه طبيه عراقيه لليمن بغداد في ٢٧ و ١ ع - قررت الحكومه العراقيه ايفاد جشمه طبيه مءلفه من طبيبين وقابله العمل في اليمن ايدن يزور العرا…							
1947-12-28	falastin	falastin19471228-01.1.2	plague	والطاعون	page			y		… قررت السلطات البنانيه تطعيم جيم سكان لبنان في خلال عشر من المينا التعليم وجيم الدول من يوما بالمصل الواقي من الكولير وكدلك نالملقاح الواقي من الجدري والطاعون لادمي بعثه طبيه عراقيه لليمن بغداد في ٢٧ و ١ ع - قررت الحكومه العراقيه ايفاد جشمه طبيه مءلفه من طبيبين وقابله العمل في اليمن ايدن يزور العراق وايران…							
1947-12-30	falastin	falastin19471230-01.1.1	cholera	الكوليرا	page					…! للهرب !! ... باع بيته واعد جواز سفره بغداد في ٢٩ ر القت السلطات العراقيه اليوم القبض علي دحل اشتبه فيه بابه كان يحاول وضع انابيب تحتوي علي ميكروبات الكوليرا في جدول ماء في الرمادي بالقرب من قاعده صلاح الجو الملكي البريطاني في الحدانيه وقيل ان انابيب اخري مختلفه الاحجام وجدت في بيته وارسلت الي بغداد لفحصها…							
1947-12-30	falastin	falastin19471230-01.1.4	cholera	الكوليرا	page					…الكوليرا في سوريا…							
1947-12-30	falastin	falastin19471230-01.1.4	cholera	بالكوليرا	page			y		…دمشق في ۲۹ - و . ا . ع - يقول بلاغ وزاره الصحه السوريه الي اصابتين جديدتين بالكوليرا وقعتا في الاربع والمصر بن ساعه للمنتهيه صباح اليوم في احدي قري حوران ولم تحدث وفيات في اي مكان من انحاء البلاد التدابير الوقاييه التي اتخذت اليوم بعد…							
1947-12-30	falastin	falastin19471230-01.1.4	smallpox	والجدري	page					…طار العربيه مها تطلب المشروع من جهود و نفقات واعلن اليوم في بيروت انه سيشرع اعتبارا من صباح جميع عند تقيم فيم سكان العاصمه البنانيه ضد ومافي الكولير، والجدري وقد وصلت من والعراق كميات من الاصل الواقي من مصر الجدري تلبيه لطلب الحكومه اللبنانيه v…							
1947-12-30	falastin	falastin19471230-01.1.4	cholera	الكوليرا	page					…قيود علي الدخول الي فلسطين بسبب الكوليرا…							
1948-01-01	falastin	falastin19480101-01.1.2	cholera	الكوليرا	other:Beirut	Beirut		y		…يانا سيباشر قريبا تحليل دماء للمتطوعين انديه وجمعيات المدينه لاعداد مختلف من قايمه باسمايهم والرجوع اليها لاسعاف ناصا بين في حاله الطواريء التطعيم ضد الكوليرا و اصنت دايره الصحه ديانا تطعيم السكان ضد وباء الكوليرا وخصوصا المسافرين الي سوريا و لبنان والخارج كيف تسترد قروض الحمضيات : جو اصل مجلس الحضيت في الوقت الحاضر اتصالاته هم حكومه فلسطين وحكومه لندن شال قروض…							
1948-01-03	falastin	falastin19480103-01.1.2	cholera	كوليرا	page			y		"…هييه العربيه العليا كتابا الي ""هالي سكنه كل الريش بيانا تشكر هم فيه علي موفقهم الثابت في وجه الصهيونيين ورد اعتداء اتهم التي يقومون بها علي السكنه لا كوليرا في سوريا دمشق في ٢٢ - لمر اصل فلسطين الخاص ذكر بلاغ وزاره الصحه و الاسعاف السوريه الصادر اليوم في دمشق انه لم تقم ايه اصابه او وفاه بالكوليرا في جميع انحاء سوريا خلال الساعات الارج والمصرين المنتهيه صباح اليوم الجمعه المطالبه بحراسه ميناء يافا ارسلت جمعيه البحاره العرب بيانا مذكره الي المند…"							
1948-01-03	falastin	falastin19480103-01.1.4	cholera	الكوليرا	page					…د في ٢ - وداع - صرح الاستاذ درويش الحيدري مدير الزراعه العام في العراق بانه قد تاجل مءتر مكافحه الجراد الدول الشرق الاوسط الي اوايل شباط القادم لظهور الكوليرا في سوريا بعد ان كان مرهما عقده في ٣ الحالي…							
1948-01-04	falastin	falastin19480104-01.1.1	cholera	الكوليرا	page			y		…الكوليرا مره اخري في مصر ! | اصابه ايجابيه و ٣ مشتبه بها بالقصر العيني…							
1948-01-04	falastin	falastin19480104-01.1.1	cholera	بالكوليرا	page			y		…م مع عدم وقوع اصابات جديده بالكوليرا في سوريا وتوقع اعلان نظافه البلاد من الوباء قريبا…							
1948-01-04	falastin	falastin19480104-01.1.2	cholera	الكوليرا	other:Jerusalem	Jerusalem		y		…الكوليرا والسفر الي سوريا ال القدس في ٣ ك ٢ - لمراسل فلسطين - الخاص. ا بلغتها القنصليه السوريه العامه ان نتيجه القضاء علي وباء الكوليرا في القطر الشقيق فقد اصبحت تكتفي بان يبرز الراغبون في السفر الي سوريا شهاده تطعيم ضد الكوليرا واما شهاده فحص البراز فلا ضروره ها…							
1948-01-06	falastin	falastin19480106-01.1.2	cholera	بالكوليرا	other:Beirut	Beirut		y		…٦ ا اصابات بالكوليرا في سوريا خلال ايام…							
1948-01-06	falastin	falastin19480106-01.1.2	cholera	بالكوليرا	page			y		…دمشق فيه - وامع - لم نقم اصابات | بالكوليرا خلال الاريم والعشرين الساعه المنتهيه صباح اليوم فانقضت بذلك سته ايام دون ظهور اصابات ، وقد اعلمت للمفوضيه التركيه في دمشق |…							
