date	pub	page_id	disease	term	haifa	dateline	hospital	epidemic_words	soft_term	window	reg_before	reg_after	reg_deaths_before	reg_coverage	surge	days_after_surge	lead_lag
1942-05-19	difaa	difaa19420519-01.1.3	influenza	الانفلونزا	page			y		…احترس من الحميات الناشيه عن اختلافات الجو واصابات الانفلونزا والتهابات الحلق فلديك الان الدواء الناجح اشا للادم لاوجاع الراسي عامانت الالتهابات والانفلونزا قاهره الارجاع والصراع والروماتزم اثبتت التجارب الطبيه ان برشامه الكالمنت هي الدواء المعول عليه لشفاء الصداع والتهابات الحلق في مده قصيره جدا فتجد نفس…							
1942-05-22	difaa	difaa19420522-01.1.2	influenza	الانفلونزا	page					…EASPOONFULT امثيل له فاسرع في تناول البوفريل علي SOILING WATER & الاقل مره في اليوم . لك القوه ي BOVRIL ERIL TE OND البوفريل الخصوصيه اللازمه لمقاومه الانفلونزا ENGLAND الموزعون الوحيدون في فلسطين محلات سبنی »…							
1942-05-24	difaa	difaa19420524-01.1.2	typhus	التيفوس	window					…لم تقع من الامراض الساريه خلال سوي اصابتين کله الماضي الاسبوع احداهما في حيفا والثانيه في صفد و الاخيره مرض التيفوس…	0	0	0	absent			no-register-coverage
1942-06-19	difaa	difaa19420619-01.1.2	typhus	التيفوس	page			y		…اصابات التيفوس…							
1942-06-19	difaa	difaa19420619-01.1.2	typhus	تيفوس	page					…وقعت في حينا خلال الاسابيع الاخيره بعض حوادث مرض تيفوس البطن السكان حسنا اذا اتقوا شر هذا هم المرض بالعنايه بالاطعمه ونظافتها .…							
1942-06-22	difaa	difaa19420622-01.1.3	typhus	التيفوس	dateline	Haifa		y		… اراضيهم باسعار مخفضه لانجاح هذا المشروع والمساهمه فيه وقد يسافر اعضاء اللجنه في الاسبوع المقبل للتفرج علي الارض الاختيار المناسب منها سبب انتشار مرض التيفوس في المدينه حدثني بعض الاطباء عن مرض التيفوس الذي انتشر في المدينه والقضاء - 1 وعلي الاخص بين الاطفال- ان سببه تعاطي الخضار القذره ، وعدم التنظيفها قبل تناولها السماح بشراء الزايد من محصول الشعي…	0	0	0	absent			no-register-coverage
1942-07-05	difaa	difaa19420705-01.1.2	typhus	للتيفوس	window		y	y		…وزيع قسايم السكر بمقدار ٨٣ كيلو ونصف وياخذ مقابلها شو الا زنته ميه كيلو اليتمكن من توزيع كميات زباينه بعدد الشخص الواحد ٦۰۰ غرام اي او قينين ونصف مصل للتيفوس الخبراء الكيماويين استطاع عدد من الذين يعملون باشراف الحكومه ايجاد مصل يشفي مرض التيفوس المعوي وقد حرب المصل في ١١٤ مريضا كانوا في مستشفي الحكومه بحيفا فشفوا كلهم الا واحد منهم والقاعده الكيماويه الرييسيه في هذا القصدير وهو يقتل مكروب ال…	0	0	0	absent			no-register-coverage
1942-07-05	difaa	difaa19420705-01.1.2	typhus	التيفوس	page		y	y		…مكافحه التيفوس انتشر مرض التيفوس في منطقه القدس مءخرا وكاد انتشاره يزيد لولا ان بادرت دايره الصحه المسامه الي اتخاذ الاجراءات الفعاله السريعه فنقلت المرضي الي المستشفيات في القدس وبي…							
1942-07-16	difaa	difaa19420716-01.1.2	typhoid	بالتيفوييد	dateline	Haifa	y	y		…م ابلغتنا لجنه اليتيم العربيه ان محسنا اشترط عدم ذكر اسمه قد تبرع النساء . الجماعها الاخير بعشره جنيهات لصندوق اللجنه ، جزاء الله خيرا . عدد المصابين بالتيفوييد ومعلومات مختلفه يلقي الدكتور منير مشعلاني في هذا المساء محاضره قيمه في نادي الروتاري عن مرض التيفوييد وسبب انتشاره في المدينه. وتحتوي المحاضره علي نصايح وارشادات للجمهور وعدد المصابين بهذا المرض. وفي مستشفي الحكومه الان ۱۷۰ مصابا ، الاصابات في المدينه والقري المجاوره ثلاثمايه . اما الذين جري وكان مجموع تطعيمهم ضده فزادوا علي عشره الاف نسمه . وقد زيد عدد السرر المخصصه للتيفوييد في المستشفي من ٢٢٠-٤٨٤ و خصص في مستشفي هداسا امكنه الي از بغين مصابا ، وتفيد القيود وجود ٣٤٠ سريرا في مستشفيات الناضره وطبريا وصفد وهناك ثلاثه امكنه …	0	0	0	absent			no-register-coverage
1942-07-16	difaa	difaa19420716-01.1.2	smallpox	الجدري	dateline	Haifa		y		…في المدينه والقضاء تقيم السنما المتجوله التابعه لمكتب المطبوعات حفلات عديده في حيفا وقضاها اعتبارا من يوم ١٦ الجاري لغايه ٢٤ منه تطعيم الصيصان ضد مرض الجدري تنتدب دايره الزراعه في الاسبوع القادم احد موظفيها التعميم الصيصان التي يوم بيعت للجمهور ضد مرض الجدري . وينتهي توزيع الصيصان في هذه السنه. ٢٧ تموز الجاري جوله ضابط التطوع علي مدن وقري | قام ضابط التطوع السيد مصطفي اللي بجوله الي الجاعونه وطبريا وبعض ق…	0	0	0	absent			no-register-coverage
1942-07-21	difaa	difaa19420721-01.1.3	typhoid	التيفوييد	other:Acre	Acre		y		…ضروره التطعيم ضد مرض التيفوييد…							
1942-07-21	difaa	difaa19420721-01.1.3	typhoid	التيفوييد	page			y		…انتشر مرض التيفوييد في المدينه والقري المجاوره . وقد اهتم طبيب الصحه الدكتور اديب خرطبيل بالامر وتجول في الاحياء والشوارع ، والقري التي اصابها هذا المرض واصدر اعلانا يدع…							
1942-07-24	difaa	difaa19420724-01.1.3	typhoid	التيفوييد	dateline	Haifa				…حيفا في ٢٣ تموز - لمراسل الدفاع الخاص - هبطت حوادث التيفوييد هبوطا كبيرا و نقص خطرها علي اثر الاهتمام الذي تبديه دايره الصحه واطباءها وارشاد الجمهور الي احسن الطرق للوقايه من هذا المرض لجنه البلديه تنظر مساله ر…	0	0	0	absent			no-register-coverage
1942-07-30	difaa	difaa19420730-01.1.2	typhoid	التيفوييم	page			y		…اصابات التيفوييم…							
1942-07-30	difaa	difaa19420730-01.1.2	typhoid	بالتيفوييد	page			y		…اصدرت دايره الصحه العامه تعليماتها الي جميع الاطباء والمولدات بان يخبروا اطباء الحكومه المسيولين عن كل اصابه بالتيفوييد يعلمون بامرها حالا ليتخذ الطبيب المسيول الاجراءات السريعه في نقل المريض وعزله عن المجاورين…							
1942-08-03	difaa	difaa19420803-01.1.3	typhoid	التيفوييد	dateline	Haifa	y	y		… وشحن فاصيب سايق الباص واسمه افرايم بنروغ بجروح في راسه وادخلي الي مستشفي هداسا في حاله خطره . ولم يصب احد سواه من الركاب فتح عيادات جديده للتطعيم ضد التيفوييد بمناسبه انتشار اصابات التيفوييد قررت دايره الصحه فتتح عيادات مجهزه بالادوات الصحيه لتطعيم السكان . وقد تم حتي الان فتح عيادات من هذا النوع في الاماكن التاليه : مستشفي الحكومه ، مستش…	0	0	0	absent			no-register-coverage
1942-08-04	difaa	difaa19420804-01.1.2	malaria	الملاريا	page					…سكان علي استهلاك فاكهه العنب اكلا وعصيرا . و اجاب علي سءال اخر يتعلق بزراعه الارز في الحوله فقال ان الارز كان يزرع في تلك المنطقه قبل عشرين سنه ، لكن الملاريا حالت دون مواصله زرعه…							
1942-08-04	difaa	difaa19420804-01.1.2	malaria	الملاريا	page					…وقد اتخذت دايره الزراعه التدابير ازرع المساحات غير قليله من اراضي بحيره الحوله بالارز ، واجرت تحسينات بمسيله الري حالت دون الملاريا. وقد نجحت التجربه. و اجاب مراقب الانتاج الزراعي علي سءال يتعلق بمحصول القمح والشعير في هذه السنه، فقال ان محصول القمح يقدر ، علي وجه العموم، ب ١١٢ ال…							
1942-08-05	difaa	difaa19420805-01.1.2	malaria	الملاريا	page					…ه الدواير الذين نجحوا في دوره التدريب الصحي التي جرت في شهر نيسان الماضي بدايره الصحه العامه لمكافحه الامراض الساريه ، و الاسعافات الاوليه ، و مكافحه الملاريا العمليه في عكا وكان عدد الذين تقدموا في هذه الدوره شخصا ٣٣ مختلف البلدان نجح من الساده. بينهم ١١ منهم ثلاثه من ياقا هم خليل مازين نايب رييس مفتشي بلد…							
1942-08-11	difaa	difaa19420811-01.1.3	typhoid	التيفوييد	dateline	Haifa	y	y		…قله اصابات اليفوييد واهتمام دايره الصحه حيفا في ١٠ اب لمراسل الدفاع الخاص - خفت حوادث اصابات مرض التيفوييد في المده الاخيره بنسبه مرضيه نتيجه للجهود التي بذلتها دايره الصحه وقد عرف ان عدد المصابين به ممن لا يزالوا في المستشفيات لا يتجاوز الميه. ولوحظ ان اك…	0	0	0	absent			no-register-coverage
1942-08-11	difaa	difaa19420811-01.1.3	typhoid	التيفوييد	dateline	Haifa		y		… الحكومه هنا وصحه اخذه في التحسن واهتمت دايره الصحه بالحادث و اتخذت تدابير سريعه الصيد الجراد ين التي يعتقد انها سبب هذه الامراض . استمرار التطعيم ضد التيفوييد في المدن الصحه تطعيم السكان ضد مرض التيفوييد في عكا ، صفد ، توالي دايره الناصره وطبريا شكر سكان محلتين لمدير شركه المياه جاء الي هذه الوكاله وقد يراسه السيد الحاج حامد البنا عن محلتي وادي الصليب…	0	0	0	absent			no-register-coverage
1942-08-11	difaa	difaa19420811-01.1.3	plague	بالطاعون	dateline	Haifa	y	y		…لي دايره البوليس رفع رءساء الطوايف عريضه الي رياسه البوليس يطلبون فيها مكافحه المحلات المشبوهه محافظه علي الاخلاق ويتوقعون اهتماما بهذا الشان . اصابه بالطاعون في قريه شفاعمرو وقعت في قريه شفاعمر و اصابه بالطاعون نقل المصاب بها الي مستشفي الحكومه هنا وصحه اخذه في التحسن واهتمت دايره الصحه بالحادث و اتخذت تدابير سريعه الصيد الجراد ين التي يعتقد انها سبب هذه الا…	0	0	0	absent			no-register-coverage
1942-09-23	difaa	difaa19420923-01.1.3	typhoid	التيفوييد	page			y		… السيد عبد الرزاق قليبو القايمقام اعماله اليوم الي خلفه السيد نقولا سابا ه وسيمين السيد احسان هاشم قايمقاما لله ابتداء من اول السنه المقبله انتشر مرض التيفوييد بين السكان فنرجو من دايره الصحه في الرمله ان ترسل شخصا للتطعيم في الله عينت دايره الزراعه السيد جميل برزق في منصب مامور زراعه القضاء الله وتعين السيد…							
1942-09-27	difaa	difaa19420927-01.1.3	smallpox	الجدري	page			y		… خصم المبالغ التي قد يكون الحاج قد اقترضها من القنصل البريطاني في جده او من الحكومه المصريه ويجب ان يكون الحاج حاملا الجواز سفر وشهاده تفيد تلقيحه ضد الجدري والكوليرا وتذاكر سفر بالسكه الحديد من بلدته الي السويس ذهابا وايابا ويجب ان تقدم الطلبات قبل الحادي عشر ذي القعده الموافق ۲۰ تشرين الثاني القادم - يج…							
1942-09-27	difaa	difaa19420927-01.1.3	cholera	والكوليرا	page			y		…مبالغ التي قد يكون الحاج قد اقترضها من القنصل البريطاني في جده او من الحكومه المصريه ويجب ان يكون الحاج حاملا الجواز سفر وشهاده تفيد تلقيحه ضد الجدري والكوليرا وتذاكر سفر بالسكه الحديد من بلدته الي السويس ذهابا وايابا ويجب ان تقدم الطلبات قبل الحادي عشر ذي القعده الموافق ۲۰ تشرين الثاني القادم - يجري النظر ف…							
1942-10-02	difaa	difaa19421002-01.1.3	typhoid	التيفوييد	dateline	Haifa	y	y		…اسماعيل كمال لا تمام علومه في كليه الطب في الجامعه الاميركيه بعد ان اتم مده التمرين في مستشفي الحكومه بحيفا وقد زود بكميه من دواء اكتشف حديثا لمعالجه التيفوييد لتجربته في الجامعه واسمه « الدستان »…	0	0	0	absent			no-register-coverage
1942-11-09	difaa	difaa19421109-01.1.3	smallpox	الجدري	dateline	Haifa	y	y		…مرك حتي لا يقع ما وقع في السنه الماضيه من منع الجمهور الدخول الي المرفا الا بعد التطعيم خوفا من الامراض . توفي في مستشفي الحكومه الطفل الذي اصيب بمرض الجدري بحي الكرمل منذ اسبوع ويبلغ من العمر سنتين . وقد وزعت دايره الصحه ابر التلقيح علي جميع الاطباء ليتولوا تطعيم الجمهور…	0	0	0	absent			no-register-coverage
1942-11-11	difaa	difaa19421111-01.1.3	typhoid	التيفوييد	page			y		…هبوط عدد الاصابات بمرض التيفوييد…							
1942-11-11	difaa	difaa19421111-01.1.3	typhoid	التيفوييد	dateline	Haifa	y	y		…حيفا في ١٠ تشرين الثاني - لمراسل الدفاع الخاص - هبطت اصابات التيفوييد في المدينه وشفي القسم الاكبر من المصابين ولا يزال في مستشفي الحكومه ٦٠ شخصا تقريبا وتبدي دواير الصحه نشاطا كبيرا في محاربه هذا المرض حتي انعدمت الاصا…	0	0	0	absent			no-register-coverage
1942-11-12	difaa	difaa19421112-01.1.3	typhoid	التيفوييد	page					…المعابد وتاجيل البت بامانه المدارس الاهليه الي ما بعد بحثها مع مدراء هذه المدارس وامتلاك قطعه ارض شرقي البلد للنفايا . - بلغ عدد الذين تطعموا بمصل ضد التيفوييد في الله ۲۰۰۰ شخص في خلال الايام الاخيره . طلب القايمقام من رييس المكتبه ان يسمح للمراجعين من الناس بمقابلته بدون استدعاءات تسهيلا لاعمالهم . دخل السي…							
1942-11-16	difaa	difaa19421116-01.1.3	influenza	الانفلونزا	page					…علي وجه لا TEASPOONEDLT OIEING WATER & S مثيل له فاسرع في تناول البوفريل علي الاقل مره في اليوم لك القوه ري BOVRIE البوفريل الخصوصيه اللازمه المقاومه الانفلونزا ovan LYOLANDON CNGLAND الموزعون الوحيدون في فلسطين…							
1942-11-23	difaa	difaa19421123-01.1.3	smallpox	بالجدري	dateline	Haifa	y	y		…هله ، لذلك طلب اهل المصاب لفت نظر السلطات المسيوله لعدم اتكرار لامثل هذا الحادت التكرار لمثل الحادث من اخبار تلفونيه مختصره في سطور التلقيح- اصيب طفل بالجدري فادخل المستشفي الحكومي واقبل الناس علي خوفا من المرض . انتدبت لجنه المعارف الاسلاميه السيد يوسف الجابر مديرا للمدرسه الاسلاميه بحيفا فنهديه . زار مين…	0	0	0	absent			no-register-coverage
1942-11-25	difaa	difaa19421125-01.1.3	smallpox	الجدري	page			y		…ازدياد الاقبال علي التلقيح ضد الجدري…							
1942-11-25	difaa	difaa19421125-01.1.3	smallpox	الجدري	dateline	Haifa		y		…حيفا في ٢٤ تشرين الثاني - لمراسل الدفاع الخاص - ازداد اقبال الجمهور علي التلقيح ضد الجدري علي اثر اصابه ظهرت بهذا المرض وقد ارسلت دايره الصفحه موظفيها للمدارس الاميريه ليقوموا بتطعيم التلاميذ واعطت الاطباء ابرا حتي يلقحوا كل من يريد التطعي…	0	0	0	absent			no-register-coverage
1942-11-26	difaa	difaa19421126-01.1.2	plague	الطاعون	page					…لاشراف علي الشيون الصحيه العامه وزودوا بعض السكان بالنصايح المفيده ولفتوا نظرهم الي ضروره الاهتمام بالنظافه والقضاء علي الجرذان التي تنقل عاده ميكروب الطاعون و يتخذ مفتشو البلديه الترتيبات اللازمه لتطهير الاماكن التي يظهر انها تلجا اليها…							
1942-12-10	difaa	difaa19421210-01.1.2	diphtheria	دفتري	paragraph					…ب في ابداء بعض ملاحظات حول هذا الموضوع وهي ان حاملي مترجف زياده النقط هو عدم وجود المواد الخاضعه لنظام النقط ، فلو وجد البيض مثلا لما بقي ولا نقطه في دفتري وكان يلزمنی دفتر اخر لشراء البرغل والسميد والارز و حبوب الافطار المعدومه الوجود المعكرونه فلم اعثر عليها في الشهر حتي الماضي . فعوضا عن تقليل النقط ا…	0	0	0	absent			no-register-coverage
1942-12-23	difaa	difaa19421223-01.1.2	plague	بالطاعون	page			y		…بعض اصابات بالطاعون في محله السكرتون تعاون دايرتي الصحه والبلديه علي المكافحه…							
1942-12-23	difaa	difaa19421223-01.1.2	plague	الطاعون	page			y		…اتخذت داير تا الصحه والبلديه في باقا ترتيبات واسعه النطاق التطهير منطقه سوق الكرمل التي ظهر فيها بعض الاصابات الي علي انها من مرض الطاعون وارسلت البلديه صباح امس عددا كبيرا من عمالها الي المنطقه المذكوره واشتركوا مع عدد اخر في ازاله جميع البراكات والمخاشيب والبيوت القدره التي يظن ان الجرذان ناقلات الطاعون تاوي اليها. وتمكن العمال القايمون بعمليه التطور من العثور علي عدد كبير الي دايره الصحه لفحصها ومعرفه ما اذا كانت مصابه بامراض ساريه ام لا…							
1942-12-23	difaa	difaa19421223-01.1.2	smallpox	الجدري	page			y		…يبدي المسيولون اهتماما بالغا في وقايه السكان من الامراض الخطره ويعملون علي ازاله الاسباب التي تنشا عنها ولوحظ ان عددا كبيرا من السكان قدتم تلقيحهم ضد الجدري والطاعون في الايام الاخيره ، وقد يزيد هذا العدد في المستقبل الغريب حتي يشمل جميع سكان المدينه .…							
1942-12-23	difaa	difaa19421223-01.1.2	plague	والطاعون	page			y		…مسيولون اهتماما بالغا في وقايه السكان من الامراض الخطره ويعملون علي ازاله الاسباب التي تنشا عنها ولوحظ ان عددا كبيرا من السكان قدتم تلقيحهم ضد الجدري والطاعون في الايام الاخيره ، وقد يزيد هذا العدد في المستقبل الغريب حتي يشمل جميع سكان المدينه .…							
1942-12-23	difaa	difaa19421223-01.1.2	plague	بالطاعون	page			y		…ديه بعد ان قضي في الحمه حوالي العشرين يوما للراحه والاستجمام، وقد توافد اصدقاءه ووجهاء المدينه للسلام عليه وعاد كذلك المستر سكوت كاتب المدينه A اصابه بالطاعون قالت البالستين بوست في عددها الصادر امس انه ظهر في مستعمره شمارياه و بجوار هر از یا اصا الطاعون وهناك اصابتان اخویان مشتبه بهما في مستعمره في براك ، وقد اكتشفت اول اصابه بني بالطاعون قبل اسبوعين عند وجود الجرذان في مستودع حبوب في المستعمره وقد اتخذت الاجراءات للقضاء الحمايه السكان من الاوبيه . المساهمه في طريق قررت الحكومه المساهم…							
1942-12-28	difaa	difaa19421228-01.1.2	plague	بالطاعون	page		y	y		…الداودي القاضي في كلمه المركزيه الي غزه لقضاء قسم من ع المحاكم هناك وقد رافقه في هذه الرحاله السيد جواد مساعد مفتش الحد مدرسيه في دايره المعارف الاصل بالطاعون جاء في نتانيه اصدرها مستشفي الحكومه للامر الساريه في بني براك علي طريق مليح اثنين من المصابين الخمسه بالطاعون دورا المستشفي بعد ان نجوا تماما من وهما من مستعمره کفار شمر يا هو انه الباقون فقد طرا تحسن اخر النهم…							
1942-12-28	difaa	difaa19421228-01.1.2	plague	بالطاعون	page			y		…راك منع دايره البلديه اعمالها في تطهير منطقه سوق الكرمل والاحياء المجاوره لها وبعد ان اطمانت الي الاجراءات التي قامت بها في الحي الذي ظهرت فيه اصابات بالطاعون اخذت في تطهير محله الكرتون والمنشيه مبالغه في الاحتياط وقام عمال البلديل امس بازاله البراكات والنيخاشيب واقفال الخانات الكثيره والعمل علي تطهيرها ورد…							
1942-12-28	difaa	difaa19421228-01.1.2	plague	الطاعون	page			y		…للمصلحه . وعلي دايره الصحه ايضا ان والناس الي التطعيم ضد هذه تدعو الامراض الساريه وان يجبر اهالي المناطق التي ظهرت فيها اصابات الطاعون علي…							
1942-12-28	difaa	difaa19421228-01.1.2	plague	الطاعون	page		y	y		…صادها التلقيح و نصيحتنا الي السكان ان يعنوا بالنظافه التامه في بيوتهم وان يزيلو الجميع الخرق الباليه وكل ما يمكن ان تلجا اليه اجر دال باقله الطاعون وان يعملو سي سد جميع الحروق التي تظهر في الجدران والمطابخ ودورات المياه . و نشرت « دافار ، ان مستشفي الحكومه للامراض الساريه في بني براك…							
1942-12-28	difaa	difaa19421228-01.1.2	plague	بالطاعون	page		y	y		…علي طريق اللبس اصدر نشره رسميه قال فيها انه لا صحه لما اشيع عن ادخال عدد جديد من المصابين بالطاعون للمستشفي و الصحيح ان عددهم لم يزد منذ اربعه ايام وهم ثلاثه اشخاص مصابون واثنان مشبوهان وقد تحسنت الخطر حاله الجميع وزال عنهم وقال مصدر مسيول امس ان الاجراءات والتدابير التي اتخذت المكافحه الطاعون لم تنحصر في صيد الفيران وهدم البيوت فقط بل تناولت اجراءات اخري هامه منها انتشار عدد من المفتشين للتحقيق عن الاماكن التي كان فيها المصابون قبل ظهور ال…							
1942-12-28	difaa	difaa19421228-01.1.2	plague	بالطاعون	page		y	y		…لوحظ ان الدقيق الموحد رقم ١١ الذي وزع اخيرا علي الاهلين ليس نقيا وقد لفت السكان دايره المءن لذلك وفاه مصاب بالطاعون ذكرنا امس ان دايره الصحه نقلت السيد محمد علي ابو شندي من سكان شارع العالم بمحله المنشيه الي المحجر الصحي في المدينه للاشتباه بانه مصاب بمرض الطاعون ، وقد علمنا انه نقل صباح امس الي مستشفي في براق علي طريق ا ملبس المنه لم يابث ان توفي متاثر اباصابته، و وقد ترك اربع نساء يعتمدن عليه في معيشتهن . رح…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	الطاعون	page					…المكافحه الطاعون…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	الطاعون	page					…علي اثمر ما كتب امس في ( الدفاع يق عن مرض الطاعون ازداد اهتمام السكان ال واخذوا يتوقون لمعرفه الاجراء الس والنصايح التي يتسغي اتباعها للقضاء علي هذا المرض ..…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	الطاعون	page					…عن اي شيء تريد ان احدثك ، فقلت ان الجمهور يهمه ان يعرف راي المختل في امر الطاعون ويريد ان تقه النصايح والتعليمات لكي يحرص علي اتباعها. وبعد ان اطلعته علي التحيه…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	بالطاعون	page			y		…ضيه متهدمه او عشش خشبيه او دكاكين متداعيه للسقوط . واذا وجد احد الاشخاص فارا ميتا فلا يلمسه ابدا وليخبر حالا دايره الصحه لتفحصه خوفا من ان يكون مصابا بالطاعون - ثم قال اذا عمل كل فرد من افراد الشعب بهذه النصايح فان الجميع ينجون من هذا المرض وثقوا ان هذه الاصابات لا تدعو اللخوف . ولا يظهر خطرها الا اذا اعمال…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	الطاعون	page					…قرار تخطيط جديد لتل ابيب حمله شديده علي مرض الطاعون…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	الطاعون	page					…فرفضت ان تزيد مساحتها و في سنه ١٩٣٨ زيدت المساحه ١٥٠ دونما اخري ودرس المجلس مساله مكافحه الطاعون فتقرر اعلان الحرب عليه حرب الا هواده بالا فيها ولا رحمه مهما كلف الامر وتقرر تاليف لجنه لترحيل السكان من المناطق الموبوءه ولجنه المحاربه المرض ثم يحث…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	بالطاعون	page		y	y		…نقل امس الي مستشفي الحكومه اللامراض المعديه قرب ملبس شخص اخر من سكان المنشيه بجوار حسن بك ، مشتبه فيه بانه مصاب بالطاعون. وقد سالنا المستشفي عن حالته فقيل انه قابل للمعالجه ، وحالته في تحسن .…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	الطاعون	page					…روكان رييسها ، شفهان مهندس بلدينها ، ارشتاین . و بحث في مقاومه الطاعون وايواء…							
1942-12-29	difaa	difaa19421229-01.1.2	plague	الطاعون	window			y		…طافه الطاعون في حيفا وتطعيم ٣٠ الفا…	0	0	0	absent			no-register-coverage
1942-12-29	difaa	difaa19421229-01.1.2	plague	الطاعون	window			y		…وجود الفيران في المدينه وقد بلغ عدد الذين تم تطعيمهم ضد الطاعون في حيفا . حتي الان ٣٠ الفا…	0	0	0	absent			no-register-coverage
1943-01-01	difaa	difaa19430101-01.1.3	smallpox	الجدري	page		y	y		… السيد وديع ترزي و حل ضيفا علي ابن عمه السيد صليبا اترازي . تقرر امس توزيع المياه علي الاهالي طيله النهار تبذل دايره الصحه جهودها في تطعيم الاهالي ضد الجدري - لا يزال رييس البلديه السيد سليم بشاره منحرف الصحه وهو عند نجله الدكتور سامي بشاره طبيب مستشفي الحكومه بيافا ويقوم مقامه هنا بالنيابه السيد نجيب الب…							
1943-01-04	difaa	difaa19430104-01.1.2	plague	الطاعون	page			y		…١ - بعد اصابات الطاعون ٢ البرتقال الي سوريا…							
1943-01-04	difaa	difaa19430104-01.1.2	plague	بالطاعون	page			y		…لم تقع ايه اصابه بالطاعون خلال الايام الاربعه الماضيه والحمد لله : ولا ريب ان الطبيعه قد ساعدت في ذلك ، فاشتداد البروده عامل كبير في عدم انتشار هذا المرض علي ان اعمال المكافحه…							
1943-01-04	difaa	difaa19430104-01.1.2	plague	الطاعون	page					…بينهم وبين السلطات المدنيه والعسكريه في هذا الموضوع . اصحاب البراكات المهدومه كانت العايلات اليهوديه التي از يلت براكاتها في حي الكرتون من اجل مقاومه الطاعون قد استولت علي دار جمعيه الكيرن كايمت وسكنت فيها لكنها انتقلت يوم امس بموافقه السلطات الي دار المهاجرين الواقعه في امكان ميناء تل ابيب وهي دار كبيره ك…							
1943-01-04	difaa	difaa19430104-01.1.2	plague	الطاعون	page		y	y		…ابعه والدقيقه ٣٧ من يوم الاربعاء القادم ويغرب بعد ا غروب شمس ذلك اليوم بمده تسع دقايق ويمكن رءيته وبذلك يكون يوم الخميس ا هو غره المحرم تدابير مكافحه الطاعون قالت ها رتس: يظهر ان الاجراءات والتدابير التي اتخذت في يافا وتل ابيب لمكافحه الطاعون قد نجحت في قطع هذا المرض ولم تقع اصابات جديده امن المصابون الذين نقلوا الي مستشفي الحكومه للامراض الساريه فقد تحسنت حالتهم وتجاوزوا الخطر جميعا . مکا…							
1943-01-04	difaa	difaa19430104-01.1.2	plague	الطاعون	page					…لدرس القاسي الذي القاه الطاعون العنايه التامه لمنع وقوع المرض…							
1943-01-04	difaa	difaa19430104-01.1.2	plague	الطاعون	page					…كتب احد كبار الاطباء المثالين في لواء الله كامه اشار فيها الي الدرس الالالالالامه الالا لا لا لا القابسي الذي القاه الطاعون علي مدينتي يافا وتل ابيب وقال ان هذا الدرس يجب ان يجعل السلطات المسيوله في المدينتين تعلم بان اهمال النظافه والعنايه قد يءدي في المستقبل الي سقوط ضحا…							
1943-01-11	difaa	difaa19430111-01.1.2	typhus	التيفوس	page					…تجين يصحبهم سكرتيراء السيد نقولا جلاد والادون تلكوفسكي بزياره مزرعه نيتر - مكفه اسراييل وشاهدوا التجارب التي قامت بها في مكافحه واباده الحشره السوداء التيفوس الاسمر التي تفشت مءخرا في كثير من البيارات وشوهت منظر ثمرها وقد ذكر لنا ان هذه التجربه افادت كثيرا في القضاء علي الحشره المذكرره وان مجلس مراقبه الحم…							
1943-01-21	difaa	difaa19430121-01.1.2	plague	الطاعون	page					…مضاعفه اعمال مكافحه مرض الطاعون…							
1943-01-21	difaa	difaa19430121-01.1.2	plague	الطاعون	page			y		…توالي دايره الصحه في يافا بالاشتراك مع دايره البلديه الجهود في مكافحه مرض الطاعون الذي تعددت اصاباته في مختلف احياء المدينه ، وقد تمت امس اعمال تنظيفات واسعه النطاق في محله المكابي المحطه ومحله ارشيد فازيلت و منطقه البراكات والتخاش…							
1943-01-21	difaa	difaa19430121-01.1.2	plague	الطاعون	page			y		…وقد اجتمع المستر موسجريف مساعد حاكم اللواء صباح امس بالدكتور زاهي حداد مساعد رييس اطباء اللواء وبحث معه عده شيون تتعلق بمكافحه الطاعون والاصابات الجديده التي ظهرت في محلتي النزهه وسوق اليهود، ووقف علي مدي الترتيبات الجاريه بهذا الشان ، وانتقل مساعد الحاكم بعد ذلك الي دايره البلديه حي…							
1943-01-21	difaa	difaa19430121-01.1.2	plague	الطاعون	page					…المكافحه مرض الطاعون ، وذلك علي قطعه الارض التي وقع الاختيار عليها قرب مسلخ البلديه ، وستشتمل كل وحده علي ثمانيه مطابخ و بيتي خلاء وغرفتين للحمام و سارحه للغسيل وقد زيد ع…							
1943-01-21	difaa	difaa19430121-01.1.2	plague	الطاعون	page			y		…تولي اعمال المكافحه بمعدل الضعف و تقرر ان تشترك دايره الصحه مع البلديه في دفع اجورهم 15 وقد يباشر اليوم او غدا في تبخير الاماكن التي ظهرت فيها اصابات الطاعون من جديد ويجري فرش الشوارع الموحله في مناطق الكرتون وسوق الكرمل والمنشيه بطيقه من الرمل مبالغه في النظافه اما الشخص الذي نقل امس الاول من محله النزهه …							
