n	id	date	publication	title	snippet
1	yomaneinharod19430813-01.1.2	13 August 1943	yomaneinharod	Page 2	"<div class=""txtsearchsnippet"">... גדולים, עלה בחדשים האחרונים למידה שלמעלה מכוח הקליטה של <b class=""highlightcolor"">בית־החולים.</b> אמנם הוקצו כבר לצורך מחלקה זו כמעט כל המחלקה ...</div>"
2	haolam19360611-01.1.7	11 June 1936	haolam	Page 7	"<div class=""txtsearchsnippet"">... בתי־חולים במושבות עם ‭100‬ מיטות ובית־חולים של הקהילה היהודית <b class=""highlightcolor"">בחיפה</b> עם ‭100‬ מיטות. במשך השנה הודגש עוד יותר העדר ...</div>"
3	hadoar19300627-01.1.9	27 June 1930	hadoar	Page 9	"<div class=""txtsearchsnippet"">נסעתי לחגיגת חנוכתו של <b class=""highlightcolor"">בית־החולים</b> המרכזי אשר לעובדי העמק, על־יד בפר־ילדים. לחגיגה זו נאספו ...</div>"
4	ytlv19440416-01.1.10	16 April 1944	ytlv	Page 10	"<div class=""txtsearchsnippet"">... אנו מקוים להגיע בשנה הבאה ל־‭350‬ מיטות! בהוצאות להחזקת <b class=""highlightcolor"">בית־החולים</b> בשנה זו היו ‭120. 000 ‬ לא""י , והקצבתה ...</div>"
5	ytlv19331015-01.1.4	15 October 1933	ytlv	Page 4	"<div class=""txtsearchsnippet"">... ‭, 3‬ עמוד ‭. 111 ‬ בית־החוליס העירוני. - <b class=""highlightcolor"">בית־החולים</b> העירוני הדסה' אפדיל־ספטמבר ‭-1933‬חוב' ‭, 2‬ עמ' ‭&gt;56 ‬ ...</div>"
6	haretz19460812-01.1.4	12 August 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">סוכלה התנפלות מזויינת על <b class=""highlightcolor"">בית־החולים</b> הממשלתי ביפו</div>"
7	dav19340830-01.1.21	30 August 1934	dav	Page 21	"<div class=""txtsearchsnippet"">... חדשות, ביניהן 15 עולות. באגודה מאורגנות כל האתיות אשר <b class=""highlightcolor"">בחיפה,</b> מלנד האחיות המוסמכות של ""הדסה"" והאחיות העובדות בקופת חולים. ...</div>"
8	ahr19480105-01.1.4	5 January 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... שוב על-ידי ה""הג• נה‭, ""‬פרצו הערביט לרובע היהודי מצד <b class=""highlightcolor"">_בית־החולים</b> לנבימ שברח' חבד. יש לציין שבהתקפות אלה שיתפה יחידת ...</div>"
9	dav19390531-01.1.6	31 May 1939	dav	Page 6	"<div class=""txtsearchsnippet"">מדוע אץ בונים בית חולים <b class=""highlightcolor"">בחיפה</b></div>"
10	ydv19470116-01.1.2	16 January 1947	ydv	Page 2	"<div class=""txtsearchsnippet"">... היוני בבזל. הישוב נזדעזע השבוע למעקה המחריד החז־ק קנעשה <b class=""highlightcolor"">בחיפה</b> והוא עלה בדמם קל ארבעה הרוגים אנגלים ועךבים ועשרות ...</div>"
11	hegeh19410309-01.1.3	9 March 1941	hegeh	Page 3	"<div class=""txtsearchsnippet"">... נכר ansehnlich התקציב לבריאות הצבור הכולל umfassen את החזקת <b class=""highlightcolor"">בית־החולים</b> העירוני ״הדסה״, שרות הנקיון (נקי = rein) ותמיכות (סובסידיות) ...</div>"
12	haolam19420326-01.1.3	26 March 1942	haolam	Page 3	"<div class=""txtsearchsnippet"">... ל. מגנס מורכבת מנציגי האוניברסיטה העברית בירושלים, התכניון העברי <b class=""highlightcolor"">בחיפה,</b> התחנה לחקר החקלאות ומכון דניאל זיו ברחובות. כל הצעה ...</div>"
13	haretz19381116-01.1.6	16 November 1938	haretz	Page 6	"<div class=""txtsearchsnippet"">... • כל עבודות הטיח בחזיתות של בית החורים הממשלתי <b class=""highlightcolor"">בחיפה</b> נעשו עם טיח;""מרמורוט"" ? ? ? ? י םדרגזת ...</div>"
14	ahr19471208-01.1.3	8 December 1947	ahr	Page 3	"<div class=""txtsearchsnippet"">... על מכוניות ובהתקפות קשות על שכונות הםפר בתל־אכיב ומהתנקשויות <b class=""highlightcolor"">בחיפה</b> ובידו? שליפ. ההגנה עמדה בקרבות קשים במוצ""ש בשפ' התקווה ...</div>"
15	hayomjlm19481122-01.1.1	22 November 1948	hayomjlm	Page 1	"<div class=""txtsearchsnippet"">היום הגיעה לנמל־האויר <b class=""highlightcolor"">בחיפה</b> משלחת מטעם המגבית היהודית המאוחדת בארצות הברית ; היא ...</div>"
16	dav19310116-01.1.3	16 January 1931	dav	Page 3	"<div class=""txtsearchsnippet"">... חוזה (בסכום של 100 לא""י לשנה אפשר להגדיל יאת <b class=""highlightcolor"">_בית־החולים</b> רק _י־‭10 — 8‬ מטות‭;(‬ג) ההכנסה _מתחומים לא תגיע ...</div>"
17	mivrak19480423-01.1.8	23 April 1948	mivrak	Page 8	"<div class=""txtsearchsnippet"">בסיון בחיטי נוסך ל״תווך"" בין היהודי□ והערבי□ <b class=""highlightcolor"">בחיפה</b></div>"
18	hagalgal19470731-01.1.5	31 July 1947	hagalgal	Page 5	"<div class=""txtsearchsnippet"">... וכוחו בתנאי־הדיור, ומזון טוב הנו יקר מדי. דבר פשה <b class=""highlightcolor"">בחיפה,</b> ונגע זה פוגע באדם ללא אפליה פוליטית. בעוד שהילדים ...</div>"
19	hayomjlm19480903-01.1.4	3 September 1948	hayomjlm	Page 4	"<div class=""txtsearchsnippet"">... השירות הרפואי לשעבר, ביניהם קצין הרפואה הראשי, ומנהלים את <b class=""highlightcolor"">בית־החולים</b> הממשלתי ביפו המשמש בעיקר את שבויי המלחמה הערביים. המו״מ ...</div>"
20	mivrak19480422-01.1.5	22 April 1948	mivrak	Page 5	"<div class=""txtsearchsnippet"">... ע״י היהודים ראריו לונדון מודיע, כי בניין המפקדה הבריטית <b class=""highlightcolor"">בחיפה</b> נזוק בפגז מרגמה. כוחות חכטחון היהודיים הזחידו את הערכים ...</div>"
21	hbkr19351022-01.1.6	22 October 1935	hbkr	Page 6	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית־החולים</b> ""רפאל"" ברמת־גן</div>"
22	mivrak19480519-01.1.1	19 May 1948	mivrak	Page 1	"<div class=""txtsearchsnippet"">... רשמית את הטענה והיהודית׳ שלפיה הפציצו המטוסים המצריים את <b class=""highlightcolor"">בית־החולים</b> בת״א.</div>"
23	mivrak19480615-01.1.5	15 June 1948	mivrak	Page 5	"<div class=""txtsearchsnippet"">... ®מובלעת חיפה» תפונה תוך שלושה ימים צבא הכיבוש הבריטי <b class=""highlightcolor"">בחיפה</b> ריכז כנופיות בכפר טירה</div>"
24	bamahane19481118-01.1.16	18 November 1948	bamahane	Page 16	"<div class=""txtsearchsnippet"">... עברית למתחילים בכל מחנות הצבא. עזרה לפצועיס א. ביקרתי <b class=""highlightcolor"">בחיפה</b> במועדון החיילים. נכנסתי וישבתי לשולחן, כמו במועדון החיילים בתל־אביב. ...</div>"
25	haretz19461205-01.1.4	5 December 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">אפתעה חדשה נגרמה לעובדי <b class=""highlightcolor"">בית־החולים</b> העירוני בתל־אביב אחרי חטיפת הפצוע האלמוני שלשום. אתמול אחרי ...</div>"
26	hegeh19450508-01.1.4	8 May 1945	hegeh	Page 4	"<div class=""txtsearchsnippet"">... בשחלות אף, אזן ןגרון, לנתוחי־ עינים ולמקרים אחרים. מנהל <b class=""highlightcolor"">בית־החולים</b> ?חיה ד״ר רוזנקרנץ, שךרה עד עתה רופא מחוזי בקפת־הולים ...</div>"
27	hadoar19460823-01.1.15	23 August 1946	hadoar	Page 15	"<div class=""txtsearchsnippet"">... פעלו עלי והקלו את מכאובי..."" גם הרב בבית־הכנסת שעל־יד <b class=""highlightcolor"">בית־החולים</b> מדבר עברית, ואחרי קבלת שבת פנה אליו אחד מן ...</div>"
28	hagalgal19461226-01.1.9	26 December 1946	hagalgal	Page 9	"<div class=""txtsearchsnippet"">בתקציבו של <b class=""highlightcolor"">בית־החולים</b> ע״י החזקת שלושים ושתים מיטות. גם כאן פועל הנרחפאים ...</div>"
29	misharvetaasiyah19320705-01.1.13	5 July 1932	misharvetaasiyah	Page 13	"<div class=""txtsearchsnippet"">... ההוצאות של מחלקת הבריאות הוגדלו משום הרחבת פעולותיו של <b class=""highlightcolor"">ביתהחולים</b> הממשלי <b class=""highlightcolor"">בחיפה,</b> לאחר שנסגרו בתי־החולים הפרסיים בצפת ובטבריה. להוצאות ...</div>"
30	haolam19360820-01.1.5	20 August 1936	haolam	Page 5	"<div class=""txtsearchsnippet"">... דרך ת""א תחת שמירה מעולה). ימי דמים. — ליד <b class=""highlightcolor"">בית־החולים</b> הממשלתי ביפו נרצהו ביריות מן המארב, האחיות חרחמניות מרתה ...</div>"
31	ahr19470720-01.1.1	20 July 1947	ahr	Page 1	"<div class=""txtsearchsnippet"">... _^־ ‭% _SKSP_*‬ "" לראוה, לזמן קצר בבית מסחרי <b class=""highlightcolor"">בחיפה.</b> ‭1 _!‬ !_־_•‭\ Bt‬ • י המעוניינים ברכישתה או ...</div>"
32	dav19480125-01.1.4	25 January 1948	dav	Page 4	"<div class=""txtsearchsnippet"">בבית החולים _הטפשלתי <b class=""highlightcolor"">בחיפה</b> _מתהלננים פור9ים חמושים כבתוך ש?ר. מ</div>"
33	hmf19440818-01.1.6	18 August 1944	hmf	Page 6	"<div class=""txtsearchsnippet"">... ולשמעה ברחו הגנבים. חדסה"" ליא תשותף ‭rroir!‬ בהנחלת ""י <b class=""highlightcolor"">בית־החולים</b> העירוני בת""א ? מוסרים לנו כי סיעת _לפועלים במועצת ...</div>"
34	tsohorayimhaifa19460502-01.1.1	2 May 1946	tsohorayimhaifa	Page 1	"<div class=""txtsearchsnippet"">... באפריל נרשמו בארץ 46 מקרי מגיפה חדשים, מהם 1 <b class=""highlightcolor"">בחיפה,</b> שהובא מחוץ לארץ. המגיפות כוללות: דבר, חולירע, אבעבועות, טיפוס.</div>"
35	hegeh19440421-01.1.4	21 April 1944	hegeh	Page 4	"<div class=""txtsearchsnippet"">... האזריוי"" הקרובה לביתו ולמלא חובתי הקסנר — Gewiwen. גם <b class=""highlightcolor"">בחיפה</b> ולירושלים ??®?מיי האעלה. ?ש לקרות, שאיש לא ?סנע את ...</div>"
36	haolam19380324-01.1.9	24 March 1938	haolam	Page 9	"<div class=""txtsearchsnippet"">... ו""זבולוך ועוד. — באוקטובר יופתח בי""ס ימי ליד התבניון <b class=""highlightcolor"">בחיפה,</b> ובו ילמדו ‭40‬ צעירים במשך ‭4—3 ‬ שנים, לימודים ...</div>"
37	hayomjlm19480426-01.1.1	26 April 1948	hayomjlm	Page 1	"<div class=""txtsearchsnippet"">מישטד עברי נכון <b class=""highlightcolor"">בחיפה</b></div>"
38	haretz19441229-01.1.6	29 December 1944	haretz	Page 6	"<div class=""txtsearchsnippet"">... הודיעה פיק''א כי הברונית ד, ק־ דישה מגרש לבנין <b class=""highlightcolor"">בית־החולים</b> באדמות ארד אל בלן ברחובות החלוץ והרצל ועד הקמת ...</div>"
39	haolam19361029-01.1.9	29 October 1936	haolam	Page 9	"<div class=""txtsearchsnippet"">... לביה""ד חוגשח ע""י תושב יהודי מירושלים. בבית־הדין לפשעים חמודים <b class=""highlightcolor"">בחיפה</b> נתברר דינו של צועני מצדי , שהשתתף ב""כנופיה"" ונתפס ...</div>"
40	haolam19360827-01.1.5	27 August 1936	haolam	Page 5	"<div class=""txtsearchsnippet"">... האחיות העבריות בארץ על רצח שתי האחיות היהודיות ליד <b class=""highlightcolor"">בית""החולים</b> ביפו, נתקבל מברק מאת אליציה ללויד םטיל, נשיאת המועצה ...</div>"
41	itonmeyuhad19470214-01.1.8	14 February 1947	itonmeyuhad	Page 8	"<div class=""txtsearchsnippet"">... השרוכים לפנות אך ורק בכתב: בתל־אביב׳ ח. ד. 4091; <b class=""highlightcolor"">בחיפה:</b> ת. ד. 1119: בירושלים, ח. ד. 1475. בקורים והזמנות ...</div>"
42	haolam19360611-01.1.8	11 June 1936	haolam	Page 8	"<div class=""txtsearchsnippet"">... מעונות־יום לילדים בתל־אביב, בחיפד. ובירושלים וגם תחנות טיפול בתינוקות <b class=""highlightcolor"">בחיפה,</b> ברחובות, בפתח־תקוה, בראשון־לציון ובנם־ציונה (האחרונה בשד תפות עם הדסה). ...</div>"
