n	id	date	publication	title	snippet
1	falastin19370221-01.1.7	21 February 1937	falastin	Page 7	"<div class=""txtsearchsnippet"">- <b class=""highlightcolor"">حيفا</b> في ٢٠ شباط- نظر المستر بيلي وكيل حاكم اللواء ...</div>"
2	falastin19471210-01.1.4	10 December 1947	falastin	Page 4	"<div class=""txtsearchsnippet"">... من اهالي نا فقتل ، وتوفي صباح امس في <b class=""highlightcolor"">المستشفى الحكومي</b> بيانا سعيد عبد القادر الذي نقل إلى المستشفى ...</div>"
3	falastin19471005-01.1.4	5 October 1947	falastin	Page 4	"<div class=""txtsearchsnippet"">... وطفلان و مجموعهم ١٠ وذهب هم هؤلاء المرضى إلى <b class=""highlightcolor"">المستشفى الحكومي</b> ۱۰ رجال و ٤ نساء من الاقرباء وبهذا ...</div>"
4	falastin19351009-01.1.7	9 October 1935	falastin	Page 7	"<div class=""txtsearchsnippet"">رسالة <b class=""highlightcolor"">حيفا</b></div>"
5	falastin19350508-01.1.7	8 May 1935	falastin	Page 7	"<div class=""txtsearchsnippet"">... احتفاء باليوبيل الفضى يرقية للعفو عن سجناء الاضطرابات - <b class=""highlightcolor"">حيفا</b> في ٦ ايار - لمراسل فلسطين الخاص – رفعت ...</div>"
6	falastin19470713-01.1.2	13 July 1947	falastin	Page 2	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> في ١٢ تموز - المراسل فلسطين الحاس . توجة ...</div>"
7	falastin19321104-01.1.11	4 November 1932	falastin	Page 11	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">حيفا</b> فى ٣ تشرين الثاني - - المراسل فلسطين الخاص ...</div>"
8	falastin19380723-01.1.3	23 July 1938	falastin	Page 3	"<div class=""txtsearchsnippet"">... تناول الحلة الحاضرة حاكم اللواء الشمالي يجتمع وصل من <b class=""highlightcolor"">حيفا</b> حاكم اللواء الشمالي واجتمع الى القائم باعمل السكرتير العام. ...</div>"
9	falastin19380526-01.1.3	26 May 1938	falastin	Page 3	"<div class=""txtsearchsnippet"">... : على حدة اشخاص من الحامولتين ونقل الجرحى إلى <b class=""highlightcolor"">المستشفى الحكومي</b> في القدس تأجيل حفلة سينمائية في القدس ان ...</div>"
10	falastin19470218-01.1.2	18 February 1947	falastin	Page 2	"<div class=""txtsearchsnippet"">... خشب صنادى حمضيات الحساب الوزرة اما حركة الشحن في <b class=""highlightcolor"">حيفا</b> فقد كانت متوقفة بسبب منم التجول هنالك وقد ابلغ ...</div>"
11	falastin19470211-01.1.2	11 February 1947	falastin	Page 2	"<div class=""txtsearchsnippet"">... جفا بحرت بهم الليل . وقد اعلن اليهود اضراباتي <b class=""highlightcolor"">حيفا</b> بين</div>"
