date	pub	page_id	verdict	hospital_mentions	towns_in_range	other_haifa_hospitals	found_by
1940-08-20	hbkr	hbkr19400820-01.1.3	haifa	1	haifa		maqaf
1940-09-22	hbkr	hbkr19400922-01.1.4	untowned	2			spelled
1940-09-23	hashaah	hashaah19400923-01.1.1	untowned	1			spelled
1940-10-08	dav	dav19401008-01.1.4	other	6	jerusalem	hadassah	spelled
1940-11-27	hbkr	hbkr19401127-01.1.2	untowned	2			abbreviated
1940-12-03	hbkr	hbkr19401203-01.1.4	untowned	2			spelled
1940-12-05	hmf	hmf19401205-01.1.1	untowned	1			spelled
1940-12-27	hashaharerev	hashaharerev19401227-01.1.1	haifa	2	haifa		maqaf
1940-12-29	hbkr	hbkr19401229-01.1.4	haifa	3	haifa		spelled
1941-01-13	dav	dav19410113-01.1.4	untowned	4			spelled
1941-02-20	dav	dav19410220-01.1.4	other	2	jerusalem		indefinite
1941-02-20	hbkr	hbkr19410220-01.1.3	other	9	jaffa		indefinite
1941-02-23	dav	dav19410223-01.1.4	other	1	jerusalem		spelled
1941-02-23	hzh	hzh19410223-01.1.1	other	1	telaviv		spelled
1941-03-06	dav	dav19410306-01.1.2	other	22	jaffa,telaviv		spelled
1941-03-25	hbkr	hbkr19410325-01.1.3	haifa	2	haifa	hadassah	abbreviated
1941-05-09	hbkr	hbkr19410509-01.1.7	untowned	1			spelled
1941-06-08	hzh	hzh19410608-01.1.3	untowned	3			spelled
1941-06-13	haretz	haretz19410613-01.1.8	haifa	3	haifa	hadassah	spelled
1941-06-20	hbkr	hbkr19410620-01.1.7	other	2	jaffa		spelled
1941-08-05	hbkr	hbkr19410805-01.1.3	other	2	jerusalem		abbreviated
1941-08-25	hbkr	hbkr19410825-01.1.3	haifa	1	haifa		abbreviated
1941-08-29	hbkr	hbkr19410829-01.1.7	haifa	1	haifa		abbreviated
1941-09-02	haretz	haretz19410902-01.1.4	untowned	5			spelled
1941-09-03	hbkr	hbkr19410903-01.1.3	haifa	1	haifa		abbreviated
1941-09-11	hbkr	hbkr19410911-01.1.3	other	4	jerusalem	hadassah	abbreviated
1941-09-14	dav	dav19410914-01.1.4	other	6	jerusalem,nablus		spelled
1941-09-15	dav	dav19410915-01.1.4	other	4	jaffa	hadassah	spelled
1941-09-26	hbkr	hbkr19410926-01.1.6	mixed	5	acre,haifa,jerusalem	hadassah	spelled
1941-10-07	hmf	hmf19411007-01.1.4	mixed	1	haifa,telaviv		spelled
1941-10-19	hbkr	hbkr19411019-01.1.4	other	2	telaviv		abbreviated
1941-10-28	hmf	hmf19411028-01.1.2	other	5	jaffa	hadassah	indefinite
1941-11-03	hbkr	hbkr19411103-01.1.3	other	5	acre,jerusalem		spelled
1941-11-06	hmf	hmf19411106-01.1.3	other	2	jerusalem		spelled
1941-12-15	ytlv	ytlv19411215-01.1.1	other	5	telaviv		indefinite
1942-01-08	hzh	hzh19420108-01.1.2	other	3	jaffa		spelled
1942-01-12	hzh	hzh19420112-01.1.4	other	2	jaffa		spelled
1942-01-18	dav	dav19420118-01.1.4	other	6	jaffa	hadassah	maqaf
1942-01-27	hmf	hmf19420127-01.1.4	mixed	6	haifa,telaviv	hadassah	indefinite,spelled
1942-02-16	hzh	hzh19420216-01.1.2	untowned	1			spelled
1942-03-17	hzh	hzh19420317-01.1.3	no_hospital_term	0			indefinite
1942-03-19	haolam	haolam19420319-01.1.4	untowned	1			indefinite
1942-04-14	dav	dav19420414-01.1.1	other	2	jerusalem		spelled
1942-05-21	haretz	haretz19420521-01.1.8	other	6	jaffa,jerusalem,telaviv	hadassah	spelled
1942-06-08	dav	dav19420608-01.1.2	other	8	jerusalem	hadassah	spelled
1942-06-08	hmf	hmf19420608-01.1.4	other	1	jerusalem,telaviv		spelled
1942-06-16	hmf	hmf19420616-01.1.2	mixed	3	haifa,jaffa	hadassah	spelled
1942-06-23	hmf	hmf19420623-01.1.4	untowned	5			indefinite
1942-06-24	hbkr	hbkr19420624-01.1.4	haifa	4	haifa		spelled
1942-06-25	hbkr	hbkr19420625-01.1.5	untowned	1			abbreviated
1942-06-26	haretz	haretz19420626-01.1.6	untowned	4			maqaf
1942-06-26	hbkr	hbkr19420626-01.1.6	untowned	2			abbreviated
1942-07-01	haretz	haretz19420701-01.1.2	other	6	jaffa,jerusalem,telaviv		maqaf
1942-07-09	haretz	haretz19420709-01.1.3	other	2	jaffa,jerusalem,safed		indefinite
1942-07-16	dav	dav19420716-01.1.4	no_hospital_term	0			abbreviated
1942-07-17	dav	dav19420717-01.1.6	other	2	jaffa		spelled
1942-07-19	haretz	haretz19420719-01.1.4	other	5	jaffa,jerusalem		indefinite,maqaf
1942-07-30	hbkr	hbkr19420730-01.1.4	mixed	4	haifa,jerusalem	hadassah	spelled
1942-08-02	hmf	hmf19420802-01.1.4	other	5	jaffa,jerusalem,telaviv	hadassah	spelled
1942-08-05	hmf	hmf19420805-01.1.3	other	3	jaffa,jerusalem		indefinite
1942-08-05	hzh	hzh19420805-01.1.1	untowned	1			spelled
1942-08-07	dav	dav19420807-01.1.4	other	3	jaffa,safed		indefinite
1942-09-17	haolam	haolam19420917-01.1.2	untowned	6			spelled
1942-09-25	hzh	hzh19420925-01.1.4	other	3	jaffa		spelled
1942-10-23	hbkr	hbkr19421023-01.1.6	other	6	jerusalem,telaviv		maqaf
1942-10-29	hbkr	hbkr19421029-01.1.2	haifa	6	haifa	rothschild	abbreviated
1942-11-05	kolisraeljlm	kolisraeljlm19421105-01.1.2	mixed	9	haifa,jaffa	hadassah	spelled
1942-12-18	dav	dav19421218-01.1.6	untowned	3			spelled
1942-12-28	hmf	hmf19421228-01.1.4	mixed	1	haifa,jaffa		spelled
1943-01-07	dav	dav19430107-01.1.4	untowned	3		hadassah	spelled
1943-03-10	dav	dav19430310-01.1.4	other	3	jaffa		spelled
1943-03-15	ytlv	ytlv19430315-01.1.11	other	2	telaviv		spelled
1943-03-30	hzh	hzh19430330-01.1.4	other	9	jerusalem,telaviv	rothschild	spelled
1943-04-05	hbkr	hbkr19430405-01.1.4	other	2	telaviv		maqaf,spelled
1943-04-19	hegeh	hegeh19430419-01.1.4	other	2	jaffa		indefinite
1943-05-07	hmf	hmf19430507-01.1.6	other	1	telaviv		indefinite
1943-05-12	dav	dav19430512-01.1.4	untowned	5			indefinite
1943-05-16	ytlv	ytlv19430516-01.1.5	other	2	jaffa		spelled
1943-05-27	haretz	haretz19430527-01.1.2	other	3	jaffa		spelled
1943-06-01	dav	dav19430601-01.1.4	untowned	3			spelled
1943-06-04	haretz	haretz19430604-01.1.6	mixed	5	haifa,jerusalem,ramleh		spelled
1943-06-16	hmf	hmf19430616-01.1.4	other	3	jaffa,jerusalem		abbreviated
1943-06-24	hzh	hzh19430624-01.1.5	untowned	1			spelled
1943-07-08	haretz	haretz19430708-01.1.1	other	1	telaviv		maqaf
1943-07-08	haretz	haretz19430708-01.1.3	other	9	jaffa,nazareth,telaviv		maqaf
1943-07-13	hzh	hzh19430713-01.1.6	other	1	telaviv		spelled
1943-07-29	haretz	haretz19430729-01.1.3	other	9	jaffa,jerusalem,telaviv	rothschild	spelled
1943-08-12	hazmantlv	hazmantlv19430812-01.1.4	mixed	5	haifa,jaffa		abbreviated
1943-08-17	ahr	ahr19430817-01.1.3	mixed	3	haifa,telaviv		maqaf
1943-08-17	hazmantlv	hazmantlv19430817-01.1.4	mixed	4	acre,haifa		abbreviated
1943-08-20	haretz	haretz19430820-01.1.5	mixed	7	haifa,jaffa,jerusalem,tiberias		maqaf
1943-08-30	hazmantlv	hazmantlv19430830-01.1.4	mixed	3	haifa,jaffa,jerusalem	rothschild	abbreviated
1943-09-01	haretz	haretz19430901-01.1.2	other	4	jaffa,jerusalem	hadassah	maqaf,spelled
1943-09-03	ahr	ahr19430903-01.1.7	haifa	3	haifa		maqaf
1943-09-03	hazmantlv	hazmantlv19430903-01.1.3	haifa	1	haifa		abbreviated
1943-09-13	dav	dav19430913-01.1.1	other	5	jaffa,telaviv		spelled
1943-09-13	haretz	haretz19430913-01.1.3	mixed	10	haifa,jerusalem,telaviv		maqaf
1943-09-19	ahr	ahr19430919-01.1.2	untowned	5			abbreviated
1943-09-21	hzh	hzh19430921-01.1.2	other	2	jaffa,telaviv		indefinite
1943-09-29	hbkr	hbkr19430929-01.1.8	mixed	4	haifa,nablus,telaviv		spelled
1943-10-11	ahr	ahr19431011-01.1.3	other	3	jaffa		maqaf
1943-10-12	haretz	haretz19431012-01.1.3	mixed	5	haifa,jerusalem,nazareth,telaviv	rothschild	spelled
1943-10-28	haretz	haretz19431028-01.1.4	other	3	telaviv		spelled
1943-10-28	hazmantlv	hazmantlv19431028-01.1.6	mixed	3	haifa,telaviv	rothschild	abbreviated
1943-10-28	hbkr	hbkr19431028-01.1.4	untowned	1			abbreviated
1943-10-29	hmf	hmf19431029-01.1.6	untowned	4			abbreviated
1943-11-07	hzh	hzh19431107-01.1.3	other	1	telaviv		maqaf
1943-11-14	hmf	hmf19431114-01.1.2	other	7	jaffa	hadassah	spelled
1943-11-17	haretz	haretz19431117-01.1.2	mixed	11	haifa,jaffa,jerusalem,telaviv	hadassah	spelled
1943-11-18	hazmantlv	hazmantlv19431118-01.1.4	mixed	6	haifa,jerusalem,nablus,nazareth	english	spelled
1943-11-18	hmf	hmf19431118-01.1.3	other	3	jerusalem	rothschild	abbreviated
1943-12-08	hazmantlv	hazmantlv19431208-01.1.4	mixed	3	haifa,telaviv		abbreviated
1943-12-09	haretz	haretz19431209-01.1.3	mixed	6	haifa,jerusalem,telaviv		spelled
1943-12-10	hmf	hmf19431210-01.1.6	other	1	jerusalem		spelled
1943-12-23	hmf	hmf19431223-01.1.4	other	5	jerusalem		maqaf
1943-12-26	haretz	haretz19431226-01.1.4	other	6	jaffa,jerusalem,telaviv		abbreviated
1943-12-29	hazmantlv	hazmantlv19431229-01.1.4	haifa	1	haifa		spelled
1944-01-04	haretz	haretz19440104-01.1.4	untowned	3			spelled
1944-01-16	hazmantlv	hazmantlv19440116-01.1.4	haifa	2	haifa		abbreviated
1944-01-17	haretz	haretz19440117-01.1.2	other	5	jaffa,jerusalem		spelled
1944-01-19	hazmantlv	hazmantlv19440119-01.1.4	mixed	3	haifa,jaffa	rothschild	abbreviated
1944-01-24	hazmantlv	hazmantlv19440124-01.1.4	mixed	2	acre,haifa		abbreviated
1944-01-25	hazmantlv	hazmantlv19440125-01.1.4	mixed	10	haifa,jaffa	hadassah	spelled
1944-01-25	hbkr	hbkr19440125-01.1.4	mixed	9	haifa,jaffa,jerusalem,telaviv		spelled
1944-01-26	hbkr	hbkr19440126-01.1.4	untowned	2			spelled
1944-01-27	hbkr	hbkr19440127-01.1.4	other	6	telaviv		spelled
1944-01-31	hazmantlv	hazmantlv19440131-01.1.4	mixed	4	haifa,jerusalem	rothschild	spelled
1944-02-14	hazmantlv	hazmantlv19440214-01.1.4	untowned	1			abbrev_short
1944-02-20	hmf	hmf19440220-01.1.4	haifa	3	haifa	rothschild	spelled
1944-02-23	hbkr	hbkr19440223-01.1.4	untowned	1			abbreviated
1944-02-23	hmf	hmf19440223-01.1.4	other	1	jerusalem		abbreviated
1944-02-23	hzh	hzh19440223-01.1.4	other	4	jerusalem,telaviv		abbreviated
1944-03-01	hbkr	hbkr19440301-01.1.4	mixed	7	haifa,jaffa,telaviv		indefinite
1944-03-22	haretz	haretz19440322-01.1.4	other	3	jaffa		spelled
1944-03-24	hazmantlv	hazmantlv19440324-01.1.8	other	4	jerusalem	hadassah	abbreviated
1944-03-27	haretz	haretz19440327-01.1.2	other	8	jerusalem,telaviv		indefinite
1944-03-27	hazmantlv	hazmantlv19440327-01.1.4	other	4	acre,telaviv		abbreviated
1944-04-06	ahr	ahr19440406-01.1.4	haifa	4	haifa		maqaf
1944-04-16	haretz	haretz19440416-01.1.4	mixed	2	haifa,jerusalem,tiberias		spelled
1944-04-16	ytlv	ytlv19440416-01.1.10	mixed	26	haifa,jaffa,telaviv		spelled
1944-04-16	ytlv	ytlv19440416-01.1.17	other	7	jaffa,telaviv	hadassah	spelled
1944-04-21	haretz	haretz19440421-01.1.1	other	3	jaffa		spelled
1944-04-27	dav	dav19440427-01.1.3	haifa	1	haifa		spelled
1944-04-27	hazmantlv	hazmantlv19440427-01.1.3	mixed	9	haifa,jaffa,telaviv	english,rothschild	spelled
1944-04-27	hegeh	hegeh19440427-01.1.3	mixed	1	haifa,jaffa		spelled
1944-04-27	hzh	hzh19440427-01.1.4	no_hospital_term	0			spelled
1944-05-04	dav	dav19440504-01.1.4	other	7	jerusalem		spelled
1944-05-07	hzh	hzh19440507-01.1.3	other	5	jerusalem		spelled
1944-05-12	hbkr	hbkr19440512-01.1.6	other	7	jerusalem,telaviv		spelled
1944-05-15	haretz	haretz19440515-01.1.1	other	14	jaffa,telaviv	hadassah	indefinite,spelled
1944-05-15	hazmantlv	hazmantlv19440515-01.1.1	other	12	jaffa	hadassah	indefinite,spelled
1944-05-21	haretz	haretz19440521-01.1.4	other	2	jaffa		indefinite
1944-05-25	hazmantlv	hazmantlv19440525-01.1.3	haifa	9	haifa	hadassah,rothschild	indefinite
1944-06-01	hbkr	hbkr19440601-01.1.3	haifa	3	haifa		spelled
1944-06-06	ahr	ahr19440606-01.1.4	haifa	2	haifa		maqaf
1944-06-23	haretz	haretz19440623-01.1.6	mixed	5	haifa,telaviv		abbreviated
1944-06-27	ahr	ahr19440627-01.1.4	other	2	jerusalem,telaviv		maqaf
1944-06-30	dav	dav19440630-01.1.6	untowned	2			spelled
1944-06-30	itonmeyuhad	itonmeyuhad19440630-01.1.7	other	1	telaviv		spelled
1944-07-11	haretz	haretz19440711-01.1.4	other	1	jaffa		maqaf
1944-07-17	hmf	hmf19440717-01.1.4	other	3	jaffa,jerusalem,telaviv	hadassah,rothschild	abbreviated
1944-08-04	hzh	hzh19440804-01.1.6	other	16	jaffa,jerusalem		abbreviated
1944-08-07	haretz	haretz19440807-01.1.2	other	2	jaffa	rothschild	abbreviated
1944-08-16	hazmantlv	hazmantlv19440816-01.1.4	untowned	4			abbreviated
1944-08-20	dav	dav19440820-01.1.7	untowned	1			spelled
1944-08-21	hzh	hzh19440821-01.1.4	mixed	5	haifa,jaffa	rothschild	spelled
1944-08-29	hzh	hzh19440829-01.1.4	untowned	3		rothschild	spelled
1944-09-06	hegeh	hegeh19440906-01.1.4	haifa	1	haifa		spelled
1944-09-13	haretz	haretz19440913-01.1.2	mixed	5	haifa,jaffa,jerusalem,telaviv		spelled
1944-09-14	hazmantlv	hazmantlv19440914-01.1.2	mixed	5	haifa,nazareth		abbreviated
1944-09-15	ytlv	ytlv19440915-01.1.4	other	6	telaviv		indefinite
1944-09-20	ahr	ahr19440920-01.1.4	haifa	2	haifa		maqaf
1944-09-29	hazmantlv	hazmantlv19440929-01.1.6	haifa	3	haifa	hadassah	abbreviated
1944-10-03	ahr	ahr19441003-01.1.4	mixed	4	haifa,jerusalem		maqaf
1944-10-03	haretz	haretz19441003-01.1.3	mixed	8	haifa,jaffa,jerusalem	hadassah	spelled
1944-10-13	ahr	ahr19441013-01.1.8	other	1	jaffa		maqaf
1944-10-16	hzh	hzh19441016-01.1.4	haifa	3	haifa		abbreviated
1944-10-26	hzh	hzh19441026-01.1.3	haifa	3	haifa		spelled
1944-11-05	haretz	haretz19441105-01.1.3	mixed	7	haifa,jaffa,jerusalem,telaviv		maqaf
1944-11-07	haretz	haretz19441107-01.1.4	untowned	1			abbreviated
1944-11-08	haretz	haretz19441108-01.1.2	other	4	jaffa,telaviv		maqaf
1944-11-17	haretz	haretz19441117-01.1.8	mixed	6	haifa,jaffa,jerusalem	hadassah,rothschild	spelled
1944-11-27	hbkr	hbkr19441127-01.1.2	other	5	jaffa,telaviv		maqaf
1944-12-24	hbkr	hbkr19441224-01.1.1	other	3	hebron	hadassah	abbreviated
1944-12-29	amudimaliya	amudimaliya19441229-01.1.8	other	2	telaviv		spelled
1945-01-02	dav	dav19450102-01.1.1	other	2	jaffa		spelled
1945-01-04	dav	dav19450104-01.1.2	other	3	jerusalem,safed,telaviv		spelled
1945-01-05	ahr	ahr19450105-01.1.8	mixed	3	haifa,jaffa		maqaf
1945-01-10	hayal	hayal19450110-01.1.2	other	3	jaffa		spelled
1945-01-23	haretz	haretz19450123-01.1.3	mixed	5	haifa,jaffa,telaviv	rothschild	spelled
1945-01-23	hmf	hmf19450123-01.1.4	other	2	gaza,jaffa,jerusalem	hadassah	spelled
1945-01-30	dav	dav19450130-01.1.2	haifa	1	haifa		maqaf
1945-02-05	haretz	haretz19450205-01.1.1	other	3	jaffa,jerusalem,telaviv	hadassah	spelled
1945-02-13	hmf	hmf19450213-01.1.4	untowned	2			abbreviated
1945-02-14	hbkr	hbkr19450214-01.1.4	other	3	jaffa,telaviv	rothschild	indefinite
1945-02-19	haretz	haretz19450219-01.1.2	untowned	3			maqaf
1945-02-20	haretz	haretz19450220-01.1.1	mixed	9	haifa,jaffa,safed,telaviv	hadassah	spelled
1945-02-25	dav	dav19450225-01.1.4	untowned	3			spelled
1945-02-27	hzh	hzh19450227-01.1.3	other	1	jaffa,telaviv		indefinite
1945-03-15	haretz	haretz19450315-01.1.2	other	8	jaffa,jerusalem,telaviv		maqaf
1945-03-30	hzh	hzh19450330-01.1.6	no_hospital_term	0			spelled
1945-04-01	haretz	haretz19450401-01.1.4	mixed	4	haifa,jaffa,telaviv	hadassah	spelled
1945-04-17	hzh	hzh19450417-01.1.4	other	2	jaffa		spelled
1945-04-25	hbkr	hbkr19450425-01.1.3	other	5	jerusalem,telaviv		spelled
1945-04-29	dav	dav19450429-01.1.6	other	4	jerusalem,telaviv	hadassah,rothschild	spelled
1945-05-10	haretz	haretz19450510-01.1.2	mixed	4	haifa,jaffa	hadassah	abbreviated
1945-05-15	ytlv	ytlv19450515-01.1.20	other	3	telaviv		maqaf
1945-05-16	hegeh	hegeh19450516-01.1.3	other	1	jerusalem		spelled
1945-05-23	haretz	haretz19450523-01.1.1	other	3	jaffa,telaviv	hadassah	abbreviated
1945-05-27	ahr	ahr19450527-01.1.4	other	1	jaffa		maqaf
1945-06-18	hbkr	hbkr19450618-01.1.4	other	5	jerusalem		spelled
1945-06-26	dav	dav19450626-01.1.4	untowned	1			spelled
1945-06-26	haretz	haretz19450626-01.1.3	other	6	jerusalem,telaviv		spelled
1945-06-27	haretz	haretz19450627-01.1.2	mixed	6	haifa,jaffa,nablus,telaviv		spelled
1945-07-10	haretz	haretz19450710-01.1.2	mixed	6	acre,haifa,jerusalem		spelled
1945-07-16	haretz	haretz19450716-01.1.2	mixed	5	haifa,jaffa,jerusalem	hadassah	spelled
1945-07-18	haretz	haretz19450718-01.1.4	other	4	jaffa,telaviv		spelled
1945-07-19	hmf	hmf19450719-01.1.3	haifa	1	haifa		abbreviated
1945-08-12	ahr	ahr19450812-01.1.4	mixed	7	haifa,jaffa,telaviv	hadassah	maqaf
1945-08-13	haretz	haretz19450813-01.1.1	mixed	5	haifa,jerusalem		maqaf
1945-08-17	dav	dav19450817-01.1.7	other	6	telaviv	rothschild	spelled
1945-08-17	hegeh	hegeh19450817-01.1.6	untowned	1			maqaf
1945-08-19	haretz	haretz19450819-01.1.4	other	2	telaviv		spelled
1945-08-19	hbkr	hbkr19450819-01.1.4	mixed	3	haifa,jaffa,jerusalem,telaviv		maqaf
1945-08-21	hmf	hmf19450821-01.1.4	untowned	2		hadassah	spelled
1945-08-24	amudimaliya	amudimaliya19450824-01.1.12	mixed	5	haifa,jerusalem,telaviv	hadassah	spelled
1945-08-26	haretz	haretz19450826-01.1.3	other	2	jerusalem,telaviv		spelled
1945-08-27	haretz	haretz19450827-01.1.1	other	8	jaffa,jerusalem,telaviv	rothschild	maqaf
1945-08-29	haretz	haretz19450829-01.1.2	other	15	jaffa,jerusalem,telaviv	hadassah	spelled
1945-08-31	hbkr	hbkr19450831-01.1.2	untowned	2			spelled
1945-09-06	haretz	haretz19450906-01.1.4	mixed	2	haifa,telaviv,tiberias		spelled
1945-09-11	dav	dav19450911-01.1.1	mixed	1	acre,haifa		spelled
1945-09-16	ytlv	ytlv19450916-01.1.4	untowned	1			maqaf
1945-10-03	hbkr	hbkr19451003-01.1.4	other	4	gaza,hebron,jaffa	rothschild	maqaf
1945-10-23	haretz	haretz19451023-01.1.2	mixed	2	haifa,jaffa		maqaf
1945-10-28	dav	dav19451028-01.1.4	mixed	5	haifa,jaffa,jerusalem	hadassah	spelled
1945-11-02	ahr	ahr19451102-01.1.8	haifa	4	haifa	hadassah	maqaf
1945-11-02	haretz	haretz19451102-01.1.1	mixed	4	haifa,ramleh,telaviv		maqaf
1945-11-11	hzh	hzh19451111-01.1.4	untowned	4		hadassah	spelled
1945-11-15	ytlv	ytlv19451115-01.1.13	other	12	telaviv		maqaf
1945-11-18	haretz	haretz19451118-01.1.3	haifa	5	haifa	rothschild	spelled
1945-11-30	haretz	haretz19451130-01.1.7	other	3	jerusalem	rothschild	spelled
1945-12-02	ahr	ahr19451202-01.1.4	mixed	4	haifa,jaffa,telaviv		maqaf
1945-12-11	haretz	haretz19451211-01.1.4	mixed	2	haifa,jerusalem,nablus		maqaf
1945-12-11	hmf	hmf19451211-01.1.4	untowned	2		rothschild	abbreviated
1945-12-17	haretz	haretz19451217-01.1.4	other	3	jaffa	english	spelled
1945-12-17	hbkr	hbkr19451217-01.1.4	mixed	2	haifa,telaviv		spelled
1945-12-19	haretz	haretz19451219-01.1.5	mixed	4	haifa,jaffa,ramleh		spelled
1945-12-25	haretz	haretz19451225-01.1.4	untowned	4			maqaf
1945-12-25	hmf	hmf19451225-01.1.4	other	4	jaffa		abbreviated
1945-12-31	hmf	hmf19451231-01.1.4	other	3	jaffa,jerusalem		abbreviated
1946-01-01	hbkr	hbkr19460101-01.1.4	other	2	jaffa,telaviv		spelled
1946-01-01	tsohorayimhaifa	tsohorayimhaifa19460101-01.1.4	mixed	4	haifa,jaffa,telaviv	rothschild	maqaf
1946-01-09	tsohorayimhaifa	tsohorayimhaifa19460109-01.1.1	mixed	2	acre,haifa		abbreviated
1946-01-10	haretz	haretz19460110-01.1.3	other	2	jerusalem,safed		maqaf
1946-01-21	haretz	haretz19460121-01.1.1	other	3	jaffa,jerusalem,telaviv		maqaf
1946-01-21	haretz	haretz19460121-01.1.3	other	5	acre	hadassah,rothschild	maqaf
1946-01-22	dav	dav19460122-01.1.3	untowned	3			maqaf
1946-01-22	hzh	hzh19460122-01.1.1	other	3	jaffa,jerusalem	hadassah	spelled
1946-01-23	dav	dav19460123-01.1.3	mixed	2	haifa,jerusalem,telaviv		spelled
1946-01-24	kolisraeljlm	kolisraeljlm19460124-01.1.3	other	1	safed		abbreviated
1946-01-27	dav	dav19460127-01.1.4	mixed	7	acre,haifa,jerusalem	rothschild	spelled
1946-01-27	haretz	haretz19460127-01.1.4	other	6	jaffa,jerusalem	hadassah	spelled
1946-01-28	dav	dav19460128-01.1.4	mixed	1	haifa,jaffa		spelled
1946-02-01	hmf	hmf19460201-01.1.8	mixed	9	haifa,jaffa,jerusalem,telaviv	hadassah	indefinite
1946-02-07	dav	dav19460207-01.1.1	other	3	jaffa,telaviv		spelled
1946-02-08	haretz	haretz19460208-01.1.8	other	3	jerusalem,telaviv		spelled
1946-02-10	dav	dav19460210-01.1.3	other	7	jaffa		spelled
1946-02-11	haretz	haretz19460211-01.1.4	other	3	jaffa,jerusalem		spelled
1946-02-12	tsohorayimhaifa	tsohorayimhaifa19460212-01.1.1	untowned	2			spelled
1946-02-13	haretz	haretz19460213-01.1.4	mixed	5	haifa,jaffa,jerusalem,telaviv		spelled
1946-02-13	hmf	hmf19460213-01.1.4	other	4	jaffa	rothschild	spelled
1946-02-15	hed	hed19460215-01.1.11	other	1	telaviv		spelled
1946-02-17	hbkr	hbkr19460217-01.1.2	other	1	jerusalem		spelled
1946-02-20	dav	dav19460220-01.1.3	untowned	2			spelled
1946-02-21	haretz	haretz19460221-01.1.3	other	2	tiberias		spelled
1946-02-21	tsohorayimhaifa	tsohorayimhaifa19460221-01.1.1	untowned	1			spelled
1946-02-22	hmf	hmf19460222-01.1.8	mixed	3	haifa,jaffa,telaviv		abbreviated
1946-02-27	ahr	ahr19460227-01.1.2	untowned	1			maqaf
1946-03-07	ahr	ahr19460307-01.1.4	haifa	3	haifa		abbreviated
1946-03-10	ahr	ahr19460310-01.1.4	other	5	jaffa	hadassah	maqaf
1946-03-10	dav	dav19460310-01.1.2	untowned	3		hadassah	spelled
1946-03-14	haretz	haretz19460314-01.1.4	other	5	jaffa,telaviv		indefinite
1946-03-14	hbkr	hbkr19460314-01.1.2	no_hospital_term	0			maqaf
1946-03-24	haretz	haretz19460324-01.1.4	other	5	jaffa,jerusalem		spelled
1946-03-31	hbkr	hbkr19460331-01.1.1	other	2	telaviv		abbreviated
1946-04-09	hmf	hmf19460409-01.1.4	mixed	10	haifa,jaffa,jerusalem,telaviv	elisha,hadassah	spelled
1946-04-11	hbkr	hbkr19460411-01.1.2	other	3	jaffa,jerusalem		spelled
1946-04-24	dav	dav19460424-01.1.1	mixed	13	haifa,jaffa,jerusalem,telaviv	english,hadassah	spelled
1946-04-26	haretz	haretz19460426-01.1.7	other	1	jaffa,telaviv		spelled
1946-04-26	hmf	hmf19460426-01.1.1	mixed	4	haifa,jaffa,jerusalem,telaviv	hadassah	abbreviated
1946-04-28	dav	dav19460428-01.1.1	other	2	jaffa	hadassah	spelled
1946-05-02	tsohorayimhaifa	tsohorayimhaifa19460502-01.1.1	mixed	5	haifa,jaffa	rothschild	abbreviated,maqaf
1946-05-15	hmf	hmf19460515-01.1.4	mixed	10	haifa,jaffa,jerusalem,telaviv	elisha,hadassah	abbreviated
1946-05-15	hzh	hzh19460515-01.1.3	other	2	jaffa		abbreviated
1946-05-27	haretz	haretz19460527-01.1.4	other	2	jaffa		maqaf
1946-06-06	hbkr	hbkr19460606-01.1.4	other	9	jaffa,jerusalem	hadassah	spelled
1946-06-09	ahr	ahr19460609-01.1.4	other	4	jaffa,jerusalem		maqaf
1946-06-09	dav	dav19460609-01.1.3	other	5	jaffa	hadassah	spelled
1946-06-16	ahr	ahr19460616-01.1.4	mixed	2	haifa,telaviv,tiberias		maqaf
1946-06-19	ahr	ahr19460619-01.1.1	mixed	7	acre,haifa,jaffa,jerusalem,telaviv	hadassah	spelled
1946-06-19	hbkr	hbkr19460619-01.1.1	mixed	4	haifa,jaffa		spelled
1946-06-19	hmf	hmf19460619-01.1.1	mixed	13	acre,haifa,jaffa,jerusalem,telaviv	rothschild	abbreviated
1946-06-26	hmf	hmf19460626-01.1.4	haifa	4	haifa	hadassah	abbreviated
1946-07-01	hmf	hmf19460701-01.1.4	mixed	6	acre,haifa,jaffa,nablus	hadassah	spelled
1946-07-01	hzh	hzh19460701-01.1.3	mixed	2	acre,haifa,jaffa		spelled
1946-07-03	dav	dav19460703-01.1.1	other	2	telaviv	hadassah	spelled
1946-07-03	hbkr	hbkr19460703-01.1.1	mixed	2	haifa,jerusalem		spelled
1946-07-05	hzh	hzh19460705-01.1.1	mixed	3	haifa,jaffa		spelled
1946-07-14	hbkr	hbkr19460714-01.1.1	mixed	2	acre,haifa		maqaf
1946-07-16	hmf	hmf19460716-01.1.4	haifa	4	haifa	hadassah	spelled
1946-07-18	haretz	haretz19460718-01.1.3	other	1	jerusalem		spelled
1946-07-23	haretz	haretz19460723-01.1.1	other	6	jaffa		spelled
1946-07-26	ahr	ahr19460726-01.1.8	mixed	10	haifa,jerusalem		maqaf
1946-07-26	hbkr	hbkr19460726-01.1.8	other	4	jerusalem		spelled
1946-08-04	hmf	hmf19460804-01.1.4	other	7	jaffa,jerusalem		abbreviated
1946-08-11	hzh	hzh19460811-01.1.4	other	12	jaffa,jerusalem,telaviv	hadassah	spelled
