n	id	date	publication	title	snippet
1	wartedestempels19260415-01.1.5	15 April 1926	wartedestempels	Page 5	"<div class=""txtsearchsnippet"">Deutfches hofpital der Borromäerinnen in <b class=""highlightcolor"">haifa</b> (Baläftina).</div>"
2	wartedestempels19290101-01.1.3	1 January 1929	wartedestempels	Page 3	"<div class=""txtsearchsnippet"">... Geburtsanzeige: Knut Eberhard Gaßmann, Stuttgart (80), Lo-~ thar Streker, <b class=""highlightcolor"">Haifa</b> (112), Guntram Hellmut Gohl, Jaffa (152), Wolfgang Dreher, Stuttgart. ...</div>"
3	wartedestempels19351231-01.1.7	31 December 1935	wartedestempels	Page 7	"<div class=""txtsearchsnippet"">... T.-Bank umgezogen — Dankfeſt — Winterhilfe. . 155 Deutſches <b class=""highlightcolor"">Krankenhaus</b> Jaffa . ..17 Vortrag Prof. Sellin, Sarona. 1982 M. ...</div>"
4	wartedestempels19290630-01.1.3	30 June 1929	wartedestempels	Page 3	"<div class=""txtsearchsnippet"">... ſowie von Wilh. Aberle, Jaffa und Th. I. Struve, <b class=""highlightcolor"">Haifa</b> als Reviſoren, und I. Imberger, Jeruſalem als ſtellvertretendem Reviſor ...</div>"
5	wartedestempels19341115-01.1.8	15 November 1934	wartedestempels	Page 8	"<div class=""txtsearchsnippet"">... wurde am 16. Oktober der Grundſtein zu einem großen <b class=""highlightcolor"">Krankenhaus</b> der hebräiſchen Univerſität gelegt. Die Geſundheitsorganiſation der amerikaniſchen Zioniſten ...</div>"
6	wartedestempels19300630-01.1.7	30 June 1930	wartedestempels	Page 7	"<div class=""txtsearchsnippet"">... Jesreel wurde am 29. April ein neues, modern ausgeſtattetes <b class=""highlightcolor"">Krankenhaus</b> der Arbeiterkrankenkaſſe eröffnet. Am 25. Mai iſt in Tiberias ...</div>"
7	wartedestempels19360815-01.1.8	15 August 1936	wartedestempels	Page 8	"<div class=""txtsearchsnippet"">... geringfügig. Dr. T. Canaan, der bekannte Interniſt am deutſchen <b class=""highlightcolor"">Krankenhaus</b> zu Jeruſalem, hat unter dem Titel „The Palestine Arab ...</div>"
8	wartedestempels19360101-01.1.2	1 January 1936	wartedestempels	Page 2	"<div class=""txtsearchsnippet"">... 13. ordentliche Generalverſammlung der Zentralkaſſe der Tempelgeſellſchaft Ltd. in <b class=""highlightcolor"">Haifa</b> . 119 Deutſches <b class=""highlightcolor"">Krankenhaus</b> Jaffa, 19325. . .— 127 ...</div>"
9	wartedestempels19350315-01.1.2	15 March 1935	wartedestempels	Page 2	"<div class=""txtsearchsnippet"">... Leſer, zu welcher Klaſſe neigſt Du am meiſten hin? <b class=""highlightcolor"">Haifa,</b> an Weihnachten 1934. Carl Minzenmay.</div>"
10	wartedestempels19350331-01.1.6	31 March 1935	wartedestempels	Page 6	"<div class=""txtsearchsnippet"">... eng—liſchen Kolonialamts die Errichtung zweier Flugplätze bei Lydda und <b class=""highlightcolor"">Haifa</b> beſchloſſen worden. Dem von jüdiſcher Seite gemachten Vorſchlag, einen ...</div>"
